,person,#Camino,#pasos_antes_comprar,primera_actividad,modelos_vistos,modelos_distintos,sku_distintos,primera_actividad_ultimo_paso,ultima_actividad,# Actividades,label
13978,4e8d56df,0,123,19,95.0,15.0,53.0,19,0,123,0.0
13984,4e949fde,0,18,34,7.0,3.0,4.0,34,3,18,1.0
14002,4ead4504,0,95,0,40.0,8.0,21.0,0,0,95,1.0
14003,4eaddd08,0,25,104,10.0,4.0,5.0,104,32,25,0.0
14016,4ebb61f8,0,57,78,24.0,4.0,20.0,78,55,57,1.0
14044,4ee533ee,0,89,34,16.0,11.0,13.0,34,19,89,1.0
14048,4eec4b16,0,15,10,9.0,5.0,6.0,10,9,15,1.0
14068,4f0f78c3,0,43,14,7.0,5.0,5.0,14,4,43,0.0
14092,4f3e8863,0,7,6,2.0,1.0,2.0,6,6,7,0.0
14175,4fcfcdc7,0,16,16,8.0,1.0,3.0,16,16,16,0.0
14196,4fe68a28,1,24,0,4.0,2.0,4.0,0,0,25,1.0
14262,502bc778,0,33,9,15.0,3.0,10.0,9,9,33,0.0
14270,50367875,0,53,10,41.0,15.0,24.0,10,9,53,1.0
14290,504e0b2d,0,9,5,3.0,1.0,2.0,5,5,9,0.0
14293,5051f222,0,9,3,3.0,1.0,1.0,3,0,9,0.0
14429,505a0310,0,28,5,21.0,8.0,18.0,5,5,28,1.0
14430,505b39f3,0,6,0,3.0,1.0,1.0,0,0,7,1.0
14431,505ce58c,0,83,17,38.0,18.0,30.0,17,3,83,0.0
14450,508094d7,0,44,138,13.0,12.0,12.0,138,11,44,0.0
14459,5087ee7d,0,17,15,6.0,3.0,4.0,15,15,17,0.0
14476,5098ea35,0,55,17,12.0,6.0,8.0,17,6,55,0.0
14509,50b9e94c,0,7,1,4.0,1.0,3.0,1,1,7,1.0
14560,51085938,0,11,15,4.0,1.0,3.0,15,14,11,1.0
14580,511c06bd,1,145,37,78.0,13.0,34.0,12,1,316,0.0
14582,511fcaa8,0,19,0,7.0,3.0,6.0,0,0,19,0.0
14613,51658783,0,30,12,17.0,3.0,10.0,12,12,30,0.0
14639,51895865,0,22,14,7.0,2.0,7.0,14,13,22,0.0
14654,519a8456,0,12,4,8.0,4.0,8.0,4,4,12,0.0
14655,519da79d,0,38,8,27.0,6.0,22.0,8,3,38,1.0
14658,519e0d4b,0,36,5,21.0,3.0,10.0,5,1,36,0.0
14687,51c2dc5b,0,33,8,20.0,4.0,14.0,8,8,33,0.0
14710,51f81030,0,19,127,5.0,2.0,2.0,127,111,19,1.0
14714,51fde0cb,0,126,78,83.0,24.0,42.0,78,11,126,1.0
14715,52002f94,0,14,6,6.0,2.0,4.0,6,2,14,0.0
14725,520c8e39,2,5,13,4.0,1.0,3.0,13,13,19,0.0
14733,52162483,0,108,13,36.0,24.0,29.0,13,10,108,0.0
14756,522d3e8e,1,20,17,1.0,1.0,1.0,15,6,89,0.0
14759,5230f37c,0,69,7,37.0,5.0,20.0,7,5,69,0.0
14770,52463b37,0,17,7,1.0,1.0,1.0,7,7,17,0.0
14772,5247afae,0,6,8,2.0,2.0,2.0,8,8,6,0.0
14780,52567db3,0,6,7,2.0,1.0,1.0,7,7,6,0.0
14799,5279d044,0,6,16,2.0,1.0,1.0,16,16,6,0.0
14822,52a1cf31,0,6,3,2.0,1.0,2.0,3,3,6,0.0
14833,52ac5248,0,118,103,71.0,6.0,36.0,103,4,118,1.0
14838,52b01e32,0,155,16,114.0,6.0,42.0,16,0,155,0.0
14845,52bda0b4,0,20,63,12.0,3.0,7.0,63,13,20,0.0
14855,52c67e00,1,123,15,91.0,23.0,49.0,10,1,253,1.0
14873,52dcc4f7,0,3,20,1.0,1.0,1.0,20,20,3,0.0
14904,53013f62,0,68,8,61.0,10.0,35.0,8,8,68,0.0
14911,530ab705,0,6,12,2.0,1.0,2.0,12,12,6,1.0
14935,532c3f3e,0,41,38,25.0,13.0,23.0,38,9,41,0.0
14946,5334568c,0,4,15,2.0,1.0,1.0,15,15,4,0.0
14970,5361e416,0,13,4,2.0,1.0,1.0,4,0,13,0.0
14975,536fd101,0,3,14,1.0,1.0,1.0,14,14,3,1.0
14987,537cb3a9,0,35,15,14.0,3.0,8.0,15,15,35,0.0
15002,538c3e87,0,57,64,46.0,10.0,20.0,64,16,57,1.0
15009,539de5e5,0,39,9,9.0,2.0,5.0,9,6,39,0.0
15011,539ef773,0,81,4,43.0,11.0,30.0,4,1,81,0.0
15018,53a409c8,1,17,63,1.0,1.0,1.0,63,52,28,1.0
15025,53acc994,1,33,11,17.0,3.0,6.0,8,4,65,0.0
15050,53c85ca4,0,4,6,1.0,1.0,1.0,6,6,4,0.0
15072,53f336d6,0,177,133,128.0,3.0,25.0,133,3,177,0.0
15105,542e1c8a,1,9,28,1.0,1.0,1.0,14,7,40,0.0
15124,544472be,0,120,14,71.0,12.0,31.0,14,6,120,1.0
15133,544aaf42,3,15,41,0.0,0.0,0.0,1,0,251,1.0
15153,54633dbb,0,7,1,2.0,2.0,2.0,1,1,7,1.0
15156,54668bc2,0,298,12,143.0,40.0,100.0,12,1,298,0.0
15199,54a2de05,0,50,138,14.0,6.0,11.0,138,94,50,1.0
15211,54bb2da1,0,25,4,3.0,3.0,3.0,4,4,25,0.0
15212,54bb7539,0,60,2,47.0,13.0,35.0,2,1,60,1.0
15239,54eddef0,0,20,7,8.0,2.0,7.0,7,5,20,0.0
15247,54fb59e3,0,31,26,11.0,4.0,6.0,26,5,31,1.0
15315,5551fc07,0,5,30,0.0,0.0,0.0,30,30,5,0.0
15344,557a39ac,0,1,10,0.0,0.0,0.0,10,10,1,0.0
15345,557b28c0,0,35,78,13.0,5.0,6.0,78,6,35,0.0
15349,558032b4,0,16,11,3.0,1.0,2.0,11,8,16,0.0
15351,55827b4b,0,111,103,80.0,14.0,30.0,103,0,111,1.0
15379,55a7179e,0,3,41,1.0,1.0,1.0,41,41,3,1.0
15382,55a9fa00,0,206,146,76.0,15.0,34.0,146,0,206,0.0
15410,55cc2cac,0,1,11,0.0,0.0,0.0,11,11,1,0.0
15449,56011e68,1,43,76,9.0,4.0,7.0,75,27,64,1.0
15485,56286924,0,3,1,1.0,1.0,1.0,1,1,3,1.0
15486,562929c8,0,551,31,316.0,58.0,166.0,31,0,551,1.0
15504,564c3763,0,9,1,3.0,1.0,3.0,1,1,9,1.0
15607,56df408a,0,9,15,1.0,1.0,1.0,15,15,9,0.0
15660,5720b2a2,0,4,10,0.0,0.0,0.0,10,9,4,0.0
15693,5768416f,0,12,7,3.0,1.0,2.0,7,7,12,1.0
15732,578cefef,0,137,11,100.0,8.0,46.0,11,1,137,1.0
15737,5792deb4,0,52,0,43.0,3.0,19.0,0,0,52,1.0
15763,57acfde4,0,8,6,2.0,1.0,1.0,6,6,8,0.0
15796,57d3d01e,0,3,4,0.0,0.0,0.0,4,4,3,0.0
15805,57eb1cec,0,7,2,2.0,1.0,2.0,2,2,7,0.0
15807,57ed2cc9,0,160,20,59.0,8.0,32.0,20,0,160,1.0
15814,57fd41ba,0,4,14,1.0,1.0,1.0,14,14,4,0.0
15824,580d91b9,0,95,10,82.0,3.0,37.0,10,10,95,1.0
15833,581518b6,0,8,10,3.0,3.0,3.0,10,10,8,1.0
15851,582ea59e,0,153,19,122.0,20.0,63.0,19,0,153,0.0
15854,583473ab,0,20,0,4.0,1.0,3.0,0,0,20,1.0
15865,5847cac8,0,3,74,0.0,0.0,0.0,74,74,3,1.0
15896,587ce7f9,1,61,3,6.0,3.0,6.0,2,0,109,1.0
15954,58dde736,0,3,15,0.0,0.0,0.0,15,15,3,0.0
15956,58e26c5d,0,168,111,113.0,8.0,64.0,111,5,168,1.0
15974,58f21eaf,0,16,0,3.0,3.0,3.0,0,0,16,1.0
15996,590dd89d,0,13,6,3.0,2.0,2.0,6,6,13,0.0
16015,592c56fe,0,1,14,0.0,0.0,0.0,14,14,1,0.0
16066,59793562,0,4,1,1.0,1.0,1.0,1,1,4,0.0
16067,59842a17,0,27,79,10.0,2.0,7.0,79,6,27,0.0
16068,5988298f,0,28,45,9.0,4.0,6.0,45,5,28,1.0
16081,5996d71b,0,4,9,1.0,1.0,1.0,9,9,4,0.0
16089,599e60ec,0,3,9,0.0,0.0,0.0,9,9,3,1.0
16107,59bbd4ce,0,18,11,3.0,1.0,2.0,11,11,18,0.0
16114,59c2bed3,1,69,86,47.0,11.0,35.0,0,0,86,1.0
16115,59c318bd,0,279,0,95.0,30.0,56.0,0,0,279,1.0
16129,59d2455a,0,12,4,2.0,2.0,2.0,4,4,12,0.0
16200,5a46363a,0,43,92,14.0,7.0,8.0,92,9,43,0.0
16272,5aa9023e,0,9,0,4.0,2.0,3.0,0,0,9,0.0
16279,5ab88a3f,0,48,11,21.0,17.0,18.0,11,10,48,0.0
16308,5aec8187,0,23,10,18.0,2.0,7.0,10,10,23,0.0
16328,5b0f4b0a,0,20,49,12.0,3.0,11.0,49,6,20,1.0
16333,5b1739cc,0,28,113,14.0,3.0,5.0,113,83,28,1.0
16348,5b2c78ec,0,38,17,19.0,8.0,14.0,17,15,38,0.0
16350,5b30e395,0,16,3,8.0,2.0,8.0,3,0,16,1.0
16353,5b3ca099,0,24,4,17.0,1.0,9.0,4,0,24,0.0
16380,5b5f97b2,0,74,63,31.0,10.0,17.0,63,2,74,0.0
16381,5b6054e7,0,43,85,16.0,4.0,9.0,85,57,43,1.0
16394,5b719547,0,4,14,1.0,1.0,1.0,14,14,4,0.0
16410,5b88272e,0,58,13,48.0,9.0,39.0,13,12,58,0.0
16421,5b978292,1,19,6,13.0,4.0,9.0,6,6,30,0.0
16469,5bf217ac,0,9,8,6.0,2.0,4.0,8,8,9,1.0
16470,5bfba0a5,0,36,75,19.0,6.0,8.0,75,14,36,0.0
16472,5bff903a,0,65,2,25.0,8.0,17.0,2,1,65,0.0
16484,5c1840ff,0,70,5,24.0,8.0,14.0,5,0,70,0.0
16489,5c1c904b,1,91,98,52.0,9.0,28.0,70,16,133,0.0
16505,5c29012f,0,9,3,3.0,1.0,1.0,3,3,9,0.0
16507,5c2e66a4,0,16,15,4.0,1.0,3.0,15,15,16,1.0
16551,5c862f3c,0,6,2,1.0,1.0,1.0,2,1,6,1.0
16588,5cb2a750,0,10,6,3.0,2.0,3.0,6,6,10,0.0
16609,5ccbe956,0,43,15,17.0,3.0,12.0,15,13,43,0.0
16614,5cd2ebbc,0,4,10,1.0,1.0,1.0,10,10,4,0.0
16637,5cf0939d,0,26,16,5.0,3.0,3.0,16,14,26,0.0
16643,5cf4bc62,0,62,9,24.0,11.0,18.0,9,6,62,0.0
16654,5d0c3446,0,61,91,52.0,12.0,36.0,91,6,61,1.0
16668,5d25b1bc,0,11,4,5.0,1.0,2.0,4,4,11,0.0
16677,5d2be13d,3,152,31,125.0,21.0,67.0,15,14,388,1.0
16726,5d707640,0,2,45,0.0,0.0,0.0,45,45,2,0.0
16763,5da9f181,0,4,10,1.0,1.0,1.0,10,10,4,0.0
16796,5dd6ebcf,0,9,16,6.0,1.0,4.0,16,16,9,0.0
16817,5dff1bd6,0,9,10,4.0,2.0,2.0,10,10,9,0.0
16863,5e52f27e,0,4,10,1.0,1.0,1.0,10,10,4,0.0
16864,5e55fb94,0,38,42,23.0,6.0,13.0,42,18,38,1.0
16890,5e866083,0,12,20,10.0,2.0,7.0,20,20,12,1.0
16893,5e8a806a,0,13,16,3.0,3.0,3.0,16,10,13,0.0
16917,5eb0a22a,0,21,2,2.0,1.0,1.0,2,2,21,0.0
16962,5ef611ac,0,66,85,17.0,10.0,13.0,85,8,66,1.0
16978,5f096736,0,8,4,2.0,1.0,1.0,4,4,8,0.0
16985,5f1891ea,0,4,1,1.0,1.0,1.0,1,1,4,0.0
17010,5f47fa94,0,10,6,8.0,2.0,7.0,6,6,10,0.0
17021,5f50a07c,0,4,12,1.0,1.0,1.0,12,12,4,0.0
17034,5f63967f,0,35,45,14.0,11.0,12.0,45,17,35,1.0
17066,5f802adb,0,71,13,22.0,4.0,13.0,13,1,71,1.0
17083,5f9ccb0a,0,20,8,7.0,2.0,3.0,8,1,20,0.0
17097,5fb73180,0,28,18,15.0,8.0,12.0,18,15,28,0.0
17102,5fc6f016,0,76,2,37.0,6.0,22.0,2,0,76,1.0
17109,5fcef52e,0,41,6,18.0,9.0,12.0,6,5,41,0.0
17114,5fdbf9a7,0,2,4,0.0,0.0,0.0,4,4,2,0.0
17137,5ffaf0d0,1,25,45,16.0,2.0,8.0,1,1,123,1.0
17201,606c646b,0,6,5,2.0,1.0,2.0,5,5,6,0.0
17224,6089561e,0,5,15,1.0,1.0,1.0,15,15,5,0.0
17283,60f7fe21,0,9,75,4.0,2.0,4.0,75,64,9,0.0
17302,6110b9de,1,90,145,29.0,10.0,22.0,145,15,107,0.0
17339,615327ed,0,9,1,3.0,2.0,2.0,1,1,9,0.0
17355,616b5436,0,7,35,2.0,2.0,2.0,35,7,7,0.0
17378,6192ea5a,0,29,134,16.0,7.0,13.0,134,1,29,1.0
17426,61dfbd94,0,7,7,1.0,1.0,1.0,7,7,8,0.0
17428,61e1b1c3,0,123,73,42.0,8.0,24.0,73,9,123,1.0
17435,61f192d9,0,29,15,11.0,2.0,7.0,15,14,29,0.0
17503,625267e1,0,10,104,2.0,2.0,2.0,104,104,10,1.0
17524,6278634e,1,36,28,22.0,19.0,19.0,24,23,90,1.0
17553,629e1a6e,0,115,22,57.0,13.0,34.0,22,0,115,1.0
17565,62afb856,0,24,2,14.0,1.0,6.0,2,2,24,0.0
17600,62de2a84,0,6,11,1.0,1.0,1.0,11,11,6,0.0
17615,62fa69b0,0,33,26,20.0,4.0,17.0,26,12,33,1.0
17633,6309f8fe,0,3,52,0.0,0.0,0.0,52,52,3,1.0
17638,630e7cc3,0,47,79,27.0,11.0,22.0,79,3,47,0.0
17644,631bde14,0,3,120,0.0,0.0,0.0,120,120,3,1.0
17655,6322ab5d,0,47,69,9.0,3.0,6.0,69,8,47,0.0
17657,632357f2,0,16,67,10.0,3.0,8.0,67,67,16,1.0
17664,632e9b7b,0,6,79,3.0,1.0,1.0,79,77,6,1.0
17704,63633ab6,0,6,2,2.0,1.0,1.0,2,2,6,0.0
17709,636bcdaf,0,51,47,13.0,4.0,6.0,47,10,51,1.0
17787,63f3e3bd,0,71,19,37.0,8.0,22.0,19,6,71,0.0
17807,640673c2,0,176,88,91.0,14.0,50.0,88,3,176,0.0
17822,6421619d,0,40,4,11.0,2.0,8.0,4,1,40,0.0
17844,643784b6,1,2,0,1.0,1.0,1.0,0,0,3,1.0
17874,646e5107,0,13,0,4.0,1.0,3.0,0,0,13,1.0
17875,646feb01,0,451,104,356.0,31.0,174.0,104,7,451,1.0
17881,647871f9,2,8,14,5.0,2.0,4.0,10,10,41,0.0
17899,6490af1a,2,251,90,168.0,31.0,108.0,72,10,461,1.0
17917,64a3c2f6,0,40,64,13.0,6.0,9.0,64,0,40,1.0
17924,64adea72,0,32,6,3.0,2.0,2.0,6,6,32,0.0
17964,64ea805d,0,30,77,11.0,3.0,8.0,77,66,30,0.0
17997,6518264a,0,184,34,165.0,18.0,72.0,34,4,184,1.0
18022,6531685b,0,109,44,51.0,14.0,34.0,44,4,109,0.0
18029,6537bb88,0,224,15,129.0,41.0,77.0,15,0,224,0.0
18048,655b0337,1,112,140,37.0,2.0,8.0,7,0,654,0.0
18049,655b60cd,0,13,1,6.0,2.0,4.0,1,1,13,1.0
18071,657592da,0,138,8,113.0,14.0,47.0,8,2,138,1.0
18089,65885b71,0,172,52,119.0,12.0,39.0,52,4,172,1.0
18132,65cd6227,0,4,1,1.0,1.0,1.0,1,1,4,0.0
18155,65ec1b06,0,44,10,28.0,11.0,22.0,10,10,44,0.0
18161,65f5913c,0,19,10,7.0,3.0,4.0,10,5,19,0.0
18177,66006845,1,21,13,1.0,1.0,1.0,12,0,49,0.0
18230,6647d712,0,24,6,6.0,2.0,5.0,6,2,24,0.0
18233,664afc83,0,83,74,22.0,8.0,15.0,74,0,83,1.0
18251,667410a7,1,1,37,0.0,0.0,0.0,1,1,47,0.0
18301,66a9bff6,2,227,21,157.0,24.0,87.0,12,7,741,1.0
18339,66e621a4,0,3,0,0.0,0.0,0.0,0,0,3,0.0
18344,66ef1ad2,2,4,16,1.0,1.0,1.0,15,14,37,0.0
18368,670bf5e1,0,80,1,35.0,6.0,16.0,1,0,80,1.0
18369,670dd28b,0,6,5,2.0,1.0,2.0,5,5,6,0.0
18391,672cae4e,0,79,1,48.0,13.0,32.0,1,1,79,0.0
18404,67359265,0,11,7,3.0,1.0,1.0,7,7,11,0.0
18420,675a531e,0,242,134,159.0,16.0,75.0,134,13,242,1.0
18426,676542b3,0,71,18,32.0,4.0,17.0,18,11,71,0.0
18428,67688fab,0,4,9,1.0,1.0,1.0,9,9,4,0.0
18431,676e13ba,0,17,1,10.0,4.0,9.0,1,1,17,1.0
18441,677b4089,0,8,4,1.0,1.0,1.0,4,4,8,1.0
18488,67c34034,0,59,10,28.0,8.0,18.0,10,4,59,0.0
18490,67c43560,0,26,14,9.0,2.0,6.0,14,14,26,0.0
18502,67d09e0a,0,72,30,35.0,6.0,18.0,30,8,72,0.0
18537,6805c0ac,0,3,36,1.0,1.0,1.0,36,36,3,1.0
18554,681c5689,0,139,11,110.0,23.0,64.0,11,2,139,1.0
18573,6837c19d,0,15,18,7.0,5.0,6.0,18,0,15,0.0
18617,6872a391,0,55,17,31.0,18.0,30.0,17,4,55,0.0
18619,6875f643,0,33,14,11.0,4.0,7.0,14,0,33,1.0
18620,687a1e38,0,62,0,20.0,11.0,16.0,0,0,62,1.0
18624,68818b83,0,312,107,95.0,27.0,52.0,107,0,312,0.0
18628,688e4e01,0,3,140,0.0,0.0,0.0,140,140,3,0.0
18650,68ab665e,0,50,38,13.0,5.0,11.0,38,16,50,1.0
18656,68b4390e,0,16,9,5.0,2.0,4.0,9,9,16,0.0
18668,68bf3c47,1,68,136,23.0,5.0,12.0,69,4,179,1.0
18672,68c43519,0,3,140,0.0,0.0,0.0,140,140,3,1.0
18708,68f60fb9,0,22,14,12.0,2.0,10.0,14,13,22,1.0
18709,68f6e261,0,3,8,1.0,1.0,1.0,8,8,3,1.0
18730,691bcab1,0,109,146,68.0,8.0,37.0,146,9,109,0.0
18762,69512be9,0,22,21,10.0,7.0,9.0,21,11,22,0.0
18764,6955042b,0,44,2,9.0,4.0,6.0,2,0,44,1.0
18815,69a3b4d1,0,29,14,9.0,2.0,7.0,14,0,29,0.0
18825,69b122c5,0,6,0,3.0,1.0,1.0,0,0,6,0.0
18827,69b93115,0,57,15,47.0,13.0,25.0,15,2,57,0.0
18860,69de5c37,3,28,43,13.0,5.0,12.0,23,16,108,1.0
18866,69e942e5,0,120,92,51.0,16.0,27.0,92,8,120,1.0
18883,6a08a60c,0,125,87,40.0,11.0,27.0,87,0,125,1.0
18884,6a08e7c4,0,53,58,32.0,4.0,25.0,58,0,53,1.0
18952,6a5c83db,0,85,0,64.0,8.0,28.0,0,0,85,1.0
18954,6a5cdd31,0,12,16,2.0,1.0,1.0,16,14,12,0.0
18962,6a6c639c,1,18,81,14.0,1.0,8.0,79,78,88,1.0
18964,6a733bad,0,13,6,7.0,3.0,5.0,6,3,13,1.0
18991,6a91ec37,0,58,12,39.0,5.0,13.0,12,0,58,1.0
19023,6ab985b9,0,19,11,7.0,3.0,4.0,11,11,19,0.0
19048,6ada118a,0,10,3,3.0,1.0,1.0,3,3,10,0.0
19052,6ade5d5b,0,139,79,87.0,15.0,48.0,79,1,139,1.0
19081,6b007cc9,1,12,47,11.0,2.0,10.0,1,1,150,0.0
19097,6b255414,0,4,1,1.0,1.0,1.0,1,1,4,0.0
19115,6b46bbdb,0,81,1,74.0,3.0,26.0,1,1,81,0.0
19135,6b63d620,0,48,74,38.0,9.0,29.0,74,60,48,0.0
19139,6b710e89,0,21,2,12.0,3.0,8.0,2,2,21,1.0
19143,6b79567e,0,22,17,6.0,4.0,5.0,17,13,22,0.0
19145,6b7d1933,0,69,58,42.0,6.0,25.0,58,6,69,1.0
19160,6b8ea080,0,68,52,35.0,8.0,19.0,52,8,68,0.0
19163,6b90fcbf,0,79,148,39.0,4.0,22.0,148,10,79,0.0
19170,6b99f579,0,5,2,3.0,2.0,3.0,2,2,5,1.0
19183,6ba730a8,0,12,36,4.0,1.0,1.0,36,36,12,1.0
19280,6c3adecc,0,22,115,4.0,4.0,4.0,115,15,22,0.0
19303,6c55de42,0,66,2,44.0,5.0,26.0,2,1,66,1.0
19314,6c67de3e,0,46,149,27.0,14.0,19.0,149,68,46,1.0
19318,6c6c2fdf,0,4,14,1.0,1.0,1.0,14,14,4,0.0
19328,6c7c2939,0,40,3,27.0,2.0,11.0,3,1,40,0.0
19333,6c89cbfb,0,237,95,60.0,24.0,39.0,95,3,237,1.0
19361,6cb22ea0,0,65,63,14.0,7.0,8.0,63,36,65,0.0
19388,6cd29e4a,1,24,2,14.0,3.0,5.0,0,0,25,0.0
19392,6cdc6d16,1,31,19,8.0,3.0,7.0,14,14,33,0.0
19400,6cefa829,0,11,92,2.0,1.0,1.0,92,73,11,1.0
19401,6cf2d02a,0,37,27,13.0,3.0,11.0,27,5,37,1.0
19404,6cf567aa,0,91,42,74.0,5.0,26.0,42,1,91,0.0
19419,6d06e7d0,0,122,41,66.0,11.0,33.0,41,6,122,1.0
19421,6d079d8a,0,6,20,3.0,2.0,3.0,20,20,6,1.0
19425,6d0d0c07,0,19,13,9.0,1.0,9.0,13,8,19,0.0
19428,6d0d9644,0,16,8,4.0,2.0,2.0,8,0,17,0.0
19467,6d4f68f7,0,84,71,59.0,16.0,48.0,71,1,84,0.0
19477,6d5e646b,0,7,3,1.0,1.0,1.0,3,1,7,0.0
19481,6d628f8f,0,8,3,2.0,1.0,1.0,3,3,8,0.0
19482,6d654333,0,29,2,7.0,4.0,4.0,2,1,29,1.0
19490,6d735030,0,5,11,0.0,0.0,0.0,11,11,5,0.0
19522,6da13513,0,2,65,0.0,0.0,0.0,65,65,2,1.0
19528,6daa6b33,0,4,3,0.0,0.0,0.0,3,3,4,1.0
19543,6dc00c15,0,35,25,27.0,14.0,17.0,25,25,35,0.0
19560,6dd3ff4a,0,11,9,5.0,2.0,5.0,9,9,11,0.0
19570,6de67ece,0,78,3,17.0,4.0,10.0,3,0,78,0.0
19601,6e0a46b4,1,90,92,27.0,4.0,20.0,92,2,91,0.0
19637,6e41e5e3,0,96,0,67.0,11.0,48.0,0,0,96,1.0
19652,6e558c28,0,139,87,76.0,17.0,39.0,87,0,139,1.0
19698,6eaaab36,0,16,6,10.0,7.0,8.0,6,6,16,1.0
19711,6ec062fd,0,9,2,2.0,2.0,2.0,2,2,9,0.0
19714,6ec44564,0,90,2,25.0,6.0,18.0,2,0,90,1.0
19758,6f101e44,0,26,2,21.0,15.0,16.0,2,2,26,0.0
19762,6f147d6d,0,7,22,1.0,1.0,1.0,22,22,7,1.0
19769,6f1c94a7,0,52,44,14.0,6.0,11.0,44,2,52,0.0
19785,6f2fabcb,0,31,4,24.0,14.0,20.0,4,2,31,0.0
19802,6f3ac59d,0,41,20,11.0,9.0,10.0,20,12,41,1.0
19813,6f48e3af,0,33,3,22.0,1.0,6.0,3,3,33,0.0
19844,6f66a016,0,40,120,15.0,8.0,8.0,120,5,40,0.0
19862,6f9194ad,0,42,27,27.0,2.0,15.0,27,19,42,1.0
19893,6fbbddb6,0,4,9,2.0,1.0,2.0,9,9,4,1.0
19899,6fc53e29,0,6,9,0.0,0.0,0.0,9,9,6,0.0
19908,6fd2a061,0,39,9,17.0,7.0,13.0,9,9,39,0.0
19915,6fdda6b5,0,87,85,56.0,2.0,16.0,85,0,87,1.0
19919,6fe5055a,0,23,6,9.0,6.0,7.0,6,6,23,0.0
19922,6ff13877,0,14,12,2.0,2.0,2.0,12,12,14,0.0
19935,701aed49,0,65,4,21.0,8.0,17.0,4,2,65,0.0
19952,7043f9de,1,20,4,4.0,4.0,4.0,3,1,128,0.0
19978,7068b7ce,0,17,9,7.0,2.0,5.0,9,8,17,0.0
19985,70765d26,0,54,41,42.0,5.0,14.0,41,8,54,1.0
19986,70782025,0,4,98,1.0,1.0,1.0,98,98,4,1.0
20010,709473a3,0,14,98,5.0,5.0,5.0,98,98,14,1.0
20016,7096af78,2,26,115,4.0,4.0,4.0,51,29,66,1.0
20017,7096f3f3,0,38,0,30.0,10.0,24.0,0,0,38,0.0
20020,709f8e2f,0,12,1,1.0,1.0,1.0,1,1,12,1.0
20021,70a00423,0,6,22,0.0,0.0,0.0,22,22,6,1.0
20040,70ad0d54,0,12,0,2.0,2.0,2.0,0,0,12,0.0
20082,70ff8f1d,0,32,1,12.0,7.0,10.0,1,1,32,0.0
20115,7143ce67,0,8,1,5.0,1.0,3.0,1,1,8,0.0
20123,715604d5,0,42,12,33.0,5.0,19.0,12,10,42,0.0
20134,71679140,0,9,2,4.0,1.0,3.0,2,2,9,0.0
20135,716b8078,0,25,11,14.0,2.0,11.0,11,8,25,0.0
20144,71797ff0,0,54,27,38.0,13.0,28.0,27,3,54,0.0
20176,71aa0c21,0,5,0,1.0,1.0,1.0,0,0,5,0.0
20182,71b38dc9,0,69,7,56.0,10.0,36.0,7,6,69,0.0
20184,71b7d888,0,76,4,37.0,4.0,22.0,4,1,76,0.0
20204,71d5ed31,0,11,7,2.0,2.0,2.0,7,0,11,0.0
20214,71e193bf,0,6,7,1.0,1.0,1.0,7,7,6,0.0
20221,71ea4ff5,0,68,10,51.0,9.0,36.0,10,10,68,0.0
20262,7231fd11,0,16,2,4.0,1.0,1.0,2,1,16,0.0
20275,723b39a8,0,8,11,2.0,1.0,1.0,11,11,8,0.0
20286,724557f8,0,45,84,7.0,5.0,6.0,84,57,45,0.0
20291,724f4de6,0,68,21,22.0,8.0,12.0,21,2,68,0.0
20294,72526564,0,7,0,4.0,1.0,2.0,0,0,7,1.0
20315,726cea40,1,4,14,3.0,1.0,3.0,10,10,142,0.0
20340,72933135,0,63,2,43.0,11.0,24.0,2,1,63,1.0
20352,72a86985,0,41,4,25.0,3.0,13.0,4,2,41,0.0
20355,72af3863,0,7,16,2.0,1.0,2.0,16,13,7,0.0
20370,72ce692a,0,12,9,4.0,1.0,3.0,9,9,12,0.0
20373,72d878dd,0,22,21,5.0,1.0,3.0,21,4,22,0.0
20377,72dbab34,0,20,17,5.0,1.0,3.0,17,14,20,0.0
20381,72e18b22,0,3,83,1.0,1.0,1.0,83,83,3,1.0
20383,72e303da,0,35,13,27.0,3.0,16.0,13,13,35,0.0
20416,732625de,0,34,95,11.0,5.0,7.0,95,3,34,0.0
20468,7373dd43,0,38,10,25.0,5.0,20.0,10,10,38,0.0
20469,737467f2,0,26,63,9.0,5.0,7.0,63,15,26,0.0
20475,73827ee1,0,3,9,0.0,0.0,0.0,9,9,3,1.0
20482,7394dc94,0,49,7,13.0,8.0,11.0,7,7,49,0.0
20493,73a9a850,0,38,28,18.0,4.0,13.0,28,8,38,0.0
20509,73c019fa,0,9,6,3.0,2.0,2.0,6,4,9,0.0
20529,73d684f1,1,319,135,230.0,40.0,130.0,35,0,346,0.0
20587,74122ba4,0,16,71,3.0,2.0,2.0,71,61,16,0.0
20601,7435c176,0,88,1,82.0,16.0,45.0,1,1,88,1.0
20603,74393e86,0,8,2,1.0,1.0,1.0,2,2,8,0.0
20617,74548c41,0,94,147,21.0,6.0,15.0,147,6,94,0.0
20625,7463feed,0,58,7,35.0,12.0,25.0,7,3,58,0.0
20655,74905555,0,41,14,12.0,3.0,9.0,14,10,41,0.0
20662,74a0111e,0,538,70,376.0,20.0,115.0,70,2,538,0.0
20666,74a29ffb,1,21,75,0.0,0.0,0.0,65,51,66,1.0
20688,74c4fc96,0,50,5,21.0,13.0,18.0,5,4,50,0.0
