,person,#Camino,#pasos_antes_comprar,primera_actividad,modelos_vistos,modelos_distintos,sku_distintos,cantidad_sesiones,primera_actividad_ultimo_paso,ultima_actividad,# Actividades,label
16332,5b1739cc,0,28,113,14.0,3.0,5.0,4,113,83,28,1.0
16342,5b23f3f0,0,4,5,1.0,1.0,1.0,1,5,5,4,0.0
16349,5b30e395,0,16,3,8.0,2.0,8.0,2,3,0,16,1.0
16370,5b4f7f60,0,20,23,6.0,4.0,5.0,2,23,7,20,0.0
16374,5b5096ab,0,15,6,7.0,6.0,6.0,1,6,6,15,0.0
16380,5b6054e7,0,43,85,16.0,4.0,9.0,6,85,57,43,1.0
16420,5b978292,1,19,6,13.0,4.0,9.0,1,6,6,30,0.0
16468,5bf217ac,0,9,8,6.0,2.0,4.0,1,8,8,9,1.0
16506,5c2e66a4,0,16,15,4.0,1.0,3.0,1,15,15,16,1.0
16511,5c36b02c,0,2,6,0.0,0.0,0.0,1,6,6,2,0.0
16512,5c39c66d,0,55,7,16.0,7.0,9.0,6,7,3,55,0.0
16530,5c60f9d5,0,5,1,1.0,1.0,1.0,1,1,1,6,0.0
16550,5c862f3c,0,6,2,1.0,1.0,1.0,2,2,1,6,1.0
16553,5c8be186,0,118,74,44.0,12.0,17.0,19,74,3,118,0.0
16575,5ca1ea58,0,17,5,7.0,5.0,5.0,3,5,1,17,0.0
16636,5cf0939d,0,26,16,5.0,3.0,3.0,2,16,14,26,0.0
16653,5d0c3446,0,61,91,52.0,12.0,36.0,4,91,6,61,1.0
16676,5d2be13d,3,152,31,125.0,21.0,67.0,10,15,14,388,1.0
16739,5d7e9fb9,1,8,15,1.0,1.0,1.0,1,15,15,16,0.0
16778,5dc64fca,0,20,6,13.0,2.0,9.0,2,6,6,20,0.0
16796,5dd73565,0,129,134,65.0,15.0,34.0,8,134,2,129,0.0
16833,5e1b3f7c,1,47,94,31.0,4.0,16.0,8,16,8,166,0.0
16863,5e55fb94,0,38,42,23.0,6.0,13.0,3,42,18,38,1.0
16886,5e7b61cc,0,9,7,3.0,1.0,2.0,1,7,7,9,0.0
16887,5e7d9f76,0,20,11,9.0,3.0,5.0,3,11,0,20,0.0
16889,5e866083,0,12,20,10.0,2.0,7.0,1,20,20,12,1.0
16897,5e92d4f3,0,22,0,10.0,5.0,7.0,1,0,0,22,0.0
16904,5e9d684a,0,124,59,34.0,11.0,20.0,14,59,7,124,0.0
16943,5eece5cd,0,82,23,58.0,18.0,31.0,14,23,0,82,0.0
16961,5ef611ac,0,66,85,17.0,10.0,13.0,9,85,8,66,1.0
17020,5f50a07c,0,4,12,1.0,1.0,1.0,1,12,12,4,0.0
17033,5f63967f,0,35,45,14.0,11.0,12.0,5,45,17,35,1.0
17065,5f802adb,0,71,13,22.0,4.0,13.0,4,13,1,71,1.0
17082,5f9ccb0a,0,20,8,7.0,2.0,3.0,4,8,1,20,0.0
17101,5fc6f016,0,76,2,37.0,6.0,22.0,4,2,0,76,1.0
17136,5ffaf0d0,1,25,45,16.0,2.0,8.0,3,1,1,123,1.0
17148,60170eb3,0,12,14,3.0,1.0,3.0,1,14,14,12,0.0
17159,6029d3c7,1,46,10,20.0,2.0,8.0,6,9,2,73,0.0
17220,60873a5c,0,74,37,60.0,7.0,39.0,6,37,13,74,0.0
17223,6089561e,0,5,15,1.0,1.0,1.0,1,15,15,5,0.0
17305,611c1004,0,3,6,0.0,0.0,0.0,1,6,6,3,0.0
17338,615327ed,0,9,1,3.0,2.0,2.0,1,1,1,9,0.0
17361,617900b5,0,64,67,10.0,6.0,7.0,9,67,1,64,0.0
17377,6192ea5a,0,29,134,16.0,7.0,13.0,3,134,1,29,1.0
17427,61e1b1c3,0,123,73,42.0,8.0,24.0,16,73,9,123,1.0
17463,62183629,0,6,7,2.0,1.0,2.0,1,7,7,6,0.0
17502,625267e1,0,10,104,2.0,2.0,2.0,1,104,104,10,1.0
17523,6278634e,1,36,28,22.0,19.0,19.0,4,24,23,90,1.0
17528,62804169,0,15,13,7.0,2.0,4.0,3,13,5,15,0.0
17551,629d415f,0,4,6,1.0,1.0,1.0,1,6,6,4,0.0
17552,629e1a6e,0,115,22,57.0,13.0,34.0,7,22,0,115,1.0
17555,62a1ecd8,0,12,6,7.0,1.0,6.0,1,6,6,12,0.0
17592,62cf35c3,0,53,11,36.0,3.0,11.0,6,11,1,53,0.0
17614,62fa69b0,0,33,26,20.0,4.0,17.0,3,26,12,33,1.0
17619,62fd621d,0,21,2,4.0,1.0,3.0,1,2,2,21,0.0
17632,6309f8fe,0,3,52,0.0,0.0,0.0,1,52,52,3,1.0
17643,631bde14,0,3,120,0.0,0.0,0.0,1,120,120,3,1.0
17646,631e53a5,0,55,14,33.0,7.0,16.0,6,14,2,55,0.0
17656,632357f2,0,16,67,10.0,3.0,8.0,1,67,67,16,1.0
17663,632e9b7b,0,6,79,3.0,1.0,1.0,2,79,77,6,1.0
17669,6333a9ac,1,2,6,0.0,0.0,0.0,10,0,0,226,0.0
17708,636bcdaf,0,51,47,13.0,4.0,6.0,2,47,10,51,1.0
17809,640bf5a3,0,106,1,99.0,23.0,60.0,4,1,0,106,0.0
17843,643784b6,1,2,0,1.0,1.0,1.0,1,0,0,3,1.0
17861,64605d1d,0,20,8,5.0,1.0,3.0,3,8,2,20,0.0
17873,646e5107,0,13,0,4.0,1.0,3.0,1,0,0,13,1.0
17874,646feb01,0,451,104,356.0,31.0,174.0,26,104,7,451,1.0
17898,6490af1a,2,251,90,168.0,31.0,108.0,39,72,10,461,1.0
17916,64a3c2f6,0,40,64,13.0,6.0,9.0,7,64,0,40,1.0
17996,6518264a,0,184,34,165.0,18.0,72.0,8,34,4,184,1.0
18048,655b60cd,0,13,1,6.0,2.0,4.0,1,1,1,13,1.0
18061,65693045,0,6,1,2.0,1.0,1.0,1,1,1,6,0.0
18066,656d3683,0,71,11,18.0,8.0,11.0,2,11,10,71,0.0
18070,657592da,0,138,8,113.0,14.0,47.0,2,8,2,138,1.0
18088,65885b71,0,172,52,119.0,12.0,39.0,10,52,4,172,1.0
18164,65f8d9ca,0,331,22,233.0,13.0,83.0,9,22,16,331,0.0
18190,6619d0b0,0,4,3,1.0,1.0,1.0,1,3,3,4,0.0
18232,664afc83,0,83,74,22.0,8.0,15.0,8,74,0,83,1.0
18300,66a9bff6,2,227,21,157.0,24.0,87.0,21,12,7,741,1.0
18307,66aefb4c,0,4,9,1.0,1.0,1.0,1,9,9,4,0.0
18366,670b228e,0,22,26,5.0,1.0,4.0,6,26,17,22,0.0
18367,670bf5e1,0,80,1,35.0,6.0,16.0,4,1,0,80,1.0
18419,675a531e,0,242,134,159.0,16.0,75.0,25,134,13,242,1.0
18425,676542b3,0,71,18,32.0,4.0,17.0,4,18,11,71,0.0
18430,676e13ba,0,17,1,10.0,4.0,9.0,1,1,1,17,1.0
18440,677b4089,0,8,4,1.0,1.0,1.0,1,4,4,8,1.0
18474,67b304cc,0,12,3,4.0,2.0,3.0,1,3,3,12,0.0
18536,6805c0ac,0,3,36,1.0,1.0,1.0,1,36,36,3,1.0
18553,681c5689,0,139,11,110.0,23.0,64.0,15,11,2,139,1.0
18618,6875f643,0,33,14,11.0,4.0,7.0,8,14,0,33,1.0
18619,687a1e38,0,62,0,20.0,11.0,16.0,1,0,0,62,1.0
18649,68ab665e,0,50,38,13.0,5.0,11.0,4,38,16,50,1.0
18667,68bf3c47,1,68,136,23.0,5.0,12.0,22,69,4,179,1.0
18671,68c43519,0,3,140,0.0,0.0,0.0,1,140,140,3,1.0
18707,68f60fb9,0,22,14,12.0,2.0,10.0,2,14,13,22,1.0
18708,68f6e261,0,3,8,1.0,1.0,1.0,1,8,8,3,1.0
18718,69031fc2,0,4,12,1.0,1.0,1.0,1,12,12,4,0.0
18722,69065eda,0,6,0,3.0,1.0,2.0,1,0,0,6,0.0
18763,6955042b,0,44,2,9.0,4.0,6.0,3,2,0,44,1.0
18772,695da97e,1,39,86,1.0,1.0,1.0,28,76,56,253,0.0
18800,69968276,0,23,3,7.0,1.0,5.0,2,3,2,23,0.0
18859,69de5c37,3,28,43,13.0,5.0,12.0,6,23,16,108,1.0
18865,69e942e5,0,120,92,51.0,16.0,27.0,16,92,8,120,1.0
18871,69f54c01,0,31,19,10.0,3.0,7.0,3,19,8,31,0.0
18882,6a08a60c,0,125,87,40.0,11.0,27.0,17,87,0,125,1.0
18883,6a08e7c4,0,53,58,32.0,4.0,25.0,3,58,0,53,1.0
18933,6a46f3f3,0,26,40,8.0,4.0,5.0,6,40,7,26,0.0
18951,6a5c83db,0,85,0,64.0,8.0,28.0,2,0,0,85,1.0
18957,6a685248,0,5,14,2.0,1.0,1.0,1,14,14,5,0.0
18961,6a6c639c,1,18,81,14.0,1.0,8.0,5,79,78,88,1.0
18963,6a733bad,0,13,6,7.0,3.0,5.0,2,6,3,13,1.0
18990,6a91ec37,0,58,12,39.0,5.0,13.0,3,12,0,58,1.0
19041,6acdd100,0,8,8,6.0,3.0,5.0,1,8,8,8,0.0
19051,6ade5d5b,0,139,79,87.0,15.0,48.0,13,79,1,139,1.0
19055,6ae31da8,0,43,8,21.0,5.0,14.0,6,8,2,43,0.0
19066,6af365ce,0,20,11,5.0,3.0,4.0,1,11,11,20,0.0
19138,6b710e89,0,21,2,12.0,3.0,8.0,1,2,2,21,1.0
19144,6b7d1933,0,69,58,42.0,6.0,25.0,6,58,6,69,1.0
19160,6b90483e,0,5,2,1.0,1.0,1.0,1,2,2,5,0.0
19169,6b99f579,0,5,2,3.0,2.0,3.0,1,2,2,5,1.0
19176,6ba22e07,0,4,6,1.0,1.0,1.0,1,6,6,4,0.0
19182,6ba730a8,0,12,36,4.0,1.0,1.0,1,36,36,12,1.0
19191,6bafd07a,0,36,94,22.0,4.0,13.0,3,94,4,36,0.0
19257,6c129dac,0,8,16,2.0,1.0,2.0,1,16,16,9,0.0
19266,6c1b4ecc,1,16,6,9.0,3.0,8.0,2,6,5,24,0.0
19291,6c44f42c,0,7,11,2.0,1.0,1.0,1,11,11,7,0.0
19302,6c55de42,0,66,2,44.0,5.0,26.0,2,2,1,66,1.0
19313,6c67de3e,0,46,149,27.0,14.0,19.0,4,149,68,46,1.0
19332,6c89cbfb,0,237,95,60.0,24.0,39.0,15,95,3,237,1.0
19358,6caf649a,0,116,19,60.0,8.0,25.0,5,19,8,116,0.0
19399,6cefa829,0,11,92,2.0,1.0,1.0,2,92,73,11,1.0
19400,6cf2d02a,0,37,27,13.0,3.0,11.0,6,27,5,37,1.0
19407,6cfd9cf2,1,76,12,17.0,11.0,16.0,19,10,0,146,0.0
19418,6d06e7d0,0,122,41,66.0,11.0,33.0,9,41,6,122,1.0
19420,6d079d8a,0,6,20,3.0,2.0,3.0,1,20,20,6,1.0
19422,6d09df57,0,3,12,0.0,0.0,0.0,1,12,12,3,0.0
19481,6d654333,0,29,2,7.0,4.0,4.0,3,2,1,29,1.0
19521,6da13513,0,2,65,0.0,0.0,0.0,1,65,65,2,1.0
19527,6daa6b33,0,4,3,0.0,0.0,0.0,1,3,3,4,1.0
19542,6dc00c15,0,35,25,27.0,14.0,17.0,1,25,25,35,0.0
19557,6dd34cef,0,58,6,12.0,6.0,9.0,5,6,4,58,0.0
19559,6dd3ff4a,0,11,9,5.0,2.0,5.0,1,9,9,11,0.0
19589,6e02e77f,0,12,15,0.0,0.0,0.0,2,15,15,12,0.0
19636,6e41e5e3,0,96,0,67.0,11.0,48.0,2,0,0,96,1.0
19651,6e558c28,0,139,87,76.0,17.0,39.0,26,87,0,139,1.0
19689,6e968b6e,0,96,64,68.0,6.0,33.0,3,64,3,96,0.0
19697,6eaaab36,0,16,6,10.0,7.0,8.0,1,6,6,16,1.0
19707,6ebeef70,0,27,10,13.0,2.0,8.0,3,10,10,27,0.0
19713,6ec44564,0,90,2,25.0,6.0,18.0,3,2,0,90,1.0
19761,6f147d6d,0,7,22,1.0,1.0,1.0,1,22,22,7,1.0
19790,6f36597d,0,43,4,5.0,1.0,3.0,9,4,0,43,0.0
19795,6f3842e6,0,87,57,59.0,12.0,45.0,13,57,11,87,0.0
19801,6f3ac59d,0,41,20,11.0,9.0,10.0,7,20,12,41,1.0
19858,6f866dc9,0,6,89,2.0,1.0,1.0,2,89,85,6,0.0
19861,6f9194ad,0,42,27,27.0,2.0,15.0,4,27,19,42,1.0
19892,6fbbddb6,0,4,9,2.0,1.0,2.0,1,9,9,4,1.0
19914,6fdda6b5,0,87,85,56.0,2.0,16.0,12,85,0,87,1.0
19921,6ff13877,0,14,12,2.0,2.0,2.0,1,12,12,14,0.0
19933,70195c0d,0,4,13,1.0,1.0,1.0,1,13,13,4,0.0
19984,70765d26,0,54,41,42.0,5.0,14.0,5,41,8,54,1.0
19985,70782025,0,4,98,1.0,1.0,1.0,1,98,98,4,1.0
19986,707851e1,0,36,12,21.0,4.0,12.0,3,12,10,36,0.0
20009,709473a3,0,14,98,5.0,5.0,5.0,1,98,98,14,1.0
20015,7096af78,2,26,115,4.0,4.0,4.0,14,51,29,66,1.0
20019,709f8e2f,0,12,1,1.0,1.0,1.0,1,1,1,12,1.0
20020,70a00423,0,6,22,0.0,0.0,0.0,1,22,22,6,1.0
20056,70d35a5b,0,6,1,1.0,1.0,1.0,1,1,1,6,0.0
20096,71185898,0,33,11,7.0,3.0,5.0,3,11,10,33,0.0
20111,7135155f,0,20,33,1.0,1.0,1.0,3,33,33,20,0.0
20121,715322d1,0,82,82,47.0,6.0,26.0,9,82,0,82,0.0
20124,715763d4,0,14,8,7.0,3.0,6.0,2,8,7,14,0.0
20145,717cabb5,0,5,1,0.0,0.0,0.0,1,1,1,5,0.0
20146,717d331a,0,12,4,4.0,2.0,4.0,1,4,4,12,0.0
20166,7196cedf,0,22,14,6.0,3.0,6.0,2,14,5,22,0.0
20293,72526564,0,7,0,4.0,1.0,2.0,2,0,0,7,1.0
20319,72710673,0,12,8,3.0,2.0,2.0,2,8,5,12,0.0
20339,72933135,0,63,2,43.0,11.0,24.0,3,2,1,63,1.0
20380,72e18b22,0,3,83,1.0,1.0,1.0,1,83,83,3,1.0
20435,7348dca1,0,24,16,9.0,1.0,4.0,2,16,14,24,0.0
20474,73827ee1,0,3,9,0.0,0.0,0.0,1,9,9,3,1.0
20600,7435c176,0,88,1,82.0,16.0,45.0,1,1,1,88,1.0
20624,7463feed,0,58,7,35.0,12.0,25.0,3,7,3,58,0.0
20632,746b7c16,0,9,0,2.0,2.0,2.0,1,0,0,9,0.0
20662,74a1f078,0,16,9,9.0,2.0,8.0,2,9,2,16,0.0
20665,74a29ffb,1,21,75,0.0,0.0,0.0,8,65,51,66,1.0
20727,7505a41d,0,21,0,4.0,3.0,3.0,1,0,0,22,1.0
20729,7508b51c,0,237,131,144.0,37.0,93.0,22,131,6,237,1.0
20771,75350cef,1,132,84,42.0,15.0,27.0,17,84,2,139,1.0
20828,7578376f,0,61,11,32.0,13.0,23.0,3,11,5,61,0.0
20850,75a47696,0,7,14,2.0,1.0,2.0,2,14,0,7,0.0
20875,75cb351f,0,9,15,2.0,2.0,2.0,2,15,7,9,1.0
20878,75cd889c,0,71,8,27.0,12.0,16.0,4,8,0,71,0.0
20924,761c99f7,0,39,25,23.0,2.0,12.0,7,25,3,39,1.0
20927,7620bfce,0,4,2,1.0,1.0,1.0,1,2,2,4,0.0
20964,765fe572,0,11,0,5.0,2.0,4.0,1,0,0,11,0.0
20985,76712d3f,4,54,51,15.0,2.0,3.0,38,13,0,440,1.0
20997,768ba47a,2,10,85,1.0,1.0,1.0,43,6,1,248,0.0
21036,76bceb34,0,36,85,12.0,6.0,10.0,7,85,3,36,0.0
21056,76e43753,0,15,15,5.0,2.0,4.0,1,15,15,15,0.0
21108,772cfaf8,0,20,2,7.0,1.0,5.0,2,2,1,20,1.0
21125,774a6670,0,76,12,18.0,9.0,12.0,3,12,12,76,0.0
21146,77661a82,0,63,13,15.0,10.0,11.0,1,13,13,63,0.0
21159,777257c8,0,11,1,3.0,2.0,2.0,1,1,1,11,0.0
21172,778124c5,0,7,1,4.0,2.0,4.0,1,1,1,7,0.0
21176,778759f0,0,39,8,6.0,5.0,6.0,6,8,0,39,0.0
21185,77959ec8,0,39,0,26.0,3.0,12.0,1,0,0,39,1.0
21209,77b92dd1,0,28,91,6.0,3.0,5.0,3,91,84,28,1.0
21217,77c002d3,0,53,40,40.0,5.0,25.0,4,40,14,53,0.0
21253,77edab49,0,5,13,2.0,1.0,1.0,1,13,13,5,0.0
21270,78083911,0,144,28,66.0,7.0,23.0,12,28,0,144,1.0
21274,780bad52,0,60,18,32.0,4.0,20.0,4,18,2,60,1.0
21286,78268336,0,10,38,3.0,2.0,3.0,2,38,37,10,1.0
21302,783de2c0,1,3,78,0.0,0.0,0.0,2,78,78,15,1.0
21339,786abc81,0,3,17,1.0,1.0,1.0,1,17,17,3,0.0
21373,78a17666,0,157,122,94.0,15.0,30.0,6,122,2,157,1.0
21384,78bac15f,0,86,3,13.0,4.0,7.0,5,3,2,86,1.0
21385,78bb7987,0,4,9,1.0,1.0,1.0,1,9,9,4,0.0
21398,78c4ca18,0,38,25,13.0,6.0,7.0,2,25,13,38,1.0
21414,78e0f22e,1,8,13,2.0,1.0,2.0,3,13,9,16,0.0
21481,7952b29a,0,113,5,94.0,6.0,30.0,5,5,0,113,0.0
21496,79731264,0,42,43,20.0,5.0,14.0,6,43,0,42,1.0
21526,799bc714,0,26,8,7.0,3.0,5.0,1,8,8,26,1.0
21563,79cf41b6,0,11,1,6.0,2.0,4.0,1,1,1,11,0.0
21580,79e78de4,0,8,16,2.0,1.0,1.0,1,16,16,8,0.0
21607,7a1b40b7,0,25,2,13.0,2.0,9.0,1,2,2,25,0.0
21612,7a21d694,0,3,1,0.0,0.0,0.0,1,1,1,3,1.0
21618,7a2aac5e,0,36,20,19.0,5.0,10.0,3,20,14,36,0.0
21636,7a45ead2,0,26,19,10.0,4.0,9.0,2,19,11,26,0.0
21639,7a472832,2,52,22,49.0,4.0,23.0,9,2,0,173,1.0
21701,7a9d2176,0,4,12,1.0,1.0,1.0,1,12,12,4,0.0
21715,7ab61068,0,18,15,8.0,2.0,5.0,3,15,12,18,0.0
21739,7ae0a272,0,12,28,5.0,3.0,5.0,2,28,23,12,1.0
21753,7aefd3ac,0,20,0,15.0,1.0,8.0,1,0,0,20,0.0
21758,7af8b75b,0,29,2,21.0,12.0,19.0,1,2,2,29,1.0
21765,7afccb61,4,34,62,13.0,4.0,9.0,7,27,2,119,1.0
21781,7b0d2905,0,77,42,19.0,4.0,12.0,3,42,3,77,0.0
21789,7b18aac3,0,100,17,65.0,8.0,26.0,3,17,0,100,1.0
21800,7b2c4be3,0,4,111,0.0,0.0,0.0,1,111,111,4,0.0
21804,7b2f335b,1,124,77,72.0,16.0,41.0,63,21,1,597,1.0
21814,7b4adf9a,0,51,113,23.0,8.0,13.0,6,113,83,51,1.0
21822,7b5c29b0,0,4,142,1.0,1.0,1.0,1,142,142,4,1.0
21826,7b688000,0,1,11,0.0,0.0,0.0,1,11,11,1,0.0
21843,7b79f003,0,24,94,14.0,5.0,11.0,2,94,51,24,1.0
21855,7b8b9255,0,4,2,1.0,1.0,1.0,1,2,2,4,0.0
21866,7b94a312,0,122,9,69.0,5.0,39.0,3,9,8,122,0.0
21908,7bd31d8f,0,31,11,25.0,5.0,17.0,2,11,3,31,0.0
21943,7c026bec,0,54,15,27.0,6.0,12.0,1,15,15,54,0.0
21945,7c05b314,0,87,88,35.0,13.0,22.0,15,88,1,87,1.0
21964,7c1b460f,0,54,11,43.0,11.0,29.0,1,11,11,54,1.0
21987,7c38d9c2,0,13,114,5.0,4.0,4.0,3,114,0,13,0.0
22000,7c4c621b,0,52,6,10.0,2.0,4.0,5,6,1,52,0.0
22037,7c8da037,0,32,9,16.0,3.0,11.0,3,9,2,32,1.0
22050,7ca799db,0,151,26,58.0,19.0,30.0,12,26,0,151,0.0
22054,7cab12a1,1,2,14,0.0,0.0,0.0,2,7,7,19,0.0
22066,7cbcd096,2,1,29,0.0,0.0,0.0,21,1,1,313,0.0
22087,7ce47af9,0,115,9,104.0,13.0,51.0,3,9,6,115,0.0
22092,7ce93396,0,15,5,7.0,1.0,2.0,5,5,0,15,0.0
22093,7ceb634e,0,396,19,318.0,11.0,76.0,7,19,16,396,0.0
22124,7d128cf2,0,62,6,10.0,4.0,5.0,11,6,0,62,1.0
22162,7d57c23f,0,67,102,39.0,2.0,16.0,8,102,11,67,1.0
22208,7d94ea7e,0,60,22,39.0,7.0,20.0,2,22,7,60,1.0
22230,7db4883a,0,21,66,9.0,4.0,9.0,4,66,6,21,1.0
22251,7de2913a,0,11,1,4.0,2.0,3.0,1,1,1,11,0.0
22261,7df31b5b,0,5,14,0.0,0.0,0.0,1,14,14,5,1.0
22332,7e53ddd3,0,28,14,15.0,3.0,6.0,3,14,14,28,0.0
22333,7e55c09f,0,27,2,21.0,2.0,8.0,1,2,2,27,0.0
22363,7e8418b7,0,39,15,26.0,2.0,11.0,3,15,13,39,0.0
22411,7edbeaca,0,77,0,53.0,30.0,43.0,3,0,0,77,1.0
22413,7ee0d973,0,36,13,17.0,5.0,11.0,2,13,13,36,0.0
22447,7f09398f,2,378,68,152.0,33.0,67.0,68,12,0,701,1.0
22471,7f295781,0,54,135,14.0,6.0,11.0,5,135,76,54,0.0
22484,7f3d37dd,0,18,15,10.0,4.0,8.0,3,15,12,18,1.0
22563,7fbaf8e8,0,128,118,68.0,4.0,27.0,24,118,78,128,1.0
22582,7fd3c1bd,0,11,4,3.0,1.0,2.0,2,4,4,11,0.0
22682,8079d68b,0,4,7,1.0,1.0,1.0,1,7,7,4,1.0
22690,80885888,0,38,2,28.0,3.0,14.0,1,2,2,38,0.0
22709,80a77cde,0,198,63,133.0,19.0,60.0,43,63,8,198,1.0
22714,80b09d78,0,73,43,27.0,9.0,22.0,6,43,0,73,1.0
22746,80de1e87,0,9,2,2.0,1.0,2.0,2,2,0,9,0.0
22796,8123457d,0,25,68,9.0,6.0,9.0,3,68,1,25,1.0
22820,814aaa2e,0,3,7,0.0,0.0,0.0,1,7,7,3,0.0
22835,815cf4a2,1,9,43,4.0,2.0,4.0,4,14,1,19,0.0
22849,817b93b8,0,14,2,1.0,1.0,1.0,1,2,1,14,1.0
22864,8186a6c1,4,3,91,1.0,1.0,1.0,29,3,3,255,1.0
22942,821c4c44,2,42,44,9.0,3.0,7.0,25,26,9,300,0.0
22957,82336cb3,0,38,9,29.0,8.0,22.0,1,9,9,39,1.0
22961,823ab85b,0,27,69,12.0,7.0,9.0,2,69,0,27,1.0
22994,827725fb,0,67,9,46.0,4.0,16.0,3,9,4,67,0.0
23014,829da033,1,6,6,4.0,1.0,2.0,2,6,5,15,0.0
23060,82e8eec7,1,18,8,12.0,2.0,7.0,4,8,1,48,0.0
23102,8335bb90,0,82,17,60.0,8.0,31.0,6,17,1,82,1.0
23116,834ac84a,0,9,11,4.0,1.0,3.0,1,11,11,9,0.0
23130,835bac7e,0,4,13,1.0,1.0,1.0,1,13,13,4,0.0
23138,83643f30,0,5,80,0.0,0.0,0.0,1,80,80,5,1.0
23167,8396b4c5,0,110,122,40.0,14.0,19.0,19,122,40,110,1.0
23175,83a51f0b,2,16,47,3.0,1.0,3.0,4,0,0,38,0.0
23187,83bb2387,0,18,11,8.0,1.0,3.0,1,11,11,18,0.0
23196,83c81e8c,0,85,1,48.0,14.0,28.0,3,1,0,85,0.0
23203,83ccd504,0,2,13,0.0,0.0,0.0,1,13,13,2,0.0
23214,83ddb0e4,0,10,138,3.0,2.0,2.0,2,138,135,10,1.0
23296,846ee151,1,270,133,87.0,9.0,45.0,51,62,0,490,1.0
23298,846fde56,0,833,76,220.0,33.0,91.0,46,76,14,833,1.0
23337,84a00842,0,18,10,11.0,1.0,4.0,2,10,10,18,0.0
23344,84a46ab1,0,2,8,0.0,0.0,0.0,1,8,8,2,0.0
23345,84a72037,0,145,12,92.0,17.0,37.0,23,12,1,145,1.0
23397,84e4eaa9,0,30,10,19.0,2.0,11.0,1,10,10,30,0.0
23402,84ed5dd6,0,97,11,33.0,7.0,16.0,5,11,0,97,1.0
23404,84efc21a,0,78,1,27.0,14.0,17.0,7,1,0,78,0.0
23424,8517f208,3,60,16,37.0,10.0,24.0,7,15,2,143,1.0
23442,852bb937,0,170,30,66.0,6.0,24.0,11,30,0,170,0.0
23461,854e8925,0,9,0,6.0,4.0,5.0,2,0,0,9,0.0
23497,857a421e,0,29,8,26.0,4.0,11.0,1,8,8,29,0.0
23553,85cb8723,0,20,1,10.0,3.0,6.0,1,1,1,20,1.0
23613,86192d24,0,35,13,14.0,7.0,10.0,2,13,2,35,1.0
23654,86659b55,0,7,11,1.0,1.0,1.0,1,11,11,7,0.0
23689,86879d0f,0,81,62,34.0,8.0,19.0,5,62,12,81,1.0
23712,86a7f593,0,49,13,14.0,4.0,10.0,4,13,5,49,0.0
23719,86afedf0,1,2,148,0.0,0.0,0.0,3,143,142,11,1.0
23727,86b5fbdc,0,37,28,21.0,7.0,13.0,4,28,3,37,0.0
23739,86ca6e25,0,34,14,8.0,3.0,8.0,5,14,5,34,0.0
23743,86cf9dd1,0,3,14,0.0,0.0,0.0,1,14,14,3,0.0
23777,870a6856,0,120,68,25.0,6.0,14.0,22,68,17,120,1.0
23793,8719fe4b,0,81,23,30.0,12.0,16.0,8,23,8,81,0.0
23821,8737662e,0,65,3,53.0,14.0,42.0,3,3,0,65,1.0
23829,873e1e8a,0,141,43,102.0,16.0,66.0,7,43,10,141,1.0
23832,87483c8f,0,44,17,24.0,3.0,14.0,4,17,2,44,0.0
23833,87488972,0,169,111,100.0,8.0,44.0,29,111,1,169,0.0
23834,8748918d,0,24,7,16.0,5.0,13.0,2,7,3,24,0.0
23835,874925e0,0,6,18,2.0,2.0,2.0,1,18,18,6,1.0
23856,875d6727,0,89,0,58.0,7.0,23.0,4,0,0,89,1.0
23860,876b1d6f,0,8,2,2.0,1.0,1.0,1,2,2,8,0.0
23864,87777756,0,6,6,2.0,2.0,2.0,1,6,6,6,0.0
23936,87fabee6,0,130,20,64.0,9.0,30.0,10,20,7,130,1.0
24026,887e49e2,0,35,14,8.0,2.0,5.0,2,14,4,35,0.0
24102,88ae7a98,3,137,22,66.0,23.0,42.0,11,22,0,168,1.0
24115,88c1e0f3,0,70,51,42.0,18.0,30.0,4,51,30,70,1.0
24117,88c42a3e,0,2,16,0.0,0.0,0.0,1,16,16,2,0.0
24128,88da94b8,0,136,65,92.0,15.0,44.0,11,65,0,136,1.0
24151,88f257b6,0,14,16,9.0,1.0,3.0,1,16,16,14,0.0
24180,8914d100,0,65,6,38.0,9.0,22.0,6,6,1,65,1.0
24210,89453867,0,8,10,2.0,1.0,1.0,1,10,10,8,0.0
24221,895c09ad,0,3,76,1.0,1.0,1.0,1,76,76,3,1.0
24251,8988a209,0,5,0,0.0,0.0,0.0,1,0,0,5,1.0
24257,8998ed39,0,21,51,5.0,2.0,5.0,2,51,45,21,0.0
24268,89a518e2,0,40,1,16.0,5.0,10.0,3,1,0,40,1.0
24270,89a92bf8,0,57,62,6.0,5.0,6.0,6,62,44,57,1.0
24285,89c09407,0,29,9,15.0,3.0,11.0,2,9,1,29,1.0
24298,89cfcd8e,0,21,34,4.0,2.0,3.0,7,34,6,21,0.0
24330,89f61b27,0,11,14,4.0,1.0,4.0,1,14,14,11,0.0
24355,8a1dfd65,0,11,56,5.0,1.0,3.0,1,56,56,11,1.0
24363,8a21818c,0,73,146,21.0,8.0,16.0,15,146,0,73,0.0
24436,8a8cb4b9,0,18,3,4.0,2.0,3.0,1,3,3,18,0.0
24460,8abb10fb,0,114,21,78.0,10.0,39.0,4,21,8,114,1.0
24495,8af11dbc,3,89,150,60.0,11.0,34.0,41,83,67,706,1.0
