,person,#Camino,#pasos_antes_comprar,primera_actividad,modelos_vistos,modelos_distintos,sku_distintos,cantidad_sesiones,promedio_sesiones_sec,#act_ult30dias,primera_actividad_ultimo_paso,ultima_actividad,# Actividades,label
13294,4aeb5dda,0,98,146,38.0,6.0,29.0,13,54.0,7.0,146,28,98,1.0
13314,4b0d4a9b,0,133,86,70.0,24.0,54.0,17,248.00000000000003,0.0,86,58,133,1.0
13363,4b3d0b89,0,12,7,5.0,1.0,2.0,2,268.0,12.0,7,7,12,0.0
13367,4b41c1bd,0,75,45,31.0,7.0,14.0,13,280.0,63.0,45,0,75,0.0
13369,4b441c66,1,1,14,0.0,0.0,0.0,7,910.0,206.0,0,0,206,0.0
13438,4ba571a1,0,12,30,4.0,3.0,4.0,4,0.0,12.0,30,2,12,1.0
13446,4bae4968,0,6,7,2.0,1.0,2.0,1,62.00000000000001,6.0,7,7,6,0.0
13494,4bef1381,0,4,1,1.0,1.0,1.0,1,8.0,4.0,1,1,4,0.0
13499,4bf8e237,0,57,2,36.0,8.0,24.0,4,558.0,57.0,2,1,57,1.0
13506,4c002b61,0,17,46,6.0,4.0,6.0,2,842.0,0.0,46,46,17,1.0
13525,4c196c48,0,30,37,16.0,3.0,7.0,1,1279.0,0.0,37,37,30,1.0
13599,4c81d88f,0,6,7,2.0,1.0,2.0,1,373.0,7.0,7,7,7,0.0
13629,4cad42fd,0,14,13,1.0,1.0,1.0,2,110.0,14.0,13,13,14,1.0
13677,4cf80018,0,27,137,6.0,3.0,6.0,6,163.0,3.0,137,4,27,1.0
13694,4d149696,0,277,65,235.0,10.0,101.0,12,304.0,35.0,65,12,277,1.0
13715,4d2f1297,0,24,0,18.0,7.0,15.0,3,142.0,24.0,0,0,24,1.0
13747,4d6218c3,0,13,11,6.0,1.0,3.0,1,1717.0,13.0,11,11,13,0.0
13748,4d6695e3,0,28,119,12.0,4.0,11.0,4,101.0,14.0,119,13,28,1.0
13753,4d66ba19,4,0,25,0.0,0.0,0.0,9,784.0,83.0,16,16,83,0.0
13759,4d75ed20,0,21,14,9.0,3.0,6.0,1,917.0000000000001,21.0,14,14,21,0.0
13827,4dd513b3,2,204,90,61.0,17.0,36.0,36,679.0,103.0,84,1,378,1.0
13842,4de2479a,2,9,91,4.0,3.0,4.0,10,625.0,50.0,2,2,122,1.0
13880,4e0ec1c8,0,123,129,56.0,18.0,34.0,6,651.0,86.0,129,1,123,0.0
13912,4e4513a2,0,128,8,48.0,10.0,17.0,11,744.0,128.0,8,1,128,0.0
13919,4e54661e,0,4,8,1.0,1.0,1.0,1,10.0,4.0,8,8,4,0.0
13929,4e560208,7,22,142,13.0,5.0,11.0,22,825.0,51.0,16,1,185,1.0
13939,4e5b7c90,0,21,14,10.0,2.0,6.0,2,194.0,21.0,14,4,21,0.0
13946,4e64394b,0,70,12,54.0,4.0,15.0,4,506.00000000000006,70.0,12,3,70,1.0
13971,4e8103d8,0,66,13,36.0,6.0,13.0,6,248.00000000000003,66.0,13,9,66,1.0
13983,4e949fde,0,18,34,7.0,3.0,4.0,2,576.0,9.0,34,3,18,1.0
13984,4e95450f,0,65,1,55.0,6.0,27.0,2,352.0,65.0,1,1,65,0.0
14001,4ead4504,0,95,0,40.0,8.0,21.0,2,2228.0,95.0,0,0,95,1.0
14015,4ebb61f8,0,57,78,24.0,4.0,20.0,12,388.0,0.0,78,55,57,1.0
14043,4ee533ee,0,89,34,16.0,11.0,13.0,6,163.0,12.0,34,19,89,1.0
14047,4eec4b16,0,15,10,9.0,5.0,6.0,2,254.00000000000003,15.0,10,9,15,1.0
14080,4f2f543f,0,42,0,17.0,9.0,13.0,1,2049.0,42.0,0,0,42,0.0
14184,4fda7917,0,19,16,10.0,3.0,6.0,1,2301.0,19.0,16,16,19,0.0
14195,4fe68a28,1,24,0,4.0,2.0,4.0,2,435.0,25.0,0,0,25,1.0
14212,4fedb9fe,0,16,3,8.0,3.0,6.0,1,1010.0000000000001,16.0,3,3,16,0.0
14269,50367875,0,53,10,41.0,15.0,24.0,2,719.0,53.0,10,9,53,1.0
14428,505a0310,0,28,5,21.0,8.0,18.0,1,1089.0,28.0,5,5,28,1.0
14429,505b39f3,0,6,0,3.0,1.0,1.0,2,489.00000000000006,7.0,0,0,7,1.0
14494,50af2bda,1,127,40,102.0,13.0,60.0,17,595.0,59.0,37,15,305,0.0
14496,50b05ed8,0,6,81,1.0,1.0,1.0,2,2.0,3.0,81,5,6,0.0
14506,50b83820,0,77,34,36.0,10.0,24.0,7,532.0,74.0,34,0,77,0.0
14508,50b9e94c,0,7,1,4.0,1.0,3.0,1,342.0,7.0,1,1,7,1.0
14529,50e1a20d,1,1,1,0.0,0.0,0.0,2,1880.0000000000002,17.0,1,1,17,0.0
14559,51085938,0,11,15,4.0,1.0,3.0,2,237.00000000000003,11.0,15,14,11,1.0
14581,511fcaa8,0,19,0,7.0,3.0,6.0,1,569.0,19.0,0,0,19,0.0
14654,519da79d,0,38,8,27.0,6.0,22.0,3,269.0,38.0,8,3,38,1.0
14665,51afbb28,0,23,15,12.0,2.0,4.0,1,2113.0,23.0,15,15,23,0.0
14667,51b12f3b,1,4,19,2.0,1.0,2.0,5,1527.0,101.0,15,14,101,0.0
14679,51b84636,0,23,1,1.0,1.0,1.0,4,630.0,23.0,1,0,23,0.0
14685,51c17c47,0,11,1,5.0,1.0,3.0,2,152.0,11.0,1,1,11,0.0
14701,51d9b48c,0,78,16,51.0,7.0,30.0,8,332.0,78.0,16,7,78,0.0
14709,51f81030,0,19,127,5.0,2.0,2.0,5,75.0,0.0,127,111,19,1.0
14713,51fde0cb,0,126,78,83.0,24.0,42.0,9,905.0,70.0,78,11,126,1.0
14769,52463b37,0,17,7,1.0,1.0,1.0,2,564.0,17.0,7,7,17,0.0
14803,5282399d,0,55,21,18.0,4.0,9.0,7,165.0,55.0,21,3,55,0.0
14832,52ac5248,0,118,103,71.0,6.0,36.0,11,294.0,111.0,103,4,118,1.0
14854,52c67e00,1,123,15,91.0,23.0,49.0,15,1098.0,253.0,10,1,253,1.0
14903,53013f62,0,68,8,61.0,10.0,35.0,4,320.0,68.0,8,8,68,0.0
14910,530ab705,0,6,12,2.0,1.0,2.0,1,39.0,6.0,12,12,6,1.0
14974,536fd101,0,3,14,1.0,1.0,1.0,1,1.0,3.0,14,14,3,1.0
14997,538a8b6d,2,112,40,51.0,6.0,22.0,22,488.00000000000006,172.0,28,0,233,0.0
15001,538c3e87,0,57,64,46.0,10.0,20.0,4,640.0,50.0,64,16,57,1.0
15008,539de5e5,0,39,9,9.0,2.0,5.0,3,207.0,39.0,9,6,39,0.0
15017,53a409c8,1,18,63,1.0,1.0,1.0,7,264.0,0.0,63,52,28,1.0
15025,53b0bacd,0,3,26,1.0,1.0,1.0,1,0.0,3.0,26,26,3,0.0
15049,53c85ca4,0,4,6,1.0,1.0,1.0,1,7.0,4.0,6,6,4,0.0
15093,5423f466,0,10,1,3.0,1.0,2.0,2,26.0,10.0,1,1,10,0.0
15099,542cb3ec,1,51,0,8.0,1.0,3.0,2,896.0,52.0,0,0,52,0.0
15107,54358ebe,0,14,0,5.0,1.0,4.0,2,55.0,14.0,0,0,14,0.0
15123,544472be,0,120,14,71.0,12.0,31.0,6,513.0,120.0,14,6,120,1.0
15132,544aaf42,3,15,41,0.0,0.0,0.0,22,715.0,241.0,1,0,251,1.0
15152,54633dbb,0,7,1,2.0,2.0,2.0,2,70.0,7.0,1,1,7,1.0
15165,547419fe,2,13,91,6.0,2.0,5.0,17,615.0,123.0,0,0,372,0.0
15179,54924b41,0,33,74,22.0,8.0,17.0,3,546.0,30.0,74,12,33,0.0
15183,54962f61,1,1,8,0.0,0.0,0.0,1,1078.0,12.0,8,8,12,0.0
15198,54a2de05,0,50,138,14.0,6.0,11.0,11,152.0,0.0,138,94,50,1.0
15200,54a9e8c5,0,8,31,3.0,2.0,3.0,2,18.0,8.0,31,0,8,0.0
15211,54bb7539,0,60,2,47.0,13.0,35.0,5,328.0,60.0,2,1,60,1.0
15246,54fb59e3,0,31,26,11.0,4.0,6.0,6,84.0,31.0,26,5,31,1.0
15262,550add46,0,203,81,93.0,5.0,34.0,17,636.0,177.0,81,1,203,0.0
15290,553b63de,0,24,14,9.0,4.0,6.0,2,1238.0,24.0,14,14,24,0.0
15320,5558396d,3,57,59,13.0,4.0,9.0,100,482.00000000000006,178.0,17,9,679,0.0
15350,55827b4b,0,111,103,80.0,14.0,30.0,6,1279.0,98.0,103,0,111,1.0
15356,5588fa3f,0,9,3,3.0,1.0,2.0,1,68.0,9.0,3,3,9,0.0
15357,55891a41,0,53,14,28.0,6.0,18.0,3,1347.0,53.0,14,12,53,0.0
15378,55a7179e,0,3,41,1.0,1.0,1.0,1,0.0,0.0,41,41,3,1.0
15385,55b732b9,0,7,130,1.0,1.0,1.0,2,1.0,0.0,130,35,7,0.0
15415,55d2cd08,0,3,36,0.0,0.0,0.0,1,0.0,0.0,36,36,3,0.0
15448,56011e68,1,43,76,9.0,4.0,7.0,13,158.0,4.0,75,27,64,1.0
15465,560cc874,0,22,0,11.0,1.0,6.0,2,194.0,22.0,0,0,22,0.0
15484,56286924,0,3,1,1.0,1.0,1.0,1,36.0,3.0,1,1,3,1.0
15485,562929c8,0,551,31,316.0,58.0,166.0,24,616.0,551.0,31,0,551,1.0
15486,562b4a70,0,228,26,105.0,24.0,43.0,24,536.0,228.0,26,3,228,0.0
15495,563c44ce,0,8,1,4.0,1.0,4.0,1,91.0,8.0,1,1,8,0.0
15503,564c3763,0,9,1,3.0,1.0,3.0,2,10.0,9.0,1,1,9,1.0
15557,569b353e,0,2,7,0.0,0.0,0.0,1,1.0,2.0,7,7,2,0.0
15602,56d81633,0,23,12,8.0,4.0,5.0,6,194.0,23.0,12,3,23,0.0
15692,5768416f,0,12,7,3.0,1.0,2.0,1,77.0,12.0,7,7,12,1.0
15721,57837972,0,4,0,1.0,1.0,1.0,1,25.0,4.0,0,0,4,0.0
15731,578cefef,0,137,11,100.0,8.0,46.0,4,1071.0,137.0,11,1,137,1.0
15736,5792deb4,0,52,0,43.0,3.0,19.0,2,1140.0,52.0,0,0,52,1.0
15765,57aeefaa,0,44,17,21.0,3.0,14.0,4,73.0,44.0,17,3,44,0.0
15782,57c78c8a,0,10,10,4.0,1.0,4.0,1,1525.0,10.0,10,10,10,0.0
15804,57eb1cec,0,7,2,2.0,1.0,2.0,1,261.0,7.0,2,2,7,0.0
15806,57ed2cc9,0,160,20,59.0,8.0,32.0,17,431.0,160.0,20,0,160,1.0
15823,580d91b9,0,95,10,82.0,3.0,37.0,2,1517.0,95.0,10,10,95,1.0
15832,581518b6,0,8,10,3.0,3.0,3.0,1,520.0,8.0,10,10,8,1.0
15853,583473ab,0,20,0,4.0,1.0,3.0,2,166.0,20.0,0,0,20,1.0
15864,5847cac8,0,3,74,0.0,0.0,0.0,1,0.0,0.0,74,74,3,1.0
15874,584f5175,3,97,115,45.0,2.0,23.0,116,552.0,810.0,9,0,974,0.0
15895,587ce7f9,1,61,3,6.0,3.0,6.0,18,481.00000000000006,109.0,2,0,109,1.0
15955,58e26c5d,0,168,111,113.0,8.0,64.0,18,224.0,10.0,111,5,168,1.0
15973,58f21eaf,0,16,0,3.0,3.0,3.0,1,131.0,16.0,0,0,16,1.0
15984,59001f04,1,5,21,2.0,2.0,2.0,8,534.0,92.0,13,9,92,0.0
16067,5988298f,0,28,45,9.0,4.0,6.0,5,155.0,6.0,45,5,28,1.0
16088,599e60ec,0,3,9,0.0,0.0,0.0,1,70.0,3.0,9,9,3,1.0
16113,59c2bed3,1,69,86,47.0,11.0,35.0,4,690.0,69.0,0,0,86,1.0
16114,59c318bd,0,279,0,95.0,30.0,56.0,4,2342.0,279.0,0,0,279,1.0
16130,59d92775,0,65,51,32.0,10.0,20.0,8,312.0,42.0,51,9,65,0.0
16174,5a133896,0,45,30,16.0,7.0,9.0,7,100.0,45.0,30,4,45,0.0
16188,5a31db30,0,8,10,1.0,1.0,1.0,2,23.0,8.0,10,10,8,0.0
16229,5a665b50,0,12,146,2.0,2.0,2.0,2,18.0,7.0,146,24,12,0.0
16268,5a9dcd62,0,92,31,48.0,14.0,36.0,6,559.0,92.0,31,16,92,0.0
16313,5afb6ffb,0,52,27,11.0,3.0,5.0,9,330.0,52.0,27,8,52,0.0
16327,5b0f4b0a,0,20,49,12.0,3.0,11.0,2,72.0,3.0,49,6,20,1.0
16332,5b1739cc,0,28,113,14.0,3.0,5.0,4,115.00000000000001,0.0,113,83,28,1.0
16335,5b1bdc77,0,46,11,26.0,8.0,19.0,5,214.0,46.0,11,8,46,0.0
16349,5b30e395,0,16,3,8.0,2.0,8.0,2,168.0,16.0,3,0,16,1.0
16368,5b4ef3df,0,5,0,1.0,1.0,1.0,1,60.00000000000001,5.0,0,0,5,0.0
16370,5b4f7f60,0,20,23,6.0,4.0,5.0,2,316.0,20.0,23,7,20,0.0
16380,5b6054e7,0,43,85,16.0,4.0,9.0,6,397.0,0.0,85,57,43,1.0
16399,5b798748,0,46,40,22.0,4.0,16.0,5,1292.0,25.0,40,3,46,0.0
16412,5b8ca7fe,0,2,9,0.0,0.0,0.0,1,0.0,2.0,9,9,2,0.0
16455,5bd0fa9f,1,110,56,37.0,7.0,16.0,27,167.0,98.0,56,2,119,0.0
16468,5bf217ac,0,9,8,6.0,2.0,4.0,1,151.0,9.0,8,8,9,1.0
16485,5c1b62f6,0,6,10,1.0,1.0,1.0,2,8.0,6.0,10,10,6,0.0
16506,5c2e66a4,0,16,15,4.0,1.0,3.0,1,359.0,16.0,15,15,16,1.0
16550,5c862f3c,0,6,2,1.0,1.0,1.0,2,112.0,6.0,2,1,6,1.0
16563,5c93283f,0,7,4,2.0,1.0,1.0,1,133.0,7.0,4,4,7,0.0
16615,5cd7268d,1,122,52,85.0,14.0,48.0,13,277.0,43.0,48,2,183,0.0
16641,5cf3348a,0,50,50,25.0,7.0,16.0,7,211.0,44.0,50,1,50,0.0
16653,5d0c3446,0,61,91,52.0,12.0,36.0,4,466.00000000000006,58.0,91,6,61,1.0
16657,5d129417,0,9,3,5.0,1.0,3.0,1,122.00000000000001,9.0,3,3,9,0.0
16676,5d2be13d,3,152,31,125.0,21.0,67.0,12,1444.0,388.0,15,14,388,1.0
16693,5d4a5339,0,4,2,1.0,1.0,1.0,1,5.0,4.0,2,2,4,0.0
16704,5d5b897e,0,4,10,1.0,1.0,1.0,1,10.0,4.0,10,10,4,0.0
16722,5d6eef92,0,23,19,10.0,3.0,5.0,1,1376.0,23.0,19,19,23,0.0
16734,5d7c9686,0,19,0,7.0,3.0,5.0,2,73.0,19.0,0,0,19,0.0
16739,5d7e9fb9,1,8,15,1.0,1.0,1.0,1,2065.0,16.0,15,15,16,0.0
16755,5d9f30d1,0,33,17,6.0,3.0,5.0,4,306.0,33.0,17,13,33,0.0
16795,5dd6ebcf,0,9,16,6.0,1.0,4.0,1,181.0,9.0,16,16,9,0.0
16819,5e086fbf,0,35,8,17.0,3.0,12.0,2,216.0,35.0,8,7,35,0.0
16859,5e4df6a3,0,8,6,4.0,1.0,4.0,1,49.0,8.0,6,6,8,0.0
16862,5e52f27e,0,4,10,1.0,1.0,1.0,1,49.0,4.0,10,10,4,0.0
16863,5e55fb94,0,38,42,23.0,6.0,13.0,4,1146.0,26.0,42,18,38,1.0
16887,5e7d9f76,0,20,11,9.0,3.0,5.0,3,788.0,20.0,11,0,20,0.0
16889,5e866083,0,12,20,10.0,2.0,7.0,1,43.0,12.0,20,20,12,1.0
16942,5ee6ccb9,0,69,52,21.0,11.0,17.0,5,324.0,23.0,52,4,69,0.0
16961,5ef611ac,0,66,85,17.0,10.0,13.0,9,811.0,13.0,85,8,66,1.0
16985,5f1b69a1,0,8,8,4.0,1.0,3.0,1,144.0,8.0,8,8,8,0.0
17033,5f63967f,0,35,45,14.0,11.0,12.0,5,132.0,26.0,45,17,35,1.0
17065,5f802adb,0,71,13,22.0,4.0,13.0,5,828.0,71.0,13,1,71,1.0
17101,5fc6f016,0,76,2,37.0,6.0,22.0,4,706.0,76.0,2,0,76,1.0
17106,5fcdd746,0,1,10,0.0,0.0,0.0,1,0.0,1.0,10,10,1,0.0
17136,5ffaf0d0,1,25,45,16.0,2.0,8.0,4,959.0000000000001,118.0,1,1,123,1.0
17188,6059e8c0,0,4,1,1.0,1.0,1.0,1,20.0,4.0,1,1,4,0.0
17289,61068538,1,16,1,13.0,2.0,11.0,2,529.0,25.0,1,1,25,0.0
17297,610c13d7,0,27,14,4.0,3.0,3.0,2,426.0,27.0,14,14,27,0.0
17325,613eadc9,0,18,16,12.0,7.0,9.0,1,1221.0,18.0,16,16,18,0.0
17377,6192ea5a,0,29,134,16.0,7.0,13.0,3,307.0,21.0,134,1,29,1.0
17401,61af2479,0,60,42,19.0,6.0,10.0,9,209.0,45.0,42,6,60,0.0
17427,61e1b1c3,0,123,73,42.0,8.0,24.0,17,295.0,33.0,73,9,123,1.0
17473,622cba45,0,39,27,19.0,7.0,16.0,3,874.0,39.0,27,3,39,0.0
17495,624854f8,0,4,16,2.0,1.0,1.0,1,141.0,4.0,16,16,4,0.0
17500,624f99b0,0,17,1,7.0,1.0,3.0,1,524.0,17.0,1,1,17,0.0
17502,625267e1,0,10,104,2.0,2.0,2.0,1,171.0,0.0,104,104,10,1.0
17506,62579ccc,0,152,34,139.0,12.0,72.0,5,605.0,131.0,34,2,152,0.0
17523,6278634e,1,36,28,22.0,19.0,19.0,5,937.0000000000001,90.0,24,23,90,1.0
17535,628c5dde,0,667,33,626.0,20.0,156.0,10,2161.0,657.0,33,9,667,0.0
17552,629e1a6e,0,115,22,57.0,13.0,34.0,7,608.0,115.0,22,0,115,1.0
17559,62adfa0c,0,10,16,2.0,2.0,2.0,2,156.0,10.0,16,15,10,0.0
17614,62fa69b0,0,33,26,20.0,4.0,17.0,3,681.0,33.0,26,12,33,1.0
17632,6309f8fe,0,3,52,0.0,0.0,0.0,1,1.0,0.0,52,52,3,1.0
17643,631bde14,0,3,120,0.0,0.0,0.0,1,21.0,0.0,120,120,3,1.0
17656,632357f2,0,16,67,10.0,3.0,8.0,1,518.0,0.0,67,67,16,1.0
17663,632e9b7b,0,6,79,3.0,1.0,1.0,2,66.0,0.0,79,77,6,1.0
17670,63347328,0,64,8,41.0,8.0,22.0,1,1619.0,64.0,8,8,64,0.0
17672,633c6bd7,0,7,0,3.0,1.0,2.0,1,63.00000000000001,7.0,0,0,7,0.0
17708,636bcdaf,0,51,47,13.0,4.0,6.0,2,1709.0,47.0,47,10,51,1.0
17843,643784b6,1,2,0,1.0,1.0,1.0,1,477.00000000000006,3.0,0,0,3,1.0
17865,6466bc7b,0,18,14,8.0,1.0,4.0,3,245.00000000000003,18.0,14,11,18,0.0
17866,6467dc90,0,27,13,7.0,5.0,6.0,4,160.0,27.0,13,6,27,0.0
17873,646e5107,0,13,0,4.0,1.0,3.0,1,2223.0,13.0,0,0,13,1.0
17874,646feb01,0,451,104,356.0,31.0,174.0,27,345.0,171.0,104,7,451,1.0
17898,6490af1a,2,251,90,168.0,31.0,108.0,45,353.0,62.0,72,10,461,1.0
17916,64a3c2f6,0,40,64,13.0,6.0,9.0,7,127.00000000000001,19.0,64,0,40,1.0
17918,64a87622,0,102,13,52.0,8.0,27.0,2,1264.0,102.0,13,12,102,0.0
17996,6518264a,0,184,34,165.0,18.0,72.0,8,495.00000000000006,161.0,34,4,184,1.0
18039,654d0546,0,25,0,8.0,4.0,6.0,2,453.0,25.0,0,0,25,0.0
18045,655ae46c,0,435,63,344.0,5.0,20.0,51,722.0,416.0,63,3,435,0.0
18048,655b60cd,0,13,1,6.0,2.0,4.0,1,682.0,13.0,1,1,13,1.0
18070,657592da,0,138,8,113.0,14.0,47.0,2,1475.0,138.0,8,2,138,1.0
18088,65885b71,0,172,52,119.0,12.0,39.0,10,500.00000000000006,141.0,52,4,172,1.0
18126,65c3c30e,0,52,73,20.0,6.0,13.0,5,141.0,44.0,73,11,52,0.0
18176,66006845,1,21,13,1.0,1.0,1.0,6,379.0,49.0,12,0,49,0.0
18189,66169490,0,24,11,7.0,3.0,4.0,3,317.0,24.0,11,11,24,0.0
18193,661c13d9,0,377,102,330.0,41.0,156.0,15,903.0,333.0,102,0,377,0.0
18232,664afc83,0,83,74,22.0,8.0,15.0,10,586.0,81.0,74,0,83,1.0
18243,6665dde2,0,13,17,4.0,1.0,3.0,2,705.0,13.0,17,14,13,0.0
18251,667761a2,0,51,1,24.0,5.0,18.0,7,332.0,51.0,1,0,51,0.0
18283,669e94cc,0,431,147,279.0,16.0,118.0,64,219.0,40.0,147,2,431,0.0
18300,66a9bff6,2,227,21,157.0,24.0,87.0,30,1208.0,741.0,12,7,741,1.0
18338,66e621a4,0,3,0,0.0,0.0,0.0,1,6.0,3.0,0,0,3,0.0
18367,670bf5e1,0,80,1,35.0,6.0,16.0,5,483.00000000000006,80.0,1,0,80,1.0
18419,675a531e,0,242,134,159.0,16.0,75.0,26,236.00000000000003,42.0,134,13,242,1.0
18430,676e13ba,0,17,1,10.0,4.0,9.0,2,386.0,17.0,1,1,17,1.0
18440,677b4089,0,8,4,1.0,1.0,1.0,1,51.0,8.0,4,4,8,1.0
18536,6805c0ac,0,3,36,1.0,1.0,1.0,1,0.0,0.0,36,36,3,1.0
18553,681c5689,0,139,11,110.0,23.0,64.0,17,366.0,139.0,11,2,139,1.0
18564,682c4c11,0,20,46,3.0,1.0,2.0,2,570.0,9.0,46,11,20,0.0
18618,6875f643,0,33,14,11.0,4.0,7.0,8,47.0,33.0,14,0,33,1.0
18619,687a1e38,0,62,0,20.0,11.0,16.0,1,3394.0,62.0,0,0,62,1.0
18649,68ab665e,0,50,38,13.0,5.0,11.0,4,205.0,37.0,38,16,50,1.0
18667,68bf3c47,1,68,136,23.0,5.0,12.0,24,350.0,22.0,69,4,179,1.0
18671,68c43519,0,3,140,0.0,0.0,0.0,1,0.0,0.0,140,140,3,1.0
18682,68d63d11,0,10,1,3.0,1.0,1.0,2,441.0,10.0,1,0,10,0.0
18698,68e5417c,0,67,122,21.0,7.0,14.0,14,107.0,61.0,122,10,67,0.0
18707,68f60fb9,0,22,14,12.0,2.0,10.0,2,804.0,22.0,14,13,22,1.0
18708,68f6e261,0,3,8,1.0,1.0,1.0,1,1.0,3.0,8,8,3,1.0
18763,6955042b,0,44,2,9.0,4.0,6.0,3,522.0,44.0,2,0,44,1.0
18824,69b122c5,0,6,0,3.0,1.0,1.0,2,43.0,6.0,0,0,6,0.0
18849,69d5ef8d,0,18,10,4.0,2.0,2.0,2,563.0,18.0,10,8,18,0.0
18851,69d68383,0,5,1,1.0,1.0,1.0,1,60.00000000000001,5.0,1,1,5,0.0
18859,69de5c37,3,28,43,13.0,5.0,12.0,6,868.0,73.0,23,16,108,1.0
18865,69e942e5,0,120,92,51.0,16.0,27.0,16,349.0,28.0,92,8,120,1.0
18882,6a08a60c,0,125,87,40.0,11.0,27.0,17,614.0,79.0,87,0,125,1.0
18883,6a08e7c4,0,53,58,32.0,4.0,25.0,3,227.0,29.0,58,0,53,1.0
18951,6a5c83db,0,85,0,64.0,8.0,28.0,2,2596.0,85.0,0,0,85,1.0
18961,6a6c639c,1,18,81,14.0,1.0,8.0,5,435.0,0.0,79,78,88,1.0
18963,6a733bad,0,13,6,7.0,3.0,5.0,2,592.0,13.0,6,3,13,1.0
18990,6a91ec37,0,58,12,39.0,5.0,13.0,4,941.0000000000001,58.0,12,0,58,1.0
19051,6ade5d5b,0,139,79,87.0,15.0,48.0,15,471.00000000000006,52.0,79,1,139,1.0
19109,6b3cf183,0,15,18,2.0,1.0,1.0,3,63.00000000000001,15.0,18,18,15,0.0
19112,6b42b7be,0,12,54,4.0,1.0,1.0,3,31.000000000000004,0.0,54,32,12,0.0
19138,6b710e89,0,21,2,12.0,3.0,8.0,1,199.0,21.0,2,2,21,1.0
19144,6b7d1933,0,69,58,42.0,6.0,25.0,7,261.0,66.0,58,6,69,1.0
19166,6b9505ec,0,54,1,31.0,7.0,16.0,1,2405.0,54.0,1,1,54,0.0
19168,6b98633a,0,27,78,19.0,4.0,13.0,3,827.0,11.0,78,9,27,0.0
19169,6b99f579,0,5,2,3.0,2.0,3.0,1,349.0,5.0,2,2,5,1.0
19171,6b9b9477,0,38,73,15.0,3.0,8.0,6,395.0,3.0,73,30,38,0.0
19182,6ba730a8,0,12,36,4.0,1.0,1.0,1,1007.0000000000001,0.0,36,36,12,1.0
19187,6babdfd3,0,33,16,19.0,5.0,12.0,3,190.0,33.0,16,1,33,0.0
19232,6bf36b7c,1,21,43,2.0,1.0,1.0,25,320.0,116.0,7,1,150,0.0
19302,6c55de42,0,66,2,44.0,5.0,26.0,2,2182.0,66.0,2,1,66,1.0
19313,6c67de3e,0,46,149,27.0,14.0,19.0,4,295.0,0.0,149,68,46,1.0
19332,6c89cbfb,0,237,95,60.0,24.0,39.0,15,557.0,194.0,95,3,237,1.0
19391,6cdc6d16,1,31,19,8.0,3.0,7.0,2,639.0,33.0,14,14,33,0.0
19399,6cefa829,0,11,92,2.0,1.0,1.0,2,46.0,0.0,92,73,11,1.0
19400,6cf2d02a,0,37,27,13.0,3.0,11.0,6,49.0,37.0,27,5,37,1.0
19418,6d06e7d0,0,122,41,66.0,11.0,33.0,10,775.0,58.0,41,6,122,1.0
19420,6d079d8a,0,6,20,3.0,2.0,3.0,1,144.0,6.0,20,20,6,1.0
19481,6d654333,0,29,2,7.0,4.0,4.0,3,1702.0,29.0,2,1,29,1.0
19502,6d87b189,0,9,5,3.0,1.0,3.0,1,489.00000000000006,9.0,5,5,9,0.0
19521,6da13513,0,2,65,0.0,0.0,0.0,1,0.0,0.0,65,65,2,1.0
19527,6daa6b33,0,4,3,0.0,0.0,0.0,1,51.0,4.0,3,3,4,1.0
19636,6e41e5e3,0,96,0,67.0,11.0,48.0,2,2616.0,96.0,0,0,96,1.0
19649,6e52c76b,0,56,28,42.0,5.0,37.0,4,90.0,56.0,28,6,56,0.0
19651,6e558c28,0,139,87,76.0,17.0,39.0,26,89.0,114.0,87,0,139,1.0
19689,6e968b6e,0,96,64,68.0,6.0,33.0,3,1448.0,74.0,64,3,96,0.0
19697,6eaaab36,0,16,6,10.0,7.0,8.0,1,767.0,16.0,6,6,16,1.0
19703,6eb6f888,0,55,12,18.0,4.0,7.0,7,98.0,55.0,12,3,55,0.0
19713,6ec44564,0,90,2,25.0,6.0,18.0,3,789.0,90.0,2,0,90,1.0
19761,6f147d6d,0,7,22,1.0,1.0,1.0,1,220.0,7.0,22,22,7,1.0
19764,6f172e88,0,10,6,4.0,1.0,2.0,1,124.00000000000001,10.0,6,6,10,0.0
19776,6f2752b6,0,3,76,1.0,1.0,1.0,1,1.0,0.0,76,76,3,0.0
19801,6f3ac59d,0,41,20,11.0,9.0,10.0,7,335.0,41.0,20,12,41,1.0
19826,6f53fac8,0,16,1,5.0,2.0,4.0,1,330.0,16.0,1,1,16,0.0
19861,6f9194ad,0,42,27,27.0,2.0,15.0,4,306.0,42.0,27,19,42,1.0
19884,6fb3859f,0,18,10,9.0,2.0,5.0,1,810.0,18.0,10,10,18,0.0
19886,6fb78946,0,47,18,23.0,5.0,18.0,4,1067.0,47.0,18,14,47,0.0
19892,6fbbddb6,0,4,9,2.0,1.0,2.0,1,36.0,4.0,9,9,4,1.0
19914,6fdda6b5,0,87,85,56.0,2.0,16.0,12,318.0,32.0,85,0,87,1.0
19933,70195c0d,0,4,13,1.0,1.0,1.0,1,13.0,4.0,13,13,4,0.0
19984,70765d26,0,54,41,42.0,5.0,14.0,5,100.0,29.0,41,8,54,1.0
19985,70782025,0,4,98,1.0,1.0,1.0,1,1.0,0.0,98,98,4,1.0
