,person,#Camino,#pasos_antes_comprar,primera_actividad,modelos_vistos,modelos_distintos,sku_distintos,cantidad_sesiones,#act_ult30dias,primera_actividad_ultimo_paso,ultima_actividad,# Actividades,label
12047,43d9d485,0,10,17,3.0,2.0,2.0,2,10.0,17,1,10,0.0
12131,445818c5,0,35,4,22.0,7.0,15.0,5,35.0,4,1,35,0.0
12136,445b333c,3,12,4,1.0,1.0,1.0,9,39.0,3,0,39,1.0
12139,4463dc28,0,111,84,40.0,6.0,26.0,5,81.0,84,3,111,1.0
12146,44699b60,3,140,148,97.0,12.0,36.0,43,361.0,13,0,510,1.0
12161,44806f6e,0,11,0,6.0,2.0,5.0,1,11.0,0,0,11,0.0
12164,448acd47,0,64,19,17.0,8.0,11.0,6,64.0,19,16,64,0.0
12180,449981af,2,9,88,4.0,4.0,4.0,64,41.0,7,3,303,0.0
12184,44a0af1c,1,349,55,95.0,20.0,64.0,84,141.0,55,7,350,1.0
12192,44adabc0,0,187,69,44.0,10.0,23.0,30,162.0,69,0,187,0.0
12202,44c0527b,0,19,9,3.0,2.0,2.0,2,19.0,9,7,19,0.0
12229,44d60643,0,13,12,3.0,1.0,2.0,3,13.0,12,5,13,0.0
12246,44ef34f4,0,12,28,2.0,1.0,1.0,1,12.0,28,28,12,1.0
12256,44fd5bd1,0,44,62,30.0,11.0,16.0,2,0.0,62,55,44,1.0
12266,4504bef1,3,270,105,155.0,16.0,77.0,72,416.0,22,1,611,1.0
12297,452bf39a,0,12,7,3.0,2.0,2.0,2,12.0,7,3,12,0.0
12316,45422088,0,103,36,63.0,7.0,22.0,1,0.0,36,36,103,1.0
12336,455e23a9,0,16,131,5.0,5.0,5.0,2,0.0,131,37,16,1.0
12351,456d2876,0,5,9,1.0,1.0,1.0,1,5.0,9,9,5,0.0
12352,456ead1b,0,138,41,100.0,20.0,66.0,11,116.0,41,2,138,1.0
12378,45a1fa0d,0,19,11,7.0,4.0,5.0,3,19.0,11,10,19,1.0
12379,45a66d74,0,336,107,165.0,25.0,83.0,27,296.0,107,0,336,1.0
12386,45b17094,0,30,8,24.0,4.0,17.0,1,30.0,8,8,30,0.0
12400,45c36f3f,0,24,12,18.0,10.0,16.0,1,24.0,12,12,24,0.0
12422,45da0cdd,0,42,15,14.0,6.0,9.0,4,42.0,15,13,42,0.0
12463,46167aa1,0,31,0,26.0,10.0,23.0,1,31.0,0,0,31,0.0
12472,462b91cb,0,77,21,44.0,15.0,36.0,4,77.0,21,13,77,0.0
12479,4636ee0e,0,5,3,1.0,1.0,1.0,1,6.0,3,3,6,1.0
12494,4645a8e8,0,53,20,24.0,6.0,14.0,1,53.0,20,20,53,0.0
12496,4646796c,0,8,57,2.0,1.0,2.0,2,0.0,57,35,8,1.0
12517,46615e00,0,86,7,49.0,19.0,42.0,1,86.0,7,7,86,0.0
12534,467dff6b,0,94,52,61.0,14.0,37.0,13,68.0,52,2,94,1.0
12538,4683b19f,1,169,21,114.0,22.0,61.0,13,225.0,10,4,225,0.0
12567,46af4cd0,1,97,39,7.0,7.0,7.0,73,60.0,37,16,153,1.0
12576,46c17010,0,60,9,47.0,6.0,30.0,4,60.0,9,6,60,1.0
12591,46d4d96c,0,4,10,0.0,0.0,0.0,1,4.0,10,10,4,1.0
12594,46db0c62,0,384,104,272.0,10.0,54.0,98,85.0,104,0,384,0.0
12629,472f1564,0,13,10,2.0,1.0,1.0,2,13.0,10,1,13,0.0
12654,4759b4df,0,43,13,16.0,4.0,12.0,3,43.0,13,6,43,1.0
12690,478fe4a2,0,3,35,1.0,1.0,1.0,1,0.0,35,35,3,0.0
12695,479f9eed,0,8,9,3.0,3.0,3.0,1,8.0,9,9,8,0.0
12720,47bb4642,0,52,2,23.0,4.0,12.0,5,52.0,2,0,52,0.0
12727,47c33c75,0,151,55,48.0,10.0,27.0,21,95.0,55,0,151,1.0
12740,47e43d99,1,11,6,6.0,1.0,3.0,5,22.0,5,3,22,0.0
12742,47e835a9,0,62,10,49.0,7.0,30.0,2,62.0,10,3,62,0.0
12766,48071045,0,384,26,157.0,29.0,69.0,21,384.0,26,0,384,1.0
12803,483ea857,0,44,20,18.0,6.0,13.0,3,44.0,20,5,44,0.0
12807,48488f7d,0,136,12,71.0,7.0,37.0,15,136.0,12,0,136,1.0
12842,48716370,11,15,15,12.0,2.0,12.0,17,184.0,1,1,184,1.0
12863,48971f23,0,95,135,21.0,8.0,14.0,13,57.0,135,29,95,1.0
12880,48afa4ea,0,36,7,24.0,3.0,11.0,3,36.0,7,5,36,0.0
12909,48d982ac,0,4,0,1.0,1.0,1.0,1,4.0,0,0,4,0.0
12925,48eeea68,0,9,11,4.0,1.0,3.0,1,9.0,11,11,9,0.0
12939,490b06d1,0,36,5,31.0,6.0,19.0,2,36.0,5,2,36,0.0
12941,490d13ea,0,18,10,6.0,1.0,1.0,5,18.0,10,9,18,0.0
12951,49179d29,0,6,0,2.0,1.0,2.0,2,6.0,0,0,6,1.0
12968,493b0074,0,2,13,0.0,0.0,0.0,1,2.0,13,13,2,0.0
12976,493f068a,0,408,140,141.0,45.0,91.0,36,2.0,140,31,408,1.0
12987,49496414,2,55,13,14.0,3.0,3.0,20,84.0,13,4,84,0.0
13010,496deae7,0,28,2,8.0,2.0,6.0,2,28.0,2,1,28,0.0
13015,496ef3e5,4,21,78,6.0,4.0,6.0,4,18.0,56,7,35,1.0
13112,49e628fe,0,4,16,1.0,1.0,1.0,1,4.0,16,16,4,0.0
13158,4a20258e,0,34,1,28.0,8.0,21.0,1,34.0,1,1,34,0.0
13181,4a4393ca,3,63,20,44.0,11.0,27.0,10,112.0,13,12,112,0.0
13186,4a473eb7,0,89,65,50.0,5.0,24.0,9,78.0,65,1,89,1.0
13202,4a635360,3,2,77,0.0,0.0,0.0,25,279.0,1,1,386,1.0
13220,4a78636f,0,26,72,10.0,2.0,6.0,4,12.0,72,9,26,1.0
13231,4a915ec2,0,158,8,108.0,11.0,45.0,8,158.0,8,3,158,1.0
13261,4abf4ffd,0,26,16,9.0,2.0,7.0,4,26.0,16,13,26,0.0
13294,4aeb5dda,0,98,146,38.0,6.0,29.0,13,7.0,146,28,98,1.0
13295,4aef43a5,0,204,15,144.0,15.0,87.0,11,204.0,15,7,204,0.0
13314,4b0d4a9b,0,133,86,70.0,24.0,54.0,17,0.0,86,58,133,1.0
13372,4b4ddb26,0,22,125,8.0,2.0,4.0,3,13.0,125,11,22,0.0
13376,4b552ac2,1,7,9,2.0,1.0,2.0,3,12.0,8,8,12,0.0
13426,4b974bfa,0,19,2,4.0,4.0,4.0,3,19.0,2,0,19,0.0
13436,4ba1d965,1,12,122,0.0,0.0,0.0,11,59.0,9,8,92,0.0
13438,4ba571a1,0,12,30,4.0,3.0,4.0,4,12.0,30,2,12,1.0
13499,4bf8e237,0,57,2,36.0,8.0,24.0,4,57.0,2,1,57,1.0
13506,4c002b61,0,17,46,6.0,4.0,6.0,2,0.0,46,46,17,1.0
13508,4c00b084,0,252,95,100.0,32.0,68.0,22,133.0,95,0,252,0.0
13525,4c196c48,0,30,37,16.0,3.0,7.0,1,0.0,37,37,30,1.0
13568,4c507fb2,0,34,2,11.0,3.0,7.0,2,34.0,2,2,34,0.0
13585,4c6e6a91,0,7,13,3.0,1.0,2.0,1,7.0,13,13,7,0.0
13613,4c8d1f9b,0,21,1,7.0,2.0,5.0,5,21.0,1,0,21,0.0
13629,4cad42fd,0,14,13,1.0,1.0,1.0,2,14.0,13,13,14,1.0
13648,4ccf3468,0,16,16,6.0,2.0,5.0,1,16.0,16,16,16,0.0
13652,4cd5209d,1,52,33,13.0,4.0,9.0,7,104.0,10,0,108,0.0
13660,4cdf80c5,0,7,2,2.0,1.0,1.0,1,7.0,2,2,7,0.0
13670,4cee8efd,0,20,11,13.0,2.0,8.0,2,20.0,11,10,20,0.0
13677,4cf80018,0,27,137,6.0,3.0,6.0,6,3.0,137,4,27,1.0
13684,4d0815d2,0,50,13,37.0,4.0,20.0,2,50.0,13,12,50,0.0
13694,4d149696,0,277,65,235.0,10.0,101.0,12,35.0,65,12,277,1.0
13707,4d23d3c8,0,29,50,14.0,6.0,11.0,5,13.0,50,15,29,0.0
13715,4d2f1297,0,24,0,18.0,7.0,15.0,3,24.0,0,0,24,1.0
13736,4d4c5da3,0,9,8,5.0,1.0,4.0,1,9.0,8,8,9,0.0
13748,4d6695e3,0,28,119,12.0,4.0,11.0,4,14.0,119,13,28,1.0
13761,4d7d862d,0,21,15,13.0,2.0,9.0,2,21.0,15,14,21,0.0
13765,4d8237e5,0,206,95,129.0,19.0,61.0,14,197.0,95,9,206,0.0
13787,4d98d84f,0,3,12,0.0,0.0,0.0,1,3.0,12,12,3,0.0
13790,4d9db593,0,136,1,96.0,12.0,47.0,6,136.0,1,0,136,0.0
13801,4db921d5,0,7,10,2.0,2.0,2.0,2,7.0,10,10,7,0.0
13827,4dd513b3,2,204,90,61.0,17.0,36.0,36,103.0,84,1,378,1.0
13835,4ddbaa31,1,2,16,0.0,0.0,0.0,2,12.0,16,16,12,0.0
13842,4de2479a,2,9,91,4.0,3.0,4.0,10,50.0,2,2,122,1.0
13850,4de7700f,0,12,3,4.0,3.0,4.0,1,12.0,3,3,12,0.0
13863,4dfd3d22,0,8,9,2.0,1.0,1.0,1,8.0,9,9,8,0.0
13886,4e203375,0,169,36,73.0,16.0,45.0,13,161.0,36,2,169,0.0
13896,4e2f9fac,0,59,16,46.0,5.0,22.0,3,59.0,16,13,59,0.0
13918,4e52fdfd,0,25,47,15.0,3.0,9.0,4,12.0,47,3,25,0.0
13929,4e560208,7,22,142,13.0,5.0,11.0,22,51.0,16,1,185,1.0
13939,4e5b7c90,0,21,14,10.0,2.0,6.0,2,21.0,14,4,21,0.0
13946,4e64394b,0,70,12,54.0,4.0,15.0,4,70.0,12,3,70,1.0
13971,4e8103d8,0,66,13,36.0,6.0,13.0,6,66.0,13,9,66,1.0
13976,4e8bc4fe,0,6,9,2.0,2.0,2.0,1,6.0,9,9,6,0.0
13981,4e92e3f5,0,3,32,0.0,0.0,0.0,1,0.0,32,32,3,0.0
13983,4e949fde,0,18,34,7.0,3.0,4.0,2,9.0,34,3,18,1.0
13992,4ea0ac92,0,8,13,2.0,2.0,2.0,1,8.0,13,13,8,0.0
14001,4ead4504,0,95,0,40.0,8.0,21.0,2,95.0,0,0,95,1.0
14015,4ebb61f8,0,57,78,24.0,4.0,20.0,12,0.0,78,55,57,1.0
14043,4ee533ee,0,89,34,16.0,11.0,13.0,6,12.0,34,19,89,1.0
14045,4ee924a3,0,29,9,14.0,3.0,11.0,2,30.0,9,0,30,0.0
14047,4eec4b16,0,15,10,9.0,5.0,6.0,2,15.0,10,9,15,1.0
14069,4f169e02,0,24,10,13.0,1.0,10.0,2,24.0,10,5,24,0.0
14136,4f882fe4,0,1,2,0.0,0.0,0.0,1,1.0,2,2,1,0.0
14172,4fcccd67,0,27,14,16.0,11.0,14.0,1,27.0,14,14,27,0.0
14195,4fe68a28,1,24,0,4.0,2.0,4.0,2,25.0,0,0,25,1.0
14269,50367875,0,53,10,41.0,15.0,24.0,2,53.0,10,9,53,1.0
14288,504dbc92,0,1,11,0.0,0.0,0.0,1,1.0,11,11,1,0.0
14428,505a0310,0,28,5,21.0,8.0,18.0,1,28.0,5,5,28,1.0
14429,505b39f3,0,6,0,3.0,1.0,1.0,2,7.0,0,0,7,1.0
14450,5083316f,0,18,15,10.0,2.0,4.0,2,18.0,15,14,18,0.0
14508,50b9e94c,0,7,1,4.0,1.0,3.0,1,7.0,1,1,7,1.0
14552,5100a32e,0,14,12,5.0,4.0,4.0,2,14.0,12,12,14,0.0
14559,51085938,0,11,15,4.0,1.0,3.0,2,11.0,15,14,11,1.0
14567,5111f6dd,0,31,11,20.0,2.0,5.0,3,31.0,11,10,31,0.0
14581,511fcaa8,0,19,0,7.0,3.0,6.0,1,19.0,0,0,19,0.0
14597,514a1e47,0,16,1,11.0,2.0,7.0,1,16.0,1,1,16,0.0
14599,514e72da,0,159,63,79.0,22.0,55.0,5,155.0,63,13,159,0.0
14608,515f48aa,0,13,28,5.0,3.0,4.0,3,13.0,28,5,13,0.0
14652,51995ce1,0,105,22,61.0,7.0,40.0,9,105.0,22,1,105,0.0
14654,519da79d,0,38,8,27.0,6.0,22.0,3,38.0,8,3,38,1.0
14657,519e0d4b,0,36,5,21.0,3.0,10.0,3,36.0,5,1,36,0.0
14665,51afbb28,0,23,15,12.0,2.0,4.0,1,23.0,15,15,23,0.0
14671,51b2e3f7,0,13,0,7.0,1.0,5.0,1,13.0,0,0,13,0.0
14688,51c4b23b,0,4,11,1.0,1.0,1.0,1,4.0,11,11,4,0.0
14690,51c519e9,1,1,15,1.0,1.0,1.0,1,8.0,15,15,8,0.0
14709,51f81030,0,19,127,5.0,2.0,2.0,5,0.0,127,111,19,1.0
14712,51fdbb43,0,10,9,3.0,2.0,3.0,3,10.0,9,8,10,0.0
14713,51fde0cb,0,126,78,83.0,24.0,42.0,9,70.0,78,11,126,1.0
14721,520b0246,0,112,8,75.0,13.0,34.0,5,112.0,8,7,112,0.0
14742,5223a970,0,75,125,29.0,7.0,18.0,5,73.0,125,1,75,0.0
14768,52450ff0,0,1,1,0.0,0.0,0.0,1,1.0,1,1,1,0.0
14800,527b79f0,0,44,33,23.0,4.0,14.0,2,0.0,33,33,44,0.0
14805,5287cea6,0,58,16,47.0,14.0,37.0,3,58.0,16,14,58,0.0
14829,52aad1b0,0,53,1,12.0,4.0,7.0,3,53.0,1,0,53,0.0
14832,52ac5248,0,118,103,71.0,6.0,36.0,11,111.0,103,4,118,1.0
14854,52c67e00,1,123,15,91.0,23.0,49.0,15,253.0,10,1,253,1.0
14905,5304aad8,0,4,6,1.0,1.0,1.0,1,4.0,6,6,4,0.0
14910,530ab705,0,6,12,2.0,1.0,2.0,1,6.0,12,12,6,1.0
14948,5345f530,0,22,2,7.0,2.0,4.0,2,22.0,2,2,22,0.0
14968,5361381b,0,4,3,1.0,1.0,1.0,1,4.0,3,3,4,0.0
14974,536fd101,0,3,14,1.0,1.0,1.0,1,3.0,14,14,3,1.0
14979,53744476,0,32,22,12.0,6.0,6.0,3,32.0,22,3,32,0.0
15001,538c3e87,0,57,64,46.0,10.0,20.0,4,50.0,64,16,57,1.0
15017,53a409c8,1,18,63,1.0,1.0,1.0,7,0.0,63,52,28,1.0
15085,5413d798,0,120,5,66.0,18.0,32.0,3,120.0,5,4,120,0.0
15087,5419a063,0,114,5,77.0,9.0,49.0,7,114.0,5,1,114,0.0
15099,542cb3ec,1,51,0,8.0,1.0,3.0,2,52.0,0,0,52,0.0
15107,54358ebe,0,14,0,5.0,1.0,4.0,2,14.0,0,0,14,0.0
15123,544472be,0,120,14,71.0,12.0,31.0,6,120.0,14,6,120,1.0
15132,544aaf42,3,15,41,0.0,0.0,0.0,22,241.0,1,0,251,1.0
15143,545814ae,0,91,69,63.0,5.0,34.0,6,51.0,69,7,91,0.0
15152,54633dbb,0,7,1,2.0,2.0,2.0,2,7.0,1,1,7,1.0
15157,5467b6ab,0,5,7,1.0,1.0,1.0,1,5.0,7,7,5,0.0
15177,548c47da,0,23,62,4.0,3.0,4.0,3,4.0,62,5,23,0.0
15198,54a2de05,0,50,138,14.0,6.0,11.0,11,0.0,138,94,50,1.0
15201,54aab0cf,0,10,5,4.0,1.0,1.0,1,10.0,5,5,10,0.0
15211,54bb7539,0,60,2,47.0,13.0,35.0,5,60.0,2,1,60,1.0
15212,54bb91bf,0,66,15,23.0,7.0,12.0,9,66.0,15,8,66,0.0
15246,54fb59e3,0,31,26,11.0,4.0,6.0,6,31.0,26,5,31,1.0
15311,554f26f0,0,7,6,2.0,1.0,2.0,1,7.0,6,6,7,0.0
15346,557c199d,0,10,0,1.0,1.0,1.0,2,11.0,0,0,11,0.0
15350,55827b4b,0,111,103,80.0,14.0,30.0,6,98.0,103,0,111,1.0
15370,559c80d0,0,9,1,3.0,3.0,3.0,3,9.0,1,1,9,0.0
15378,55a7179e,0,3,41,1.0,1.0,1.0,1,0.0,41,41,3,1.0
15448,56011e68,1,43,76,9.0,4.0,7.0,13,4.0,75,27,64,1.0
15484,56286924,0,3,1,1.0,1.0,1.0,1,3.0,1,1,3,1.0
15485,562929c8,0,551,31,316.0,58.0,166.0,24,551.0,31,0,551,1.0
15491,563a6c21,0,41,2,19.0,4.0,12.0,2,41.0,2,2,41,0.0
15495,563c44ce,0,8,1,4.0,1.0,4.0,1,8.0,1,1,8,0.0
15503,564c3763,0,9,1,3.0,1.0,3.0,2,9.0,1,1,9,1.0
15535,5685f2ab,0,125,60,61.0,11.0,32.0,15,73.0,60,9,125,0.0
15540,56890a15,0,227,64,53.0,13.0,33.0,7,52.0,64,1,227,0.0
15561,569eb076,0,13,6,6.0,2.0,4.0,1,13.0,6,6,13,0.0
15569,56a9754a,0,11,14,6.0,1.0,3.0,1,11.0,14,14,11,0.0
15632,570029e3,1,6,22,1.0,1.0,1.0,11,175.0,16,8,175,0.0
15640,5709cc6c,1,2,16,0.0,0.0,0.0,2,10.0,16,9,10,0.0
15692,5768416f,0,12,7,3.0,1.0,2.0,1,12.0,7,7,12,1.0
15705,577293ad,0,3,26,1.0,1.0,1.0,1,3.0,26,26,3,0.0
15731,578cefef,0,137,11,100.0,8.0,46.0,4,137.0,11,1,137,1.0
15733,57900186,0,4,2,1.0,1.0,1.0,1,4.0,2,2,4,0.0
15736,5792deb4,0,52,0,43.0,3.0,19.0,2,52.0,0,0,52,1.0
15806,57ed2cc9,0,160,20,59.0,8.0,32.0,17,160.0,20,0,160,1.0
15823,580d91b9,0,95,10,82.0,3.0,37.0,2,95.0,10,10,95,1.0
15832,581518b6,0,8,10,3.0,3.0,3.0,1,8.0,10,10,8,1.0
15837,5822ddcf,0,30,70,16.0,3.0,9.0,3,21.0,70,4,30,0.0
15853,583473ab,0,20,0,4.0,1.0,3.0,2,20.0,0,0,20,1.0
15864,5847cac8,0,3,74,0.0,0.0,0.0,1,0.0,74,74,3,1.0
15874,584f5175,3,97,115,45.0,2.0,23.0,116,810.0,9,0,974,0.0
15888,5871efff,1,19,62,0.0,0.0,0.0,9,42.0,10,0,45,0.0
15895,587ce7f9,1,61,3,6.0,3.0,6.0,18,109.0,2,0,109,1.0
15955,58e26c5d,0,168,111,113.0,8.0,64.0,18,10.0,111,5,168,1.0
15973,58f21eaf,0,16,0,3.0,3.0,3.0,1,16.0,0,0,16,1.0
16042,59524281,0,8,36,1.0,1.0,1.0,1,0.0,36,36,8,0.0
16067,5988298f,0,28,45,9.0,4.0,6.0,5,6.0,45,5,28,1.0
16068,598b564e,0,19,11,6.0,1.0,2.0,2,19.0,11,11,19,0.0
16077,59917045,0,4,6,1.0,1.0,1.0,1,4.0,6,6,4,0.0
16079,59955d09,0,245,66,191.0,11.0,70.0,10,179.0,66,0,245,0.0
16080,5996d71b,0,4,9,1.0,1.0,1.0,1,4.0,9,9,4,0.0
16088,599e60ec,0,3,9,0.0,0.0,0.0,1,3.0,9,9,3,1.0
16113,59c2bed3,1,69,86,47.0,11.0,35.0,4,69.0,0,0,86,1.0
16114,59c318bd,0,279,0,95.0,30.0,56.0,4,279.0,0,0,279,1.0
16128,59d2455a,0,12,4,2.0,2.0,2.0,1,12.0,4,4,12,0.0
16157,59fb262b,0,87,64,24.0,5.0,14.0,8,7.0,64,0,87,0.0
16199,5a46363a,0,43,92,14.0,7.0,8.0,6,15.0,92,9,43,0.0
16213,5a56e3da,0,90,1,49.0,13.0,31.0,3,90.0,1,0,90,0.0
16245,5a7820c9,0,182,2,142.0,29.0,68.0,7,182.0,2,0,182,0.0
16281,5ac2414e,0,64,117,48.0,14.0,38.0,4,33.0,117,11,64,0.0
16327,5b0f4b0a,0,20,49,12.0,3.0,11.0,2,3.0,49,6,20,1.0
16332,5b1739cc,0,28,113,14.0,3.0,5.0,4,0.0,113,83,28,1.0
16347,5b2c78ec,0,38,17,19.0,8.0,14.0,3,38.0,17,15,38,0.0
16349,5b30e395,0,16,3,8.0,2.0,8.0,2,16.0,3,0,16,1.0
16363,5b499ec5,0,4,8,1.0,1.0,1.0,1,4.0,8,8,4,0.0
16380,5b6054e7,0,43,85,16.0,4.0,9.0,6,0.0,85,57,43,1.0
16433,5ba9e8b7,0,10,5,3.0,2.0,3.0,1,10.0,5,5,10,0.0
16455,5bd0fa9f,1,110,56,37.0,7.0,16.0,27,98.0,56,2,119,0.0
16468,5bf217ac,0,9,8,6.0,2.0,4.0,1,9.0,8,8,9,1.0
16478,5c0b7b6a,0,4,7,1.0,1.0,1.0,1,4.0,7,7,4,0.0
16483,5c1840ff,0,70,5,24.0,8.0,14.0,6,70.0,5,0,70,0.0
16488,5c1c904b,1,92,98,52.0,9.0,28.0,24,61.0,70,16,133,0.0
16501,5c255b7f,0,27,1,10.0,3.0,6.0,1,27.0,1,1,27,0.0
16506,5c2e66a4,0,16,15,4.0,1.0,3.0,1,16.0,15,15,16,1.0
16510,5c3040ff,1,1,29,0.0,0.0,0.0,4,44.0,0,0,44,0.0
16550,5c862f3c,0,6,2,1.0,1.0,1.0,2,6.0,2,1,6,1.0
16553,5c8be186,0,118,74,44.0,12.0,17.0,23,77.0,74,3,118,0.0
16573,5c9f3fe5,0,21,15,6.0,2.0,4.0,3,21.0,15,14,21,0.0
16615,5cd7268d,1,122,52,85.0,14.0,48.0,13,43.0,48,2,183,0.0
16653,5d0c3446,0,61,91,52.0,12.0,36.0,4,58.0,91,6,61,1.0
16676,5d2be13d,3,152,31,125.0,21.0,67.0,12,388.0,15,14,388,1.0
16688,5d43b1b1,0,26,16,16.0,5.0,11.0,3,26.0,16,2,26,0.0
16704,5d5b897e,0,4,10,1.0,1.0,1.0,1,4.0,10,10,4,0.0
16730,5d797bca,0,2,7,0.0,0.0,0.0,1,2.0,7,7,2,0.0
16739,5d7e9fb9,1,8,15,1.0,1.0,1.0,1,16.0,15,15,16,0.0
16762,5da9f181,0,4,10,1.0,1.0,1.0,1,4.0,10,10,4,0.0
16794,5dd43fdc,0,216,97,101.0,13.0,50.0,35,78.0,97,10,216,0.0
16796,5dd73565,0,129,134,65.0,15.0,34.0,9,112.0,134,2,129,0.0
16863,5e55fb94,0,38,42,23.0,6.0,13.0,4,26.0,42,18,38,1.0
16867,5e5bb98d,0,83,96,4.0,1.0,3.0,26,63.0,96,5,83,0.0
16889,5e866083,0,12,20,10.0,2.0,7.0,1,12.0,20,20,12,1.0
16890,5e894bbb,0,8,14,2.0,1.0,1.0,1,8.0,14,14,8,0.0
16943,5eece5cd,0,82,23,58.0,18.0,31.0,14,82.0,23,0,82,0.0
16944,5eed4bd7,0,414,13,141.0,14.0,46.0,31,414.0,13,0,414,0.0
16961,5ef611ac,0,66,85,17.0,10.0,13.0,9,13.0,85,8,66,1.0
16968,5eff0387,0,47,13,31.0,7.0,17.0,4,47.0,13,6,47,0.0
16982,5f114d27,0,68,16,19.0,11.0,14.0,8,68.0,16,1,68,0.0
17033,5f63967f,0,35,45,14.0,11.0,12.0,5,26.0,45,17,35,1.0
17065,5f802adb,0,71,13,22.0,4.0,13.0,5,71.0,13,1,71,1.0
17082,5f9ccb0a,0,20,8,7.0,2.0,3.0,4,20.0,8,1,20,0.0
17090,5fa9a8ff,0,51,13,18.0,5.0,7.0,3,51.0,13,9,51,0.0
17101,5fc6f016,0,76,2,37.0,6.0,22.0,4,76.0,2,0,76,1.0
17131,5ff5698d,0,20,11,6.0,1.0,3.0,1,20.0,11,11,20,0.0
17136,5ffaf0d0,1,25,45,16.0,2.0,8.0,4,118.0,1,1,123,1.0
17195,60662938,0,14,3,3.0,1.0,1.0,2,15.0,3,3,15,0.0
17210,60788bfd,0,11,36,4.0,3.0,3.0,2,8.0,36,14,11,0.0
17279,60f0cb21,0,57,29,33.0,5.0,20.0,7,57.0,29,7,57,0.0
17316,61352965,0,2,16,0.0,0.0,0.0,1,2.0,16,16,2,0.0
17377,6192ea5a,0,29,134,16.0,7.0,13.0,3,21.0,134,1,29,1.0
17403,61b0b9bd,0,6,2,1.0,1.0,1.0,1,6.0,2,2,6,0.0
17418,61d5711e,0,18,15,11.0,2.0,6.0,2,18.0,15,15,18,0.0
17427,61e1b1c3,0,123,73,42.0,8.0,24.0,17,33.0,73,9,123,1.0
17449,6206c8f6,0,87,0,80.0,14.0,48.0,1,87.0,0,0,87,0.0
17473,622cba45,0,39,27,19.0,7.0,16.0,3,39.0,27,3,39,0.0
17483,6233ffaf,0,340,14,165.0,42.0,72.0,20,340.0,14,0,340,0.0
17502,625267e1,0,10,104,2.0,2.0,2.0,1,0.0,104,104,10,1.0
17523,6278634e,1,36,28,22.0,19.0,19.0,5,90.0,24,23,90,1.0
17552,629e1a6e,0,115,22,57.0,13.0,34.0,7,115.0,22,0,115,1.0
17572,62bae83f,0,10,0,6.0,2.0,4.0,1,10.0,0,0,10,0.0
17614,62fa69b0,0,33,26,20.0,4.0,17.0,3,33.0,26,12,33,1.0
17625,63090c89,0,43,7,34.0,4.0,12.0,1,43.0,7,7,43,0.0
17632,6309f8fe,0,3,52,0.0,0.0,0.0,1,0.0,52,52,3,1.0
17643,631bde14,0,3,120,0.0,0.0,0.0,1,0.0,120,120,3,1.0
17645,631df895,0,33,10,24.0,15.0,21.0,3,33.0,10,10,33,0.0
17652,6320ec96,0,4,9,1.0,1.0,1.0,1,4.0,9,9,4,0.0
17656,632357f2,0,16,67,10.0,3.0,8.0,1,0.0,67,67,16,1.0
17663,632e9b7b,0,6,79,3.0,1.0,1.0,2,0.0,79,77,6,1.0
17686,6353e30d,0,4,9,1.0,1.0,1.0,1,4.0,9,9,4,0.0
17708,636bcdaf,0,51,47,13.0,4.0,6.0,2,47.0,47,10,51,1.0
17734,638bfd2b,0,4,14,1.0,1.0,1.0,1,4.0,14,14,4,0.0
17743,63955eea,0,14,21,5.0,2.0,4.0,2,14.0,21,15,14,0.0
17833,6427a49f,0,21,5,8.0,6.0,6.0,2,21.0,5,5,21,0.0
17841,6435b4d2,0,24,37,9.0,2.0,7.0,5,11.0,37,13,24,0.0
17843,643784b6,1,2,0,1.0,1.0,1.0,1,3.0,0,0,3,1.0
17863,6464b242,0,44,0,38.0,5.0,24.0,1,44.0,0,0,44,0.0
17873,646e5107,0,13,0,4.0,1.0,3.0,1,13.0,0,0,13,1.0
17874,646feb01,0,451,104,356.0,31.0,174.0,27,171.0,104,7,451,1.0
17880,647871f9,2,8,14,5.0,2.0,4.0,2,41.0,10,10,41,0.0
17898,6490af1a,2,251,90,168.0,31.0,108.0,45,62.0,72,10,461,1.0
17916,64a3c2f6,0,40,64,13.0,6.0,9.0,7,19.0,64,0,40,1.0
17925,64b1f544,0,35,31,22.0,5.0,17.0,4,35.0,31,1,35,0.0
17930,64ba3a90,0,194,10,139.0,33.0,86.0,8,194.0,10,3,194,0.0
17967,64f0bfd7,0,73,72,30.0,8.0,20.0,7,70.0,72,5,73,0.0
17996,6518264a,0,184,34,165.0,18.0,72.0,8,161.0,34,4,184,1.0
18048,655b60cd,0,13,1,6.0,2.0,4.0,1,13.0,1,1,13,1.0
18067,657244f2,0,68,9,33.0,7.0,11.0,5,68.0,9,1,68,0.0
18070,657592da,0,138,8,113.0,14.0,47.0,2,138.0,8,2,138,1.0
18085,658740ea,0,38,22,18.0,3.0,13.0,5,38.0,22,2,38,0.0
18088,65885b71,0,172,52,119.0,12.0,39.0,10,141.0,52,4,172,1.0
18119,65b201a4,0,16,12,6.0,4.0,4.0,1,16.0,12,12,16,0.0
18154,65ec1b06,0,44,10,28.0,11.0,22.0,2,44.0,10,10,44,0.0
18191,661b784b,0,101,22,75.0,8.0,43.0,5,101.0,22,12,101,0.0
18200,662780c7,0,92,16,67.0,6.0,39.0,7,92.0,16,1,92,0.0
