,person,cant_sesiones_inac45MIN_ult_9999_dias,promedio_sesiones_sec_inac45MIN_ult_9999_dias,tiempo_total_sesiones_sec_inac45MIN_ult_9999_dias,cant_sesiones_inac45MIN_ult_30_dias,promedio_sesiones_sec_inac45MIN_ult_30_dias,tiempo_total_sesiones_sec_inac45MIN_ult_30_dias,cant_sesiones_inac45MIN_ult_25_dias,promedio_sesiones_sec_inac45MIN_ult_25_dias,tiempo_total_sesiones_sec_inac45MIN_ult_25_dias,cant_sesiones_inac45MIN_ult_20_dias,promedio_sesiones_sec_inac45MIN_ult_20_dias,tiempo_total_sesiones_sec_inac45MIN_ult_20_dias,cant_sesiones_inac45MIN_ult_15_dias,promedio_sesiones_sec_inac45MIN_ult_15_dias,tiempo_total_sesiones_sec_inac45MIN_ult_15_dias,cant_sesiones_inac45MIN_ult_10_dias,promedio_sesiones_sec_inac45MIN_ult_10_dias,tiempo_total_sesiones_sec_inac45MIN_ult_10_dias,cant_sesiones_inac45MIN_ult_5_dias,promedio_sesiones_sec_inac45MIN_ult_5_dias,tiempo_total_sesiones_sec_inac45MIN_ult_5_dias,cant_sesiones_inac45MIN_ult_1_dias,promedio_sesiones_sec_inac45MIN_ult_1_dias,tiempo_total_sesiones_sec_inac45MIN_ult_1_dias,cant_sesiones_inac30MIN_ult_9999_dias,promedio_sesiones_sec_inac30MIN_ult_9999_dias,tiempo_total_sesiones_sec_inac30MIN_ult_9999_dias,cant_sesiones_inac30MIN_ult_30_dias,promedio_sesiones_sec_inac30MIN_ult_30_dias,tiempo_total_sesiones_sec_inac30MIN_ult_30_dias,cant_sesiones_inac30MIN_ult_25_dias,promedio_sesiones_sec_inac30MIN_ult_25_dias,tiempo_total_sesiones_sec_inac30MIN_ult_25_dias,cant_sesiones_inac30MIN_ult_20_dias,promedio_sesiones_sec_inac30MIN_ult_20_dias,tiempo_total_sesiones_sec_inac30MIN_ult_20_dias,cant_sesiones_inac30MIN_ult_15_dias,promedio_sesiones_sec_inac30MIN_ult_15_dias,tiempo_total_sesiones_sec_inac30MIN_ult_15_dias,cant_sesiones_inac30MIN_ult_10_dias,promedio_sesiones_sec_inac30MIN_ult_10_dias,tiempo_total_sesiones_sec_inac30MIN_ult_10_dias,cant_sesiones_inac30MIN_ult_5_dias,promedio_sesiones_sec_inac30MIN_ult_5_dias,tiempo_total_sesiones_sec_inac30MIN_ult_5_dias,cant_sesiones_inac30MIN_ult_1_dias,promedio_sesiones_sec_inac30MIN_ult_1_dias,tiempo_total_sesiones_sec_inac30MIN_ult_1_dias,samsung_vistos,iphone_vistos,motorola_vistos,total_marcas_vistas,%_vistos_samsung,%_vistos_motorola,%_vistos_iphone,modelos_vistos,modelos_distintos,sku_distintos,mod_mas_visto_ult_9999_dias,total_vistos_ult_9999_dias,%_mas_visto_ult_9999_dias,mod_mas_visto_ult_30_dias,total_vistos_ult_30_dias,%_mas_visto_ult_30_dias,mod_mas_visto_ult_25_dias,total_vistos_ult_25_dias,%_mas_visto_ult_25_dias,mod_mas_visto_ult_20_dias,total_vistos_ult_20_dias,%_mas_visto_ult_20_dias,mod_mas_visto_ult_15_dias,total_vistos_ult_15_dias,%_mas_visto_ult_15_dias,mod_mas_visto_ult_10_dias,total_vistos_ult_10_dias,%_mas_visto_ult_10_dias,mod_mas_visto_ult_5_dias,total_vistos_ult_5_dias,%_mas_visto_ult_5_dias,mod_mas_visto_ult_1_dias,total_vistos_ult_1_dias,%_mas_visto_ult_1_dias,#Camino,compro,#pasos_antes_comprar,primera_actividad_ultimo_paso,ultima_actividad,primera_actividad,check_ult_9999_dias,check_ult_30_dias,check_ult_25_dias,check_ult_20_dias,check_ult_15_dias,check_ult_10_dias,check_ult_5_dias,check_ult_1_dias,ult_checkout_dias,ult_checkout_segundos,mod_dist_check_ult_9999_dias,mod_dist_check_ult_30_dias,mod_dist_check_ult_25_dias,mod_dist_check_ult_20_dias,mod_dist_check_ult_15_dias,mod_dist_check_ult_10_dias,mod_dist_check_ult_5_dias,mod_dist_check_ult_1_dias,act_ult_9999_dias,act_ult_30_dias,act_ult_25_dias,act_ult_20_dias,act_ult_15_dias,act_ult_10_dias,act_ult_5_dias,act_ult_1_dias,conv_ult_9999_dias,conv_ult_30_dias,conv_ult_25_dias,conv_ult_20_dias,conv_ult_15_dias,conv_ult_10_dias,conv_ult_5_dias,conv_ult_1_dias,label
30503,c9a79073,9,178.0,1606.0,6.0,84.0,503.00000000000006,6.0,84.0,503.00000000000006,6.0,84.0,503.00000000000006,6.0,84.0,503.00000000000006,2.0,72.0,143.0,1.0,72.0,72.0,0.0,0.0,0.0,9,178.0,1606.0,6.0,84.0,503.00000000000006,6.0,84.0,503.00000000000006,6.0,84.0,503.00000000000006,6.0,84.0,503.00000000000006,2.0,72.0,143.0,1.0,72.0,72.0,0.0,0.0,0.0,25.0,73.0,0.0,98.0,0.25510204081632654,0.0,0.7448979591836735,99.0,15.0,56.0,43.0,99.0,0.43434343434343436,30.0,54.0,0.5555555555555556,30.0,54.0,0.5555555555555556,30.0,54.0,0.5555555555555556,30.0,54.0,0.5555555555555556,14.0,25.0,0.56,4.0,13.0,0.3076923076923077,0.0,0.0,0.0,0,0,133,64,3,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133,73.0,73.0,73.0,73.0,32.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30504,c9a83ddf,19,398.0,7563.000000000001,19.0,398.0,7563.000000000001,19.0,398.0,7563.000000000001,19.0,398.0,7563.000000000001,19.0,398.0,7563.000000000001,19.0,398.0,7563.000000000001,14.0,518.0,7258.0,6.0,806.0,4837.0,20,254.00000000000003,5077.0,20.0,254.00000000000003,5077.0,20.0,254.00000000000003,5077.0,20.0,254.00000000000003,5077.0,20.0,254.00000000000003,5077.0,20.0,254.00000000000003,5077.0,15.0,318.0,4772.0,7.0,336.0,2351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,3.0,16.0,44.0,65.0,0.676923076923077,44.0,65.0,0.676923076923077,44.0,65.0,0.676923076923077,44.0,65.0,0.676923076923077,44.0,65.0,0.676923076923077,44.0,65.0,0.676923076923077,42.0,52.0,0.8076923076923077,15.0,15.0,1.0,0,0,106,9,0,9,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,79807.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,106,106.0,106.0,106.0,106.0,106.0,78.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30521,c9c3348d,1,259.0,259.0,1.0,259.0,259.0,1.0,259.0,259.0,1.0,259.0,259.0,1.0,259.0,259.0,1.0,259.0,259.0,1.0,259.0,259.0,0.0,0.0,0.0,1,259.0,259.0,1.0,259.0,259.0,1.0,259.0,259.0,1.0,259.0,259.0,1.0,259.0,259.0,1.0,259.0,259.0,1.0,259.0,259.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.5,0.0,0.5,2.0,2.0,2.0,1.0,2.0,0.5,1.0,2.0,0.5,1.0,2.0,0.5,1.0,2.0,0.5,1.0,2.0,0.5,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,0.0,0,0,10,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,129149.00000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,10,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30523,c9c59030,2,418.0,837.0,2.0,418.0,837.0,2.0,418.0,837.0,2.0,418.0,837.0,2.0,418.0,837.0,2.0,418.0,837.0,2.0,418.0,837.0,0.0,0.0,0.0,2,418.0,837.0,2.0,418.0,837.0,2.0,418.0,837.0,2.0,418.0,837.0,2.0,418.0,837.0,2.0,418.0,837.0,2.0,418.0,837.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,7.0,7.0,9.0,0.7777777777777778,7.0,9.0,0.7777777777777778,7.0,9.0,0.7777777777777778,7.0,9.0,0.7777777777777778,7.0,9.0,0.7777777777777778,7.0,9.0,0.7777777777777778,7.0,9.0,0.7777777777777778,0.0,0.0,0.0,0,0,14,4,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30524,c9c822d0,1,2933.0,2933.0,1.0,2933.0,2933.0,1.0,2933.0,2933.0,1.0,2933.0,2933.0,1.0,2933.0,2933.0,1.0,2933.0,2933.0,1.0,2933.0,2933.0,0.0,0.0,0.0,2,408.0,816.0,2.0,408.0,816.0,2.0,408.0,816.0,2.0,408.0,816.0,2.0,408.0,816.0,2.0,408.0,816.0,2.0,408.0,816.0,0.0,0.0,0.0,3.0,34.0,0.0,37.0,0.08108108108108109,0.0,0.918918918918919,37.0,4.0,26.0,22.0,37.0,0.5945945945945946,22.0,37.0,0.5945945945945946,22.0,37.0,0.5945945945945946,22.0,37.0,0.5945945945945946,22.0,37.0,0.5945945945945946,22.0,37.0,0.5945945945945946,22.0,37.0,0.5945945945945946,0.0,0.0,0.0,0,0,45,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,119851.00000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,45,45.0,45.0,45.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30525,c9c96c81,20,1686.0,33712.0,20.0,1686.0,33712.0,20.0,1686.0,33712.0,18.0,1789.0,32206.000000000004,17.0,1874.0000000000002,31861.000000000004,13.0,1558.0,20252.0,9.0,1839.0000000000002,16553.0,1.0,1.0,1.0,22,1345.0,29596.000000000004,22.0,1345.0,29596.000000000004,22.0,1345.0,29596.000000000004,20.0,1404.0,28090.0,19.0,1460.0,27745.0,13.0,1558.0,20252.0,9.0,1839.0000000000002,16553.0,1.0,1.0,1.0,258.0,7.0,2.0,267.0,0.9662921348314607,0.00749063670411985,0.026217228464419477,287.0,41.0,126.0,47.0,287.0,0.16376306620209058,47.0,287.0,0.16376306620209058,47.0,287.0,0.16376306620209058,47.0,276.0,0.17028985507246377,47.0,271.0,0.17343173431734318,36.0,194.0,0.18556701030927836,25.0,135.0,0.18518518518518517,1.0,1.0,1.0,6,0,32,1,0,20,17.0,17.0,17.0,17.0,17.0,11.0,8.0,0.0,1.0,97035.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,0.0,625,625.0,625.0,603.0,589.0,367.0,247.0,3.0,6.0,6.0,6.0,6.0,6.0,4.0,3.0,0.0,1.0
30535,c9da07b0,1,88.0,88.0,1.0,88.0,88.0,1.0,88.0,88.0,1.0,88.0,88.0,1.0,88.0,88.0,1.0,88.0,88.0,1.0,88.0,88.0,0.0,0.0,0.0,1,88.0,88.0,1.0,88.0,88.0,1.0,88.0,88.0,1.0,88.0,88.0,1.0,88.0,88.0,1.0,88.0,88.0,1.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,6,4,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,6.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30577,ca1bd2d9,1,897.0,897.0,1.0,897.0,897.0,1.0,897.0,897.0,1.0,897.0,897.0,1.0,897.0,897.0,1.0,897.0,897.0,1.0,897.0,897.0,0.0,0.0,0.0,1,897.0,897.0,1.0,897.0,897.0,1.0,897.0,897.0,1.0,897.0,897.0,1.0,897.0,897.0,1.0,897.0,897.0,1.0,897.0,897.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,1.0,0.0,0.0,5.0,1.0,2.0,5.0,5.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,0.0,0.0,0.0,1,0,13,1,1,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,172680.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,24,24.0,24.0,24.0,24.0,24.0,24.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
30581,ca24dc30,4,1.0,3.0,4.0,1.0,3.0,4.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,3.0,4.0,1.0,3.0,4.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,1.0,0.0,0.0,5.0,2.0,3.0,4.0,5.0,0.8,4.0,5.0,0.8,4.0,5.0,0.8,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,14,20,9,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,14.0,14.0,7.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30614,ca6641dc,21,678.0,14240.0,4.0,73.0,291.0,4.0,73.0,291.0,4.0,73.0,291.0,3.0,53.0,158.0,3.0,53.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,23,434.0,9991.0,4.0,73.0,291.0,4.0,73.0,291.0,4.0,73.0,291.0,3.0,53.0,158.0,3.0,53.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,1.0,36.0,0.027777777777777776,0.027777777777777776,0.9444444444444444,38.0,10.0,24.0,15.0,38.0,0.39473684210526316,1.0,2.0,0.5,1.0,2.0,0.5,1.0,2.0,0.5,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,153,135,5,135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153,16.0,16.0,16.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30622,ca741cfc,1,311.0,311.0,1.0,311.0,311.0,1.0,311.0,311.0,1.0,311.0,311.0,1.0,311.0,311.0,1.0,311.0,311.0,0.0,0.0,0.0,0.0,0.0,0.0,1,311.0,311.0,1.0,311.0,311.0,1.0,311.0,311.0,1.0,311.0,311.0,1.0,311.0,311.0,1.0,311.0,311.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,8,8,8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,8.0,774401.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,10,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30708,cb0e1f46,12,535.0,6418.0,9.0,346.0,3112.0,8.0,378.0,3022.0,8.0,378.0,3022.0,8.0,378.0,3022.0,5.0,238.00000000000003,1189.0,4.0,211.0,845.0,0.0,0.0,0.0,12,535.0,6418.0,9.0,346.0,3112.0,8.0,378.0,3022.0,8.0,378.0,3022.0,8.0,378.0,3022.0,5.0,238.00000000000003,1189.0,4.0,211.0,845.0,0.0,0.0,0.0,7.0,2.0,43.0,52.0,0.1346153846153846,0.8269230769230769,0.038461538461538464,54.0,14.0,34.0,16.0,54.0,0.2962962962962963,16.0,33.0,0.48484848484848486,16.0,27.0,0.5925925925925926,16.0,27.0,0.5925925925925926,16.0,27.0,0.5925925925925926,7.0,11.0,0.6363636363636364,1.0,2.0,0.5,0.0,0.0,0.0,0,0,147,42,2,42,8.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,14.0,1212864.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,147,83.0,72.0,72.0,72.0,42.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30767,cb67cccc,1,477.00000000000006,477.00000000000006,1.0,477.00000000000006,477.00000000000006,1.0,477.00000000000006,477.00000000000006,1.0,477.00000000000006,477.00000000000006,1.0,477.00000000000006,477.00000000000006,1.0,477.00000000000006,477.00000000000006,0.0,0.0,0.0,0.0,0.0,0.0,1,477.00000000000006,477.00000000000006,1.0,477.00000000000006,477.00000000000006,1.0,477.00000000000006,477.00000000000006,1.0,477.00000000000006,477.00000000000006,1.0,477.00000000000006,477.00000000000006,1.0,477.00000000000006,477.00000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,9,8,8,8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,8.0,702215.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,9,9.0,9.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30773,cb707309,11,130.0,1431.0,5.0,208.0,1039.0,4.0,260.0,1039.0,4.0,260.0,1039.0,4.0,260.0,1039.0,2.0,352.0,703.0,2.0,352.0,703.0,1.0,684.0,684.0,11,130.0,1431.0,5.0,208.0,1039.0,4.0,260.0,1039.0,4.0,260.0,1039.0,4.0,260.0,1039.0,2.0,352.0,703.0,2.0,352.0,703.0,1.0,684.0,684.0,63.0,4.0,0.0,67.0,0.9402985074626866,0.0,0.05970149253731343,68.0,10.0,34.0,32.0,68.0,0.47058823529411764,24.0,42.0,0.5714285714285714,24.0,42.0,0.5714285714285714,24.0,42.0,0.5714285714285714,24.0,42.0,0.5714285714285714,7.0,16.0,0.4375,7.0,16.0,0.4375,7.0,13.0,0.5384615384615384,0,0,99,110,0,110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,53.0,51.0,51.0,51.0,20.0,20.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30778,cb7ac002,2,184.0,367.0,2.0,184.0,367.0,2.0,184.0,367.0,2.0,184.0,367.0,2.0,184.0,367.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,184.0,367.0,2.0,184.0,367.0,2.0,184.0,367.0,2.0,184.0,367.0,2.0,184.0,367.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,5.0,0.4,0.0,0.6,5.0,4.0,4.0,2.0,5.0,0.4,2.0,5.0,0.4,2.0,5.0,0.4,2.0,5.0,0.4,2.0,5.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30,11,10,11,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,10.0,877131.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,30,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30816,cba8fb47,5,1838.0000000000002,9192.0,5.0,1838.0000000000002,9192.0,2.0,2068.0,4135.0,2.0,2068.0,4135.0,2.0,2068.0,4135.0,2.0,2068.0,4135.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1838.0000000000002,9192.0,5.0,1838.0000000000002,9192.0,2.0,2068.0,4135.0,2.0,2068.0,4135.0,2.0,2068.0,4135.0,2.0,2068.0,4135.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,7.0,16.0,0.5625,0.4375,0.0,17.0,9.0,14.0,7.0,17.0,0.4117647058823529,7.0,17.0,0.4117647058823529,3.0,6.0,0.5,3.0,6.0,0.5,3.0,6.0,0.5,3.0,6.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,54,28,8,28,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,8.0,723522.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,54,54.0,19.0,19.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30817,cbadfe11,3,497.00000000000006,1492.0,1.0,492.00000000000006,492.00000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,497.00000000000006,1492.0,1.0,492.00000000000006,492.00000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,3.0,18.0,23.0,41.0,0.5609756097560976,5.0,9.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,69,36,29,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30823,cbbfa479,1,109.0,109.0,1.0,109.0,109.0,1.0,109.0,109.0,1.0,109.0,109.0,1.0,109.0,109.0,1.0,109.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,1,109.0,109.0,1.0,109.0,109.0,1.0,109.0,109.0,1.0,109.0,109.0,1.0,109.0,109.0,1.0,109.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,11,7,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,11.0,11.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30873,cc07e754,15,312.0,4673.0,4.0,426.0,1704.0,4.0,426.0,1704.0,4.0,426.0,1704.0,4.0,426.0,1704.0,4.0,426.0,1704.0,4.0,426.0,1704.0,0.0,0.0,0.0,15,312.0,4673.0,4.0,426.0,1704.0,4.0,426.0,1704.0,4.0,426.0,1704.0,4.0,426.0,1704.0,4.0,426.0,1704.0,4.0,426.0,1704.0,0.0,0.0,0.0,49.0,170.0,5.0,224.0,0.21875,0.022321428571428572,0.7589285714285714,228.0,35.0,113.0,92.0,228.0,0.40350877192982454,40.0,70.0,0.5714285714285714,40.0,70.0,0.5714285714285714,40.0,70.0,0.5714285714285714,40.0,70.0,0.5714285714285714,40.0,70.0,0.5714285714285714,40.0,70.0,0.5714285714285714,0.0,0.0,0.0,0,0,287,126,1,126,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,7297190.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287,81.0,81.0,81.0,81.0,81.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30877,cc10d938,4,368.0,1470.0,1.0,784.0,784.0,1.0,784.0,784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,368.0,1470.0,1.0,784.0,784.0,1.0,784.0,784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,18.0,0.5,0.0,0.5,19.0,12.0,18.0,3.0,19.0,0.15789473684210525,3.0,10.0,0.3,3.0,10.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,52,55,23,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30958,cc91c67a,1,87.0,87.0,1.0,87.0,87.0,1.0,87.0,87.0,1.0,87.0,87.0,1.0,87.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,87.0,87.0,1.0,87.0,87.0,1.0,87.0,87.0,1.0,87.0,87.0,1.0,87.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,10,10,10,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,10.0,896369.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30963,cca04441,1,2223.0,2223.0,1.0,2223.0,2223.0,1.0,2223.0,2223.0,1.0,2223.0,2223.0,1.0,2223.0,2223.0,1.0,2223.0,2223.0,1.0,2223.0,2223.0,0.0,0.0,0.0,1,2223.0,2223.0,1.0,2223.0,2223.0,1.0,2223.0,2223.0,1.0,2223.0,2223.0,1.0,2223.0,2223.0,1.0,2223.0,2223.0,1.0,2223.0,2223.0,0.0,0.0,0.0,6.0,0.0,4.0,10.0,0.6,0.4,0.0,10.0,5.0,7.0,4.0,10.0,0.4,4.0,10.0,0.4,4.0,10.0,0.4,4.0,10.0,0.4,4.0,10.0,0.4,4.0,10.0,0.4,4.0,10.0,0.4,0.0,0.0,0.0,0,0,42,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,42.0,42.0,42.0,42.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
