,person,#Camino,#pasos_antes_comprar,primera_actividad,modelos_vistos,modelos_distintos,sku_distintos,cantidad_sesiones,primera_actividad_ultimo_paso,ultima_actividad,# Actividades,label
13223,4a7d3c41,1,33,11,15.0,4.0,8.0,6,11,8,42,0.0
13231,4a915ec2,0,158,8,108.0,11.0,45.0,5,8,3,158,1.0
13232,4a9170e4,0,49,19,14.0,9.0,13.0,2,19,17,49,0.0
13234,4a9501a1,0,9,69,3.0,2.0,2.0,2,69,9,9,0.0
13256,4ab57b8a,1,23,43,7.0,3.0,4.0,7,2,2,89,0.0
13261,4abf4ffd,0,26,16,9.0,2.0,7.0,4,16,13,26,0.0
13295,4aeb5dda,0,98,146,38.0,6.0,29.0,13,146,28,98,1.0
13315,4b0d4a9b,0,133,86,70.0,24.0,54.0,17,86,58,133,1.0
13339,4b261dbc,2,22,83,4.0,2.0,3.0,43,7,3,453,0.0
13361,4b38d082,0,4,14,1.0,1.0,1.0,1,14,14,4,0.0
13373,4b4ddb26,0,22,125,8.0,2.0,4.0,2,125,11,22,0.0
13439,4ba571a1,0,12,30,4.0,3.0,4.0,4,30,2,12,1.0
13447,4bae4968,0,6,7,2.0,1.0,2.0,1,7,7,6,0.0
13449,4bb66475,0,12,18,6.0,2.0,5.0,3,18,12,12,0.0
13469,4bcf9126,0,2,3,0.0,0.0,0.0,1,3,3,2,0.0
13500,4bf8e237,0,57,2,36.0,8.0,24.0,3,2,1,57,1.0
13502,4bf9b730,0,77,7,22.0,4.0,10.0,4,7,3,77,0.0
13507,4c002b61,0,17,46,6.0,4.0,6.0,2,46,46,17,1.0
13526,4c196c48,0,30,37,16.0,3.0,7.0,1,37,37,30,1.0
13541,4c28a254,0,174,58,109.0,3.0,34.0,38,58,14,174,0.0
13548,4c2f2c48,0,90,7,45.0,7.0,21.0,12,7,0,90,0.0
13562,4c483187,0,39,15,21.0,5.0,15.0,1,15,15,39,0.0
13592,4c7747ce,2,10,7,3.0,2.0,2.0,5,3,3,126,0.0
13596,4c7c77a7,0,20,22,4.0,3.0,3.0,3,22,14,20,0.0
13602,4c827b99,1,7,0,3.0,1.0,1.0,1,0,0,15,0.0
13629,4ca92e0d,1,23,80,17.0,6.0,15.0,7,10,2,91,0.0
13630,4cad42fd,0,14,13,1.0,1.0,1.0,2,13,13,14,1.0
13678,4cf80018,0,27,137,6.0,3.0,6.0,6,137,4,27,1.0
13695,4d149696,0,277,65,235.0,10.0,101.0,10,65,12,277,1.0
13716,4d2f1297,0,24,0,18.0,7.0,15.0,2,0,0,24,1.0
13718,4d344a9a,0,11,15,5.0,2.0,4.0,2,15,10,11,0.0
13720,4d35cccf,0,8,13,2.0,1.0,2.0,1,13,13,8,0.0
13749,4d6695e3,0,28,119,12.0,4.0,11.0,4,119,13,28,1.0
13788,4d98d84f,0,3,12,0.0,0.0,0.0,1,12,12,3,0.0
13791,4d9db593,0,136,1,96.0,12.0,47.0,6,1,0,136,0.0
13800,4db79fd3,0,161,0,143.0,19.0,48.0,2,0,0,161,0.0
13803,4db9ade6,0,20,2,3.0,2.0,3.0,2,2,0,20,0.0
13804,4dba5578,0,34,13,21.0,11.0,16.0,1,13,13,34,0.0
13813,4dc781e9,0,23,7,14.0,2.0,8.0,2,7,7,23,0.0
13828,4dd513b3,2,204,90,61.0,17.0,36.0,34,84,1,378,1.0
13837,4ddd5968,0,5,12,1.0,1.0,1.0,1,12,12,5,0.0
13843,4de2479a,2,9,91,4.0,3.0,4.0,10,2,2,122,1.0
13864,4dfd3d22,0,8,9,2.0,1.0,1.0,1,9,9,8,0.0
13890,4e248048,0,15,13,10.0,2.0,7.0,1,13,13,15,0.0
13919,4e52fdfd,0,25,47,15.0,3.0,9.0,4,47,3,25,0.0
13930,4e560208,7,22,142,13.0,5.0,11.0,21,16,1,185,1.0
13947,4e64394b,0,70,12,54.0,4.0,15.0,3,12,3,70,1.0
13949,4e658b6c,0,1,6,0.0,0.0,0.0,1,6,6,1,0.0
13972,4e8103d8,0,66,13,36.0,6.0,13.0,5,13,9,66,1.0
13984,4e949fde,0,18,34,7.0,3.0,4.0,2,34,3,18,1.0
14002,4ead4504,0,95,0,40.0,8.0,21.0,2,0,0,95,1.0
14016,4ebb61f8,0,57,78,24.0,4.0,20.0,12,78,55,57,1.0
14017,4ebc0045,0,41,18,21.0,4.0,8.0,5,18,9,41,0.0
14044,4ee533ee,0,89,34,16.0,11.0,13.0,6,34,19,89,1.0
14046,4ee924a3,0,29,9,14.0,3.0,11.0,2,9,0,30,0.0
14048,4eec4b16,0,15,10,9.0,5.0,6.0,2,10,9,15,1.0
14067,4f0e655e,0,125,61,79.0,10.0,27.0,6,61,12,125,0.0
14080,4f2e6588,0,19,6,6.0,2.0,5.0,5,6,2,19,0.0
14098,4f45efd5,0,13,15,7.0,1.0,6.0,1,15,15,13,0.0
14170,4fc7f122,0,34,7,6.0,4.0,4.0,5,7,6,34,0.0
14185,4fda7917,0,19,16,10.0,3.0,6.0,1,16,16,19,0.0
14196,4fe68a28,1,24,0,4.0,2.0,4.0,2,0,0,25,1.0
14270,50367875,0,53,10,41.0,15.0,24.0,2,10,9,53,1.0
14429,505a0310,0,28,5,21.0,8.0,18.0,1,5,5,28,1.0
14430,505b39f3,0,6,0,3.0,1.0,1.0,2,0,0,7,1.0
14432,505f343f,0,34,51,9.0,3.0,5.0,7,51,14,34,0.0
14463,50894505,3,540,87,421.0,25.0,112.0,65,56,0,851,0.0
14488,50a6fc64,0,36,13,24.0,3.0,13.0,2,13,10,36,0.0
14509,50b9e94c,0,7,1,4.0,1.0,3.0,1,1,1,7,1.0
14560,51085938,0,11,15,4.0,1.0,3.0,2,15,14,11,1.0
14565,510bdbaa,0,29,10,6.0,3.0,4.0,3,10,8,29,0.0
14573,5113f436,3,25,3,7.0,1.0,4.0,11,2,0,170,0.0
14585,5123e3e1,0,76,2,34.0,16.0,23.0,4,2,0,76,0.0
14614,51670cac,0,20,9,15.0,3.0,8.0,1,9,9,20,0.0
14616,5169335d,0,38,1,24.0,3.0,16.0,2,1,1,38,0.0
14655,519da79d,0,38,8,27.0,6.0,22.0,3,8,3,38,1.0
14663,51ada1af,0,7,14,2.0,1.0,1.0,1,14,14,7,0.0
14679,51b7f3d7,0,16,7,10.0,5.0,8.0,1,7,7,16,0.0
14680,51b84636,0,23,1,1.0,1.0,1.0,2,1,0,23,0.0
14686,51c17c47,0,11,1,5.0,1.0,3.0,2,1,1,11,0.0
14697,51cecf11,0,93,24,81.0,8.0,48.0,3,24,7,93,0.0
14710,51f81030,0,19,127,5.0,2.0,2.0,5,127,111,19,1.0
14714,51fde0cb,0,126,78,83.0,24.0,42.0,9,78,11,126,1.0
14720,520a4f00,0,4,0,1.0,1.0,1.0,1,0,0,4,0.0
14742,522185b9,0,11,7,2.0,2.0,2.0,4,7,2,11,0.0
14766,523eddfa,0,11,15,6.0,2.0,4.0,1,15,15,11,0.0
14833,52ac5248,0,118,103,71.0,6.0,36.0,9,103,4,118,1.0
14851,52c2313f,0,33,14,13.0,2.0,8.0,1,14,14,33,0.0
14855,52c67e00,1,123,15,91.0,23.0,49.0,15,10,1,253,1.0
14911,530ab705,0,6,12,2.0,1.0,2.0,1,12,12,6,1.0
14971,53626cc1,0,10,1,2.0,1.0,1.0,1,1,1,10,0.0
14975,536fd101,0,3,14,1.0,1.0,1.0,1,14,14,3,1.0
14986,537a90ff,1,51,17,2.0,1.0,1.0,16,17,10,58,0.0
15002,538c3e87,0,57,64,46.0,10.0,20.0,4,64,16,57,1.0
15005,53943251,0,21,0,12.0,8.0,9.0,1,0,0,21,0.0
15009,539de5e5,0,39,9,9.0,2.0,5.0,3,9,6,39,0.0
15018,53a409c8,1,17,63,1.0,1.0,1.0,6,63,52,28,1.0
15025,53acc994,1,33,11,17.0,3.0,6.0,7,8,4,65,0.0
15026,53b0bacd,0,3,26,1.0,1.0,1.0,1,26,26,3,0.0
15033,53b9ea87,0,6,16,2.0,1.0,1.0,1,16,16,6,0.0
15057,53cfdbb6,0,1104,74,928.0,70.0,390.0,27,74,3,1104,0.0
15108,54358ebe,0,14,0,5.0,1.0,4.0,2,0,0,14,0.0
15113,5439d2cf,0,22,8,5.0,2.0,2.0,1,8,8,22,0.0
15124,544472be,0,120,14,71.0,12.0,31.0,6,14,6,120,1.0
15133,544aaf42,3,15,41,0.0,0.0,0.0,17,1,0,251,1.0
15153,54633dbb,0,7,1,2.0,2.0,2.0,2,1,1,7,1.0
15199,54a2de05,0,50,138,14.0,6.0,11.0,10,138,94,50,1.0
15212,54bb7539,0,60,2,47.0,13.0,35.0,4,2,1,60,1.0
15223,54d29a63,0,130,5,34.0,4.0,18.0,10,5,2,130,0.0
15239,54eddef0,0,20,7,8.0,2.0,7.0,2,7,5,20,0.0
15247,54fb59e3,0,31,26,11.0,4.0,6.0,6,26,5,31,1.0
15270,5515207d,0,16,46,1.0,1.0,1.0,2,46,7,16,0.0
15278,551fad73,1,7,8,3.0,1.0,3.0,1,8,8,35,0.0
15349,558032b4,0,16,11,3.0,1.0,2.0,2,11,8,16,0.0
15351,55827b4b,0,111,103,80.0,14.0,30.0,6,103,0,111,1.0
15379,55a7179e,0,3,41,1.0,1.0,1.0,1,41,41,3,1.0
15388,55b9149a,0,10,12,6.0,1.0,5.0,1,12,12,10,0.0
15398,55bbcd16,0,25,3,14.0,2.0,9.0,2,3,1,25,0.0
15449,56011e68,1,43,76,9.0,4.0,7.0,13,75,27,64,1.0
15485,56286924,0,3,1,1.0,1.0,1.0,1,1,1,3,1.0
15486,562929c8,0,551,31,316.0,58.0,166.0,20,31,0,551,1.0
15504,564c3763,0,9,1,3.0,1.0,3.0,2,1,1,9,1.0
15522,56695c10,0,11,73,1.0,1.0,1.0,2,73,15,11,0.0
15548,5691cbf6,0,78,14,52.0,11.0,34.0,6,14,7,78,0.0
15570,56a9754a,0,11,14,6.0,1.0,3.0,1,14,14,11,0.0
15618,56eeab80,0,556,61,271.0,52.0,163.0,20,61,5,556,0.0
15627,56fd3f22,1,4,14,1.0,1.0,1.0,2,14,6,19,0.0
15653,571cfa13,0,187,53,127.0,10.0,64.0,11,53,2,187,0.0
15664,5729a413,0,9,69,3.0,1.0,3.0,2,69,12,9,0.0
15667,5731916f,0,9,7,2.0,1.0,1.0,1,7,7,9,0.0
15686,574f0cb2,0,41,30,25.0,5.0,21.0,2,30,10,41,0.0
15693,5768416f,0,12,7,3.0,1.0,2.0,1,7,7,12,1.0
15706,577293ad,0,3,26,1.0,1.0,1.0,1,26,26,3,0.0
15708,57767b68,0,41,22,22.0,7.0,15.0,2,22,0,41,0.0
15714,57821709,0,11,2,2.0,1.0,2.0,1,2,2,11,0.0
15732,578cefef,0,137,11,100.0,8.0,46.0,3,11,1,137,1.0
15737,5792deb4,0,52,0,43.0,3.0,19.0,2,0,0,52,1.0
15770,57b7ecd9,0,4,6,1.0,1.0,1.0,1,6,6,4,0.0
15807,57ed2cc9,0,160,20,59.0,8.0,32.0,17,20,0,160,1.0
15824,580d91b9,0,95,10,82.0,3.0,37.0,1,10,10,95,1.0
15833,581518b6,0,8,10,3.0,3.0,3.0,1,10,10,8,1.0
15854,583473ab,0,20,0,4.0,1.0,3.0,2,0,0,20,1.0
15861,58438002,0,8,3,2.0,2.0,2.0,2,3,1,8,0.0
15865,5847cac8,0,3,74,0.0,0.0,0.0,1,74,74,3,1.0
15887,586d03c9,0,12,9,3.0,1.0,3.0,1,9,9,12,0.0
15896,587ce7f9,1,61,3,6.0,3.0,6.0,14,2,0,109,1.0
15908,58a05c95,0,69,64,20.0,4.0,10.0,9,64,0,69,0.0
15956,58e26c5d,0,168,111,113.0,8.0,64.0,17,111,5,168,1.0
15964,58ecf69c,0,10,1,4.0,1.0,2.0,1,1,1,10,0.0
15974,58f21eaf,0,16,0,3.0,3.0,3.0,1,0,0,16,1.0
16068,5988298f,0,28,45,9.0,4.0,6.0,5,45,5,28,1.0
16089,599e60ec,0,3,9,0.0,0.0,0.0,1,9,9,3,1.0
16114,59c2bed3,1,69,86,47.0,11.0,35.0,4,0,0,86,1.0
16115,59c318bd,0,279,0,95.0,30.0,56.0,4,0,0,279,1.0
16121,59cba97c,0,89,101,44.0,4.0,23.0,14,101,1,89,0.0
16131,59d92775,0,65,51,32.0,10.0,20.0,8,51,9,65,0.0
16179,5a19be22,0,6,6,1.0,1.0,1.0,1,6,6,6,0.0
16210,5a51d822,0,29,1,8.0,1.0,4.0,1,1,1,29,0.0
16221,5a5cb85f,4,7,45,3.0,2.0,3.0,17,5,0,63,0.0
16245,5a73b30f,0,583,87,275.0,11.0,98.0,71,87,9,583,0.0
16255,5a8a08cc,0,5,3,1.0,1.0,1.0,1,3,3,5,0.0
16256,5a8a4d3e,0,33,15,13.0,6.0,12.0,3,15,1,33,0.0
16280,5abbe77c,0,21,19,6.0,2.0,4.0,4,19,15,21,0.0
16328,5b0f4b0a,0,20,49,12.0,3.0,11.0,2,49,6,20,1.0
16333,5b1739cc,0,28,113,14.0,3.0,5.0,4,113,83,28,1.0
16338,5b1cbe8d,0,4,8,1.0,1.0,1.0,1,8,8,4,0.0
16341,5b2229b2,0,19,11,9.0,1.0,4.0,1,11,11,19,0.0
16350,5b30e395,0,16,3,8.0,2.0,8.0,2,3,0,16,1.0
16356,5b3e3a1e,0,66,8,30.0,16.0,22.0,4,8,1,66,0.0
16359,5b42750e,0,74,15,64.0,6.0,34.0,1,15,15,74,0.0
16374,5b5012e6,0,17,7,8.0,4.0,4.0,1,7,7,17,0.0
16381,5b6054e7,0,43,85,16.0,4.0,9.0,6,85,57,43,1.0
16410,5b88272e,0,58,13,48.0,9.0,39.0,2,13,12,58,0.0
16469,5bf217ac,0,9,8,6.0,2.0,4.0,1,8,8,9,1.0
16484,5c1840ff,0,70,5,24.0,8.0,14.0,5,5,0,70,0.0
16507,5c2e66a4,0,16,15,4.0,1.0,3.0,1,15,15,16,1.0
16551,5c862f3c,0,6,2,1.0,1.0,1.0,2,2,1,6,1.0
16557,5c8decb7,0,48,16,24.0,4.0,17.0,1,16,16,48,0.0
16654,5d0c3446,0,61,91,52.0,12.0,36.0,4,91,6,61,1.0
16669,5d270d08,0,4,14,1.0,1.0,1.0,1,14,14,4,0.0
16673,5d2b6047,0,4,51,1.0,1.0,1.0,1,51,51,4,0.0
16677,5d2be13d,3,152,31,125.0,21.0,67.0,10,15,14,388,1.0
16690,5d459163,0,4,7,1.0,1.0,1.0,1,7,7,4,0.0
16692,5d46b978,0,4,80,0.0,0.0,0.0,1,80,80,4,0.0
16729,5d7776a0,0,57,37,35.0,4.0,27.0,5,37,13,57,0.0
16740,5d7e9fb9,1,8,15,1.0,1.0,1.0,1,15,15,16,0.0
16743,5d85c6f5,0,12,8,7.0,2.0,6.0,1,8,8,12,0.0
16760,5da52eca,0,42,15,13.0,3.0,11.0,8,15,2,42,0.0
16761,5da69d39,0,282,72,112.0,17.0,58.0,20,72,7,282,0.0
16775,5dc1ffeb,0,67,72,25.0,3.0,8.0,8,72,5,67,0.0
16785,5dc9e87b,0,6,14,2.0,2.0,2.0,1,14,14,6,0.0
16829,5e17d80c,0,36,36,19.0,5.0,11.0,3,36,5,36,0.0
16830,5e18c12d,0,26,30,9.0,2.0,7.0,3,30,10,26,0.0
16834,5e1b3f7c,1,47,94,31.0,4.0,16.0,8,16,8,166,0.0
16839,5e2550fa,1,23,40,5.0,4.0,4.0,10,31,0,68,0.0
16864,5e55fb94,0,38,42,23.0,6.0,13.0,3,42,18,38,1.0
16871,5e5f4094,0,14,13,6.0,3.0,4.0,3,13,8,14,0.0
16888,5e7d9f76,0,20,11,9.0,3.0,5.0,3,11,0,20,0.0
16890,5e866083,0,12,20,10.0,2.0,7.0,1,20,20,12,1.0
16895,5e8aa24e,1,47,13,27.0,6.0,15.0,7,13,2,108,0.0
16898,5e92d4f3,0,22,0,10.0,5.0,7.0,1,0,0,22,0.0
16906,5ea0c1b7,0,144,76,30.0,14.0,18.0,14,76,1,144,0.0
16917,5eb0a22a,0,21,2,2.0,1.0,1.0,1,2,2,21,0.0
16962,5ef611ac,0,66,85,17.0,10.0,13.0,9,85,8,66,1.0
16964,5ef8fdb4,0,10,6,2.0,2.0,2.0,1,6,6,10,0.0
17011,5f4804d6,0,754,48,613.0,59.0,214.0,32,48,0,754,0.0
17034,5f63967f,0,35,45,14.0,11.0,12.0,5,45,17,35,1.0
17035,5f6539a4,0,21,10,9.0,4.0,4.0,3,10,7,21,0.0
17041,5f6b3ed2,0,60,54,13.0,9.0,11.0,4,54,43,60,0.0
17066,5f802adb,0,71,13,22.0,4.0,13.0,4,13,1,71,1.0
17080,5f9635f5,0,37,4,8.0,7.0,8.0,2,4,1,37,0.0
17085,5f9fa056,0,4,1,1.0,1.0,1.0,1,1,1,4,0.0
17102,5fc6f016,0,76,2,37.0,6.0,22.0,4,2,0,76,1.0
17107,5fcdd746,0,1,10,0.0,0.0,0.0,1,10,10,1,0.0
17113,5fda7c03,1,19,43,11.0,2.0,7.0,17,12,2,374,0.0
17137,5ffaf0d0,1,25,45,16.0,2.0,8.0,3,1,1,123,1.0
17138,5ffb7388,0,8,15,1.0,1.0,1.0,2,15,14,8,0.0
17144,6009e0c0,0,15,25,9.0,5.0,9.0,2,25,14,15,0.0
17149,60170eb3,0,12,14,3.0,1.0,3.0,1,14,14,12,0.0
17150,601718f8,0,4,1,1.0,1.0,1.0,1,1,1,4,0.0
17151,601c7418,0,25,14,12.0,1.0,4.0,1,14,14,25,0.0
17180,604e6a51,0,4,9,1.0,1.0,1.0,1,9,9,4,0.0
17193,605f5da8,0,64,8,39.0,4.0,20.0,4,8,6,64,0.0
17219,60860e8e,2,16,9,3.0,2.0,2.0,15,0,0,224,0.0
17239,60aa30c0,0,195,29,85.0,26.0,63.0,17,29,5,195,0.0
17264,60d856e1,0,10,132,3.0,2.0,3.0,2,132,93,10,0.0
17269,60e18ff0,0,6,2,2.0,1.0,1.0,1,2,2,6,0.0
17369,6180f352,0,28,12,11.0,8.0,8.0,1,12,12,28,0.0
17378,6192ea5a,0,29,134,16.0,7.0,13.0,3,134,1,29,1.0
17428,61e1b1c3,0,123,73,42.0,8.0,24.0,16,73,9,123,1.0
17497,6248e8ff,0,3,1,0.0,0.0,0.0,1,1,1,3,0.0
17503,625267e1,0,10,104,2.0,2.0,2.0,1,104,104,10,1.0
17524,6278634e,1,36,28,22.0,19.0,19.0,4,24,23,90,1.0
17537,628e3992,0,127,6,105.0,24.0,69.0,5,6,5,127,0.0
17544,6294a38a,0,30,10,11.0,4.0,11.0,1,10,10,30,0.0
17553,629e1a6e,0,115,22,57.0,13.0,34.0,7,22,0,115,1.0
17593,62cf35c3,0,53,11,36.0,3.0,11.0,6,11,1,53,0.0
17611,62f32506,0,13,8,5.0,1.0,3.0,1,8,8,13,0.0
17615,62fa69b0,0,33,26,20.0,4.0,17.0,3,26,12,33,1.0
17633,6309f8fe,0,3,52,0.0,0.0,0.0,1,52,52,3,1.0
17644,631bde14,0,3,120,0.0,0.0,0.0,1,120,120,3,1.0
17657,632357f2,0,16,67,10.0,3.0,8.0,1,67,67,16,1.0
17661,6327e537,0,4,16,1.0,1.0,1.0,1,16,16,4,0.0
17664,632e9b7b,0,6,79,3.0,1.0,1.0,2,79,77,6,1.0
17699,6357ded2,0,23,16,7.0,2.0,5.0,2,16,12,23,0.0
17709,636bcdaf,0,51,47,13.0,4.0,6.0,2,47,10,51,1.0
17711,636e19a1,0,22,10,4.0,3.0,4.0,4,10,3,22,0.0
17731,638b46be,0,10,16,4.0,1.0,3.0,1,16,16,10,0.0
17733,638bebf1,0,68,8,23.0,10.0,20.0,8,8,2,68,0.0
17749,63a5e612,0,19,0,13.0,5.0,9.0,1,0,0,19,0.0
17769,63c1820b,0,108,20,54.0,7.0,19.0,9,20,1,108,0.0
17784,63dcc26a,0,31,45,19.0,8.0,16.0,3,45,1,31,0.0
17844,643784b6,1,2,0,1.0,1.0,1.0,1,0,0,3,1.0
17862,64605d1d,0,20,8,5.0,1.0,3.0,3,8,2,20,0.0
17874,646e5107,0,13,0,4.0,1.0,3.0,1,0,0,13,1.0
17875,646feb01,0,451,104,356.0,31.0,174.0,26,104,7,451,1.0
17892,648c0f92,0,180,0,166.0,26.0,102.0,1,0,0,180,0.0
17899,6490af1a,2,251,90,168.0,31.0,108.0,39,72,10,461,1.0
17917,64a3c2f6,0,40,64,13.0,6.0,9.0,7,64,0,40,1.0
17948,64cb1859,0,2,2,0.0,0.0,0.0,1,2,2,2,0.0
17951,64cf2168,0,49,10,38.0,2.0,17.0,2,10,6,49,0.0
17997,6518264a,0,184,34,165.0,18.0,72.0,8,34,4,184,1.0
18031,653bf96d,0,4,14,1.0,1.0,1.0,1,14,14,4,0.0
18043,65539e1f,0,33,11,10.0,5.0,6.0,5,11,3,33,0.0
18049,655b60cd,0,13,1,6.0,2.0,4.0,1,1,1,13,1.0
18051,655bedbe,0,29,8,6.0,2.0,4.0,2,8,0,29,0.0
18071,657592da,0,138,8,113.0,14.0,47.0,2,8,2,138,1.0
18089,65885b71,0,172,52,119.0,12.0,39.0,10,52,4,172,1.0
18092,658c2aa6,0,24,8,9.0,2.0,8.0,3,8,0,24,0.0
18110,65a72798,2,11,10,0.0,0.0,0.0,6,10,0,50,0.0
18124,65bc265b,0,250,116,195.0,6.0,54.0,16,116,0,250,0.0
18182,6607829c,0,128,15,83.0,13.0,47.0,6,15,7,128,0.0
18205,662a00b3,1,44,3,27.0,3.0,7.0,2,3,0,49,0.0
18215,66376954,0,90,30,73.0,25.0,53.0,9,30,2,90,0.0
18222,66428052,0,10,13,5.0,1.0,4.0,2,13,10,10,0.0
18230,664658c0,0,54,28,24.0,7.0,20.0,2,28,4,54,0.0
18234,664afc83,0,83,74,22.0,8.0,15.0,8,74,0,83,1.0
18246,666d7197,0,85,29,21.0,6.0,16.0,7,29,15,85,0.0
18257,667bfb54,0,20,32,8.0,3.0,5.0,5,32,14,20,0.0
18302,66a9bff6,2,227,21,157.0,24.0,87.0,21,12,7,741,1.0
18328,66d495e9,0,4,9,1.0,1.0,1.0,1,9,9,4,0.0
18345,66ef1ad2,2,4,16,1.0,1.0,1.0,4,15,14,37,0.0
18362,6703406e,1,31,20,16.0,4.0,10.0,9,11,3,52,0.0
18369,670bf5e1,0,80,1,35.0,6.0,16.0,4,1,0,80,1.0
18420,67582b96,0,9,7,1.0,1.0,1.0,2,7,3,9,0.0
18421,675a531e,0,242,134,159.0,16.0,75.0,25,134,13,242,1.0
18424,676212eb,0,24,13,12.0,3.0,9.0,2,13,13,24,0.0
18432,676e13ba,0,17,1,10.0,4.0,9.0,1,1,1,17,1.0
18435,67734512,0,54,2,39.0,2.0,17.0,1,2,2,54,0.0
18442,677b4089,0,8,4,1.0,1.0,1.0,1,4,4,8,1.0
18466,67a8d8e8,0,127,104,102.0,5.0,33.0,6,104,3,127,0.0
18538,6805c0ac,0,3,36,1.0,1.0,1.0,1,36,36,3,1.0
18555,681c5689,0,139,11,110.0,23.0,64.0,15,11,2,139,1.0
18574,6837c19d,0,15,18,7.0,5.0,6.0,2,18,0,15,0.0
18620,6875f643,0,33,14,11.0,4.0,7.0,8,14,0,33,1.0
18621,687a1e38,0,62,0,20.0,11.0,16.0,1,0,0,62,1.0
18632,68916e67,0,31,15,9.0,7.0,7.0,1,15,15,31,0.0
18651,68ab665e,0,50,38,13.0,5.0,11.0,4,38,16,50,1.0
18669,68bf3c47,1,68,136,23.0,5.0,12.0,22,69,4,179,1.0
18673,68c43519,0,3,140,0.0,0.0,0.0,1,140,140,3,1.0
18694,68e2f359,0,7,30,1.0,1.0,1.0,1,30,30,7,0.0
18699,68e52d63,0,26,7,12.0,3.0,8.0,1,7,7,26,0.0
18709,68f60fb9,0,22,14,12.0,2.0,10.0,2,14,13,22,1.0
18710,68f6e261,0,3,8,1.0,1.0,1.0,1,8,8,3,1.0
18749,6933afaa,0,51,33,35.0,9.0,30.0,5,33,0,51,0.0
18765,6955042b,0,44,2,9.0,4.0,6.0,3,2,0,44,1.0
18802,69968276,0,23,3,7.0,1.0,5.0,2,3,2,23,0.0
18807,699b14ac,0,1,4,0.0,0.0,0.0,1,4,4,1,0.0
18852,69d6510b,0,150,18,129.0,19.0,91.0,5,18,8,150,0.0
18861,69de5c37,3,28,43,13.0,5.0,12.0,6,23,16,108,1.0
18867,69e942e5,0,120,92,51.0,16.0,27.0,16,92,8,120,1.0
18883,6a056c43,0,17,0,3.0,3.0,3.0,1,0,0,17,0.0
18884,6a08a60c,0,125,87,40.0,11.0,27.0,17,87,0,125,1.0
18885,6a08e7c4,0,53,58,32.0,4.0,25.0,3,58,0,53,1.0
18896,6a186876,0,134,30,98.0,22.0,69.0,5,30,3,134,0.0
18906,6a2bfa22,0,22,18,10.0,6.0,8.0,4,18,0,22,0.0
18953,6a5c83db,0,85,0,64.0,8.0,28.0,2,0,0,85,1.0
18959,6a685248,0,5,14,2.0,1.0,1.0,1,14,14,5,0.0
18963,6a6c639c,1,18,81,14.0,1.0,8.0,5,79,78,88,1.0
18965,6a733bad,0,13,6,7.0,3.0,5.0,2,6,3,13,1.0
18992,6a91ec37,0,58,12,39.0,5.0,13.0,3,12,0,58,1.0
18993,6a96dd12,0,504,62,457.0,30.0,149.0,22,62,0,504,0.0
19054,6ade5d5b,0,139,79,87.0,15.0,48.0,13,79,1,139,1.0
19068,6aefb160,0,65,8,40.0,13.0,29.0,1,8,8,65,0.0
19080,6afbc1ae,3,26,11,4.0,1.0,4.0,17,10,6,103,0.0
19141,6b710e89,0,21,2,12.0,3.0,8.0,1,2,2,21,1.0
19143,6b723be9,0,26,10,6.0,4.0,6.0,1,10,10,26,0.0
19147,6b7d1933,0,69,58,42.0,6.0,25.0,6,58,6,69,1.0
19172,6b99f579,0,5,2,3.0,2.0,3.0,1,2,2,5,1.0
19177,6b9fad57,0,5,5,2.0,1.0,2.0,1,5,5,5,0.0
19179,6ba22e07,0,4,6,1.0,1.0,1.0,1,6,6,4,0.0
19185,6ba730a8,0,12,36,4.0,1.0,1.0,1,36,36,12,1.0
19229,6be8c99a,0,76,61,26.0,12.0,23.0,9,61,0,76,0.0
19257,6c0e18a9,0,23,6,7.0,5.0,7.0,2,6,3,23,0.0
19305,6c55de42,0,66,2,44.0,5.0,26.0,2,2,1,66,1.0
19316,6c67de3e,0,46,149,27.0,14.0,19.0,4,149,68,46,1.0
19332,6c83d1c0,0,8,0,2.0,1.0,1.0,1,0,0,8,0.0
19335,6c89cbfb,0,237,95,60.0,24.0,39.0,15,95,3,237,1.0
19377,6cc050c4,0,35,116,10.0,5.0,9.0,6,116,6,35,0.0
19402,6cefa829,0,11,92,2.0,1.0,1.0,2,92,73,11,1.0
19403,6cf2d02a,0,37,27,13.0,3.0,11.0,6,27,5,37,1.0
19404,6cf3febe,0,24,17,15.0,4.0,12.0,3,17,9,24,0.0
19410,6cfd9cf2,1,76,12,17.0,11.0,16.0,19,10,0,146,0.0
19421,6d06e7d0,0,122,41,66.0,11.0,33.0,9,41,6,122,1.0
19423,6d079d8a,0,6,20,3.0,2.0,3.0,1,20,20,6,1.0
19425,6d09df57,0,3,12,0.0,0.0,0.0,1,12,12,3,0.0
19445,6d2890d5,0,267,34,91.0,16.0,46.0,20,34,0,267,0.0
19484,6d654333,0,29,2,7.0,4.0,4.0,3,2,1,29,1.0
19506,6d89c7eb,0,16,4,7.0,3.0,7.0,1,4,4,16,0.0
19522,6d9f7f34,0,2,24,1.0,1.0,1.0,1,24,24,2,0.0
19524,6da13513,0,2,65,0.0,0.0,0.0,1,65,65,2,1.0
19530,6daa6b33,0,4,3,0.0,0.0,0.0,1,3,3,4,1.0
19626,6e2720ea,0,110,7,88.0,16.0,51.0,7,7,2,110,0.0
