,person,cant_sesiones_inac45MIN_ult_9999_dias,promedio_sesiones_sec_inac45MIN_ult_9999_dias,tiempo_total_sesiones_sec_inac45MIN_ult_9999_dias,cant_sesiones_inac45MIN_ult_30_dias,promedio_sesiones_sec_inac45MIN_ult_30_dias,tiempo_total_sesiones_sec_inac45MIN_ult_30_dias,cant_sesiones_inac45MIN_ult_25_dias,promedio_sesiones_sec_inac45MIN_ult_25_dias,tiempo_total_sesiones_sec_inac45MIN_ult_25_dias,cant_sesiones_inac45MIN_ult_20_dias,promedio_sesiones_sec_inac45MIN_ult_20_dias,tiempo_total_sesiones_sec_inac45MIN_ult_20_dias,cant_sesiones_inac45MIN_ult_15_dias,promedio_sesiones_sec_inac45MIN_ult_15_dias,tiempo_total_sesiones_sec_inac45MIN_ult_15_dias,cant_sesiones_inac45MIN_ult_10_dias,promedio_sesiones_sec_inac45MIN_ult_10_dias,tiempo_total_sesiones_sec_inac45MIN_ult_10_dias,cant_sesiones_inac45MIN_ult_5_dias,promedio_sesiones_sec_inac45MIN_ult_5_dias,tiempo_total_sesiones_sec_inac45MIN_ult_5_dias,cant_sesiones_inac45MIN_ult_1_dias,promedio_sesiones_sec_inac45MIN_ult_1_dias,tiempo_total_sesiones_sec_inac45MIN_ult_1_dias,cant_sesiones_inac30MIN_ult_9999_dias,promedio_sesiones_sec_inac30MIN_ult_9999_dias,tiempo_total_sesiones_sec_inac30MIN_ult_9999_dias,cant_sesiones_inac30MIN_ult_30_dias,promedio_sesiones_sec_inac30MIN_ult_30_dias,tiempo_total_sesiones_sec_inac30MIN_ult_30_dias,cant_sesiones_inac30MIN_ult_25_dias,promedio_sesiones_sec_inac30MIN_ult_25_dias,tiempo_total_sesiones_sec_inac30MIN_ult_25_dias,cant_sesiones_inac30MIN_ult_20_dias,promedio_sesiones_sec_inac30MIN_ult_20_dias,tiempo_total_sesiones_sec_inac30MIN_ult_20_dias,cant_sesiones_inac30MIN_ult_15_dias,promedio_sesiones_sec_inac30MIN_ult_15_dias,tiempo_total_sesiones_sec_inac30MIN_ult_15_dias,cant_sesiones_inac30MIN_ult_10_dias,promedio_sesiones_sec_inac30MIN_ult_10_dias,tiempo_total_sesiones_sec_inac30MIN_ult_10_dias,cant_sesiones_inac30MIN_ult_5_dias,promedio_sesiones_sec_inac30MIN_ult_5_dias,tiempo_total_sesiones_sec_inac30MIN_ult_5_dias,cant_sesiones_inac30MIN_ult_1_dias,promedio_sesiones_sec_inac30MIN_ult_1_dias,tiempo_total_sesiones_sec_inac30MIN_ult_1_dias,samsung_vistos,iphone_vistos,motorola_vistos,total_marcas_vistas,%_vistos_samsung,%_vistos_motorola,%_vistos_iphone,modelos_vistos,modelos_distintos,sku_distintos,mod_mas_visto_ult_9999_dias,total_vistos_ult_9999_dias,%_mas_visto_ult_9999_dias,mod_mas_visto_ult_30_dias,total_vistos_ult_30_dias,%_mas_visto_ult_30_dias,mod_mas_visto_ult_25_dias,total_vistos_ult_25_dias,%_mas_visto_ult_25_dias,mod_mas_visto_ult_20_dias,total_vistos_ult_20_dias,%_mas_visto_ult_20_dias,mod_mas_visto_ult_15_dias,total_vistos_ult_15_dias,%_mas_visto_ult_15_dias,mod_mas_visto_ult_10_dias,total_vistos_ult_10_dias,%_mas_visto_ult_10_dias,mod_mas_visto_ult_5_dias,total_vistos_ult_5_dias,%_mas_visto_ult_5_dias,mod_mas_visto_ult_1_dias,total_vistos_ult_1_dias,%_mas_visto_ult_1_dias,#Camino,compro,#pasos_antes_comprar,primera_actividad_ultimo_paso,ultima_actividad,primera_actividad,check_ult_9999_dias,check_ult_30_dias,check_ult_25_dias,check_ult_20_dias,check_ult_15_dias,check_ult_10_dias,check_ult_5_dias,check_ult_1_dias,ult_checkout_dias,ult_checkout_segundos,mod_dist_check_ult_9999_dias,mod_dist_check_ult_30_dias,mod_dist_check_ult_25_dias,mod_dist_check_ult_20_dias,mod_dist_check_ult_15_dias,mod_dist_check_ult_10_dias,mod_dist_check_ult_5_dias,mod_dist_check_ult_1_dias,act_ult_9999_dias,act_ult_30_dias,act_ult_25_dias,act_ult_20_dias,act_ult_15_dias,act_ult_10_dias,act_ult_5_dias,act_ult_1_dias,conv_ult_9999_dias,conv_ult_30_dias,conv_ult_25_dias,conv_ult_20_dias,conv_ult_15_dias,conv_ult_10_dias,conv_ult_5_dias,conv_ult_1_dias,country_0,country_1,country_2,country_3,country_4,country_5,country_6,region_0,region_1,region_2,region_3,region_4,region_5,region_6,region_7,city_0,city_1,city_2,city_3,city_4,city_5,city_6,city_7,city_8,city_9,city_10,city_11,label
27677,b71da444,4,82.0,326.0,3.0,109.0,326.0,3.0,109.0,326.0,3.0,109.0,326.0,3.0,109.0,326.0,3.0,109.0,326.0,1.0,21.0,21.0,0.0,0.0,0.0,4,82.0,326.0,3.0,109.0,326.0,3.0,109.0,326.0,3.0,109.0,326.0,3.0,109.0,326.0,3.0,109.0,326.0,1.0,21.0,21.0,0.0,0.0,0.0,1.0,8.0,0.0,9.0,0.1111111111111111,0.0,0.8888888888888888,9.0,3.0,7.0,7.0,9.0,0.7777777777777778,6.0,8.0,0.75,6.0,8.0,0.75,6.0,8.0,0.75,6.0,8.0,0.75,6.0,8.0,0.75,3.0,3.0,1.0,0.0,0.0,0.0,0,0,23,120,4,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,19.0,19.0,19.0,19.0,19.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1.0
27720,b75f3d6d,10,74.0,739.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,74.0,739.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,0.0,14.0,0.35714285714285715,0.0,0.6428571428571429,14.0,4.0,8.0,6.0,14.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,45,93,32,93,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,8058770.000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1.0
27723,b76301a6,1,13.0,13.0,1.0,13.0,13.0,1.0,13.0,13.0,1.0,13.0,13.0,1.0,13.0,13.0,1.0,13.0,13.0,1.0,13.0,13.0,0.0,0.0,0.0,1,13.0,13.0,1.0,13.0,13.0,1.0,13.0,13.0,1.0,13.0,13.0,1.0,13.0,13.0,1.0,13.0,13.0,1.0,13.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,4,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,124128.00000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0
27728,b7678201,1,220.0,220.0,1.0,220.0,220.0,1.0,220.0,220.0,1.0,220.0,220.0,1.0,220.0,220.0,1.0,220.0,220.0,1.0,220.0,220.0,0.0,0.0,0.0,1,220.0,220.0,1.0,220.0,220.0,1.0,220.0,220.0,1.0,220.0,220.0,1.0,220.0,220.0,1.0,220.0,220.0,1.0,220.0,220.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0,0,6,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,374447.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,6,6.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0.0
27733,b76f1447,1,383.0,383.0,1.0,383.0,383.0,1.0,383.0,383.0,1.0,383.0,383.0,1.0,383.0,383.0,1.0,383.0,383.0,1.0,383.0,383.0,0.0,0.0,0.0,1,383.0,383.0,1.0,383.0,383.0,1.0,383.0,383.0,1.0,383.0,383.0,1.0,383.0,383.0,1.0,383.0,383.0,1.0,383.0,383.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,2.0,7.0,7.0,1.0,7.0,7.0,1.0,7.0,7.0,1.0,7.0,7.0,1.0,7.0,7.0,1.0,7.0,7.0,1.0,7.0,7.0,1.0,0.0,0.0,0.0,0,0,14,3,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,272566.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,14,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0
27741,b77dc26c,3,75.0,225.0,3.0,75.0,225.0,3.0,75.0,225.0,3.0,75.0,225.0,3.0,75.0,225.0,3.0,75.0,225.0,3.0,75.0,225.0,0.0,0.0,0.0,3,75.0,225.0,3.0,75.0,225.0,3.0,75.0,225.0,3.0,75.0,225.0,3.0,75.0,225.0,3.0,75.0,225.0,3.0,75.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,4.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0,0,0,16,3,2,3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,2.0,257017.00000000003,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,16,16.0,16.0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0
27758,b79a13bb,2,3310.0,6621.0,2.0,3310.0,6621.0,2.0,3310.0,6621.0,2.0,3310.0,6621.0,2.0,3310.0,6621.0,2.0,3310.0,6621.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1548.0,4644.0,3.0,1548.0,4644.0,3.0,1548.0,4644.0,3.0,1548.0,4644.0,3.0,1548.0,4644.0,3.0,1548.0,4644.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1.0,10.0,26.0,26.0,1.0,26.0,26.0,1.0,26.0,26.0,1.0,26.0,26.0,1.0,26.0,26.0,1.0,26.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,36,9,7,9,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,7.0,683425.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,36,36.0,36.0,36.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0.0
27781,b7c2d92a,6,104.0,624.0,6.0,104.0,624.0,6.0,104.0,624.0,6.0,104.0,624.0,2.0,192.0,383.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,104.0,624.0,6.0,104.0,624.0,6.0,104.0,624.0,6.0,104.0,624.0,2.0,192.0,383.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,17.0,1.0,0.0,0.0,17.0,5.0,12.0,10.0,17.0,0.5882352941176471,10.0,17.0,0.5882352941176471,10.0,17.0,0.5882352941176471,10.0,17.0,0.5882352941176471,7.0,10.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,38,17,11,17,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,16.0,1425539.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,38,38.0,38.0,38.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.0
27802,b7e27b0e,9,589.0,5303.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,10,289.0,2890.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,10.0,0.0,13.0,0.23076923076923078,0.0,0.7692307692307693,13.0,2.0,5.0,10.0,13.0,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,48,83,0,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1.0
27803,b7e2840a,13,416.0,5405.0,6.0,474.00000000000006,2845.0,5.0,369.0,1845.0000000000002,3.0,121.00000000000001,362.0,2.0,111.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,416.0,5405.0,6.0,474.00000000000006,2845.0,5.0,369.0,1845.0000000000002,3.0,121.00000000000001,362.0,2.0,111.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0,2.0,35.0,0.02857142857142857,0.05714285714285714,0.9142857142857143,39.0,12.0,28.0,11.0,39.0,0.28205128205128205,7.0,12.0,0.5833333333333334,7.0,12.0,0.5833333333333334,2.0,3.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,93,51,10,55,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,4419466.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128,42.0,38.0,26.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1.0
27815,b7f6bfd8,1,97.0,97.0,1.0,97.0,97.0,1.0,97.0,97.0,1.0,97.0,97.0,1.0,97.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,97.0,97.0,1.0,97.0,97.0,1.0,97.0,97.0,1.0,97.0,97.0,1.0,97.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,0.5,1.0,2.0,0.5,1.0,2.0,0.5,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,11,10,10,10,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,10.0,889679.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,11,11.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.0
27835,b81a765c,4,91.0,364.0,3.0,87.0,262.0,3.0,87.0,262.0,3.0,87.0,262.0,2.0,104.0,209.0,2.0,104.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,4,91.0,364.0,3.0,87.0,262.0,3.0,87.0,262.0,3.0,87.0,262.0,2.0,104.0,209.0,2.0,104.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,7.0,5.0,9.0,0.5555555555555556,4.0,8.0,0.5,4.0,8.0,0.5,4.0,8.0,0.5,4.0,4.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30,31,8,31,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,9.0,805305.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,30,23.0,23.0,23.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0.0
27851,b8324621,5,1362.0,6808.0,4.0,1494.0,5978.0,2.0,920.0000000000001,1841.0000000000002,2.0,920.0000000000001,1841.0000000000002,2.0,920.0000000000001,1841.0000000000002,2.0,920.0000000000001,1841.0000000000002,1.0,1838.0000000000002,1838.0000000000002,0.0,0.0,0.0,6,829.0,4972.0,5.0,828.0,4142.0,3.0,2.0,5.0,3.0,2.0,5.0,3.0,2.0,5.0,3.0,2.0,5.0,2.0,1.0,2.0,0.0,0.0,0.0,15.0,0.0,4.0,19.0,0.7894736842105263,0.21052631578947367,0.0,23.0,12.0,16.0,4.0,23.0,0.17391304347826086,4.0,17.0,0.23529411764705882,1.0,2.0,0.5,1.0,2.0,0.5,1.0,2.0,0.5,1.0,2.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0,0,74,48,1,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74,61.0,10.0,10.0,10.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1.0
27886,b866afff,18,1299.0,23380.0,18.0,1299.0,23380.0,17.0,1267.0,21541.0,16.0,1324.0,21184.0,14.0,1220.0,17085.0,10.0,446.0,4459.0,7.0,587.0,4107.0,3.0,264.0,792.0,19,1102.0,20933.0,19.0,1102.0,20933.0,18.0,1061.0,19094.0,17.0,1102.0,18737.0,15.0,976.0000000000001,14638.000000000002,10.0,446.0,4459.0,7.0,587.0,4107.0,3.0,264.0,792.0,59.0,1.0,0.0,60.0,0.9833333333333333,0.0,0.016666666666666666,78.0,23.0,41.0,18.0,78.0,0.23076923076923078,18.0,78.0,0.23076923076923078,18.0,76.0,0.23684210526315788,18.0,75.0,0.24,18.0,65.0,0.27692307692307694,3.0,9.0,0.3333333333333333,3.0,9.0,0.3333333333333333,3.0,3.0,1.0,2,0,224,14,0,25,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,16.0,1400691.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,297,297.0,282.0,262.0,224.0,62.0,49.0,22.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0
27915,b884a53c,3,193.0,579.0,3.0,193.0,579.0,3.0,193.0,579.0,3.0,193.0,579.0,2.0,268.0,536.0,2.0,268.0,536.0,1.0,348.0,348.0,0.0,0.0,0.0,3,193.0,579.0,3.0,193.0,579.0,3.0,193.0,579.0,3.0,193.0,579.0,2.0,268.0,536.0,2.0,268.0,536.0,1.0,348.0,348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,7.0,5.0,7.0,0.7142857142857143,5.0,7.0,0.7142857142857143,5.0,7.0,0.7142857142857143,5.0,7.0,0.7142857142857143,5.0,6.0,0.8333333333333334,5.0,6.0,0.8333333333333334,5.0,5.0,1.0,0.0,0.0,0.0,0,0,21,16,4,16,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,16.0,1400456.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,21,21.0,21.0,21.0,15.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0.0
27916,b884c881,21,217.0,4550.0,4.0,168.0,671.0,4.0,168.0,671.0,4.0,168.0,671.0,4.0,168.0,671.0,4.0,168.0,671.0,1.0,350.0,350.0,0.0,0.0,0.0,21,217.0,4550.0,4.0,168.0,671.0,4.0,168.0,671.0,4.0,168.0,671.0,4.0,168.0,671.0,4.0,168.0,671.0,1.0,350.0,350.0,0.0,0.0,0.0,4.0,53.0,1.0,58.0,0.06896551724137931,0.017241379310344827,0.9137931034482759,58.0,11.0,34.0,36.0,58.0,0.6206896551724138,14.0,16.0,0.875,14.0,16.0,0.875,14.0,16.0,0.875,14.0,16.0,0.875,14.0,16.0,0.875,6.0,7.0,0.8571428571428571,0.0,0.0,0.0,0,0,162,122,3,122,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,9.0,807250.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,162,38.0,38.0,38.0,38.0,38.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0.0
27933,b8a44590,3,75.0,225.0,3.0,75.0,225.0,3.0,75.0,225.0,3.0,75.0,225.0,3.0,75.0,225.0,3.0,75.0,225.0,1.0,0.0,0.0,0.0,0.0,0.0,3,75.0,225.0,3.0,75.0,225.0,3.0,75.0,225.0,3.0,75.0,225.0,3.0,75.0,225.0,3.0,75.0,225.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,11,5,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,11.0,11.0,11.0,11.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1.0
27934,b8a4dd8d,3,110.0,330.0,3.0,110.0,330.0,3.0,110.0,330.0,2.0,116.00000000000001,233.00000000000003,1.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,110.0,330.0,3.0,110.0,330.0,3.0,110.0,330.0,2.0,116.00000000000001,233.00000000000003,1.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,15.0,0.06666666666666667,0.0,0.9333333333333333,15.0,2.0,10.0,14.0,15.0,0.9333333333333333,14.0,15.0,0.9333333333333333,14.0,15.0,0.9333333333333333,9.0,10.0,0.9,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,37,24,14,24,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,16.0,1467856.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,37,37.0,37.0,28.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0
27940,b8ae9999,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0.0
27953,b8c86b61,2,20.0,41.0,2.0,20.0,41.0,2.0,20.0,41.0,2.0,20.0,41.0,2.0,20.0,41.0,2.0,20.0,41.0,2.0,20.0,41.0,0.0,0.0,0.0,2,20.0,41.0,2.0,20.0,41.0,2.0,20.0,41.0,2.0,20.0,41.0,2.0,20.0,41.0,2.0,20.0,41.0,2.0,20.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,4.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0,0,1,7,2,1,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,174215.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,7,7.0,7.0,7.0,7.0,7.0,7.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
