,person,#Camino,#pasos_antes_comprar,primera_actividad,modelos_vistos,modelos_distintos,sku_distintos,cantidad_sesiones,#act_ult30dias,primera_actividad_ultimo_paso,ultima_actividad,# Actividades,label
11642,4198bcd3,0,93,13,80.0,7.0,39.0,4,93.0,13,12,93,0.0
11649,41a9a4fa,0,33,11,22.0,3.0,12.0,1,33.0,11,11,33,0.0
11656,41b57353,0,21,125,7.0,4.0,6.0,1,0.0,125,125,21,0.0
11665,41be4feb,0,29,46,15.0,3.0,11.0,2,22.0,46,10,29,0.0
11675,41cbe4f3,0,40,57,15.0,8.0,10.0,2,0.0,57,57,40,1.0
11681,41d02c4b,0,33,61,18.0,8.0,15.0,5,0.0,61,43,33,0.0
11699,41f0717f,0,20,23,11.0,3.0,10.0,2,20.0,23,23,20,1.0
11700,41f1cfe7,0,88,49,32.0,4.0,23.0,7,43.0,49,14,88,0.0
11708,4202bf6d,0,24,11,20.0,4.0,19.0,1,24.0,11,11,24,1.0
11709,42045acb,0,15,27,2.0,1.0,1.0,3,15.0,27,5,15,1.0
11755,4240ea68,2,7,0,0.0,0.0,0.0,3,22.0,0,0,22,0.0
11761,42476118,0,29,61,5.0,5.0,5.0,5,15.0,61,6,29,0.0
11787,4276d5de,0,428,88,129.0,17.0,46.0,61,136.0,88,0,428,1.0
11799,4283f064,5,34,1,30.0,14.0,25.0,7,315.0,0,0,315,1.0
11820,42934000,0,23,31,12.0,2.0,6.0,2,23.0,31,20,23,1.0
11856,42c493db,0,76,1,45.0,3.0,20.0,2,76.0,1,1,76,0.0
11893,42fc46f9,0,3,29,1.0,1.0,1.0,1,3.0,29,29,3,0.0
11904,43049bf3,0,20,22,7.0,1.0,4.0,2,20.0,22,11,20,0.0
11907,430ae34a,0,11,9,3.0,2.0,2.0,3,11.0,9,3,11,0.0
11921,431e9d79,0,178,85,41.0,4.0,17.0,18,0.0,85,32,178,0.0
11928,4328d4f1,0,39,17,16.0,9.0,11.0,3,39.0,17,14,39,0.0
11935,433d799f,0,66,29,36.0,7.0,21.0,11,66.0,29,0,66,1.0
11943,4347090e,0,5,4,1.0,1.0,1.0,1,5.0,4,4,5,0.0
11947,434b4604,0,81,18,50.0,14.0,27.0,3,81.0,18,0,81,0.0
11971,43765d5c,0,4,0,1.0,1.0,1.0,1,4.0,0,0,4,0.0
11979,43790d8f,0,76,13,62.0,21.0,47.0,2,76.0,13,2,76,1.0
12021,43a9e70f,1,426,72,276.0,36.0,108.0,72,350.0,68,0,548,1.0
12034,43b77600,0,2,8,0.0,0.0,0.0,1,2.0,8,8,2,1.0
12096,4423a28c,0,2,0,0.0,0.0,0.0,1,2.0,0,0,2,0.0
12136,445b333c,3,12,4,1.0,1.0,1.0,9,39.0,3,0,39,1.0
12139,4463dc28,0,111,84,40.0,6.0,26.0,5,81.0,84,3,111,1.0
12146,44699b60,3,140,148,97.0,12.0,36.0,43,361.0,13,0,510,1.0
12184,44a0af1c,1,349,55,95.0,20.0,64.0,84,141.0,55,7,350,1.0
12230,44d66c3f,0,91,2,17.0,12.0,16.0,1,91.0,2,2,91,0.0
12246,44ef34f4,0,12,28,2.0,1.0,1.0,1,12.0,28,28,12,1.0
12249,44f97041,0,10,6,2.0,2.0,2.0,2,10.0,6,6,10,0.0
12256,44fd5bd1,0,44,62,30.0,11.0,16.0,2,0.0,62,55,44,1.0
12266,4504bef1,3,270,105,155.0,16.0,77.0,72,416.0,22,1,611,1.0
12296,452a20d4,0,14,8,5.0,2.0,2.0,1,14.0,8,8,14,0.0
12314,4540d4fc,0,3,5,0.0,0.0,0.0,1,3.0,5,5,3,0.0
12316,45422088,0,103,36,63.0,7.0,22.0,1,0.0,36,36,103,1.0
12325,4552e2de,0,13,0,3.0,1.0,3.0,1,13.0,0,0,13,0.0
12336,455e23a9,0,16,131,5.0,5.0,5.0,2,0.0,131,37,16,1.0
12352,456ead1b,0,138,41,100.0,20.0,66.0,11,116.0,41,2,138,1.0
12370,4591b188,0,4,7,1.0,1.0,1.0,1,4.0,7,7,4,0.0
12372,4598a8b3,0,11,9,6.0,4.0,5.0,1,12.0,9,9,12,0.0
12378,45a1fa0d,0,19,11,7.0,4.0,5.0,3,19.0,11,10,19,1.0
12379,45a66d74,0,336,107,165.0,25.0,83.0,27,296.0,107,0,336,1.0
12386,45b17094,0,30,8,24.0,4.0,17.0,1,30.0,8,8,30,0.0
12393,45baf068,0,20,13,6.0,2.0,4.0,1,20.0,13,13,20,0.0
12479,4636ee0e,0,5,3,1.0,1.0,1.0,1,6.0,3,3,6,1.0
12496,4646796c,0,8,57,2.0,1.0,2.0,2,0.0,57,35,8,1.0
12510,465a22e1,0,10,1,1.0,1.0,1.0,1,10.0,1,1,10,0.0
12523,466971f2,0,16,22,5.0,3.0,4.0,3,16.0,22,1,16,0.0
12534,467dff6b,0,94,52,61.0,14.0,37.0,13,68.0,52,2,94,1.0
12547,46954519,0,3,11,0.0,0.0,0.0,1,3.0,11,11,3,0.0
12567,46af4cd0,1,97,39,7.0,7.0,7.0,73,60.0,37,16,153,1.0
12576,46c17010,0,60,9,47.0,6.0,30.0,4,60.0,9,6,60,1.0
12591,46d4d96c,0,4,10,0.0,0.0,0.0,1,4.0,10,10,4,1.0
12611,46f87f66,0,25,9,16.0,1.0,9.0,1,25.0,9,9,25,0.0
12612,46fdb667,0,42,8,31.0,5.0,24.0,1,42.0,8,8,42,0.0
12634,4740f3d4,0,52,14,16.0,8.0,10.0,1,52.0,14,14,52,0.0
12654,4759b4df,0,43,13,16.0,4.0,12.0,3,43.0,13,6,43,1.0
12727,47c33c75,0,151,55,48.0,10.0,27.0,21,95.0,55,0,151,1.0
12764,48059e61,0,353,138,281.0,8.0,78.0,15,261.0,138,1,353,0.0
12766,48071045,0,384,26,157.0,29.0,69.0,21,384.0,26,0,384,1.0
12770,480fa062,0,14,2,6.0,1.0,3.0,1,14.0,2,2,14,0.0
12771,4811034b,0,4,6,1.0,1.0,1.0,1,4.0,6,6,4,0.0
12802,483e3b33,0,13,1,8.0,2.0,3.0,1,13.0,1,1,13,0.0
12807,48488f7d,0,136,12,71.0,7.0,37.0,15,136.0,12,0,136,1.0
12842,48716370,11,15,15,12.0,2.0,12.0,17,184.0,1,1,184,1.0
12863,48971f23,0,95,135,21.0,8.0,14.0,13,57.0,135,29,95,1.0
12885,48b67d84,0,19,7,14.0,10.0,14.0,1,19.0,7,7,19,0.0
12890,48bc41c0,0,22,7,8.0,2.0,5.0,2,22.0,7,6,22,0.0
12925,48eeea68,0,9,11,4.0,1.0,3.0,1,9.0,11,11,9,0.0
12949,49142032,0,4,16,1.0,1.0,1.0,1,4.0,16,16,4,0.0
12951,49179d29,0,6,0,2.0,1.0,2.0,2,6.0,0,0,6,1.0
12960,492a5b4d,0,23,3,16.0,2.0,12.0,1,23.0,3,3,23,0.0
12966,49362a16,0,17,14,3.0,3.0,3.0,4,17.0,14,9,17,0.0
12969,493b2082,0,9,5,3.0,1.0,2.0,2,9.0,5,5,9,0.0
12976,493f068a,0,408,140,141.0,45.0,91.0,36,2.0,140,31,408,1.0
13007,496ce6a8,0,129,15,115.0,4.0,48.0,6,129.0,15,2,129,0.0
13015,496ef3e5,4,21,78,6.0,4.0,6.0,4,18.0,56,7,35,1.0
13035,498f2cae,1,4,6,0.0,0.0,0.0,7,26.0,3,0,26,0.0
13063,49a762d6,0,4,3,1.0,1.0,1.0,1,4.0,3,3,4,0.0
13075,49b686f1,0,1,0,0.0,0.0,0.0,1,1.0,0,0,1,0.0
13077,49bcbeb6,0,36,1,28.0,3.0,18.0,1,36.0,1,1,36,0.0
13118,49ec5e65,0,146,52,97.0,9.0,38.0,18,49.0,52,9,147,0.0
13168,4a314ba6,0,50,17,34.0,13.0,26.0,4,50.0,17,16,50,0.0
13177,4a426173,0,4,8,1.0,1.0,1.0,1,4.0,8,8,4,0.0
13186,4a473eb7,0,89,65,50.0,5.0,24.0,9,78.0,65,1,89,1.0
13195,4a57ac02,0,186,16,105.0,15.0,56.0,12,186.0,16,0,186,0.0
13202,4a635360,3,2,77,0.0,0.0,0.0,25,279.0,1,1,386,1.0
13220,4a78636f,0,26,72,10.0,2.0,6.0,4,12.0,72,9,26,1.0
13231,4a915ec2,0,158,8,108.0,11.0,45.0,8,158.0,8,3,158,1.0
13259,4ab936c1,0,26,2,4.0,4.0,4.0,4,26.0,2,2,26,0.0
13262,4ac06f4c,0,7,9,1.0,1.0,1.0,2,8.0,9,9,8,0.0
13294,4aeb5dda,0,98,146,38.0,6.0,29.0,13,7.0,146,28,98,1.0
13314,4b0d4a9b,0,133,86,70.0,24.0,54.0,17,0.0,86,58,133,1.0
13318,4b11dcf9,0,4,14,1.0,1.0,1.0,1,4.0,14,14,4,0.0
13330,4b1c554f,0,6,1,1.0,1.0,1.0,2,6.0,1,1,6,0.0
13363,4b3d0b89,0,12,7,5.0,1.0,2.0,2,12.0,7,7,12,0.0
13388,4b592591,0,69,30,25.0,11.0,18.0,5,69.0,30,5,69,0.0
13422,4b900782,0,12,13,6.0,4.0,4.0,1,12.0,13,13,12,0.0
13438,4ba571a1,0,12,30,4.0,3.0,4.0,4,12.0,30,2,12,1.0
13499,4bf8e237,0,57,2,36.0,8.0,24.0,4,57.0,2,1,57,1.0
13506,4c002b61,0,17,46,6.0,4.0,6.0,2,0.0,46,46,17,1.0
13525,4c196c48,0,30,37,16.0,3.0,7.0,1,0.0,37,37,30,1.0
13582,4c699410,0,48,8,41.0,11.0,31.0,1,48.0,8,7,48,0.0
13616,4c8fa9e5,0,25,8,11.0,3.0,6.0,2,25.0,8,7,25,0.0
13623,4c9a5cd6,0,12,15,4.0,1.0,2.0,1,12.0,15,15,12,0.0
13629,4cad42fd,0,14,13,1.0,1.0,1.0,2,14.0,13,13,14,1.0
13635,4cb88793,0,25,12,17.0,2.0,7.0,1,25.0,12,12,25,0.0
13677,4cf80018,0,27,137,6.0,3.0,6.0,6,3.0,137,4,27,1.0
13694,4d149696,0,277,65,235.0,10.0,101.0,12,35.0,65,12,277,1.0
13715,4d2f1297,0,24,0,18.0,7.0,15.0,3,24.0,0,0,24,1.0
13740,4d51cae5,0,21,23,2.0,2.0,2.0,3,21.0,23,9,21,0.0
13744,4d5cb424,0,66,23,35.0,6.0,17.0,2,66.0,23,16,66,0.0
13748,4d6695e3,0,28,119,12.0,4.0,11.0,4,14.0,119,13,28,1.0
13791,4da09107,0,10,0,3.0,1.0,2.0,2,10.0,0,0,10,0.0
13810,4dc46a0f,0,20,13,10.0,4.0,8.0,3,20.0,13,5,20,0.0
13827,4dd513b3,2,204,90,61.0,17.0,36.0,36,103.0,84,1,378,1.0
13842,4de2479a,2,9,91,4.0,3.0,4.0,10,50.0,2,2,122,1.0
13880,4e0ec1c8,0,123,129,56.0,18.0,34.0,6,86.0,129,1,123,0.0
13884,4e1a1d12,0,4,14,1.0,1.0,1.0,1,4.0,14,14,4,0.0
13895,4e2a60d8,2,3,2,0.0,0.0,0.0,14,136.0,0,0,136,0.0
13903,4e39bfcf,0,45,18,17.0,5.0,14.0,4,45.0,18,5,45,0.0
13929,4e560208,7,22,142,13.0,5.0,11.0,22,51.0,16,1,185,1.0
13946,4e64394b,0,70,12,54.0,4.0,15.0,4,70.0,12,3,70,1.0
13952,4e69b157,0,25,16,19.0,1.0,8.0,1,25.0,16,16,25,0.0
13971,4e8103d8,0,66,13,36.0,6.0,13.0,6,66.0,13,9,66,1.0
13977,4e8d56df,0,123,19,95.0,15.0,53.0,5,123.0,19,0,123,0.0
13983,4e949fde,0,18,34,7.0,3.0,4.0,2,9.0,34,3,18,1.0
14001,4ead4504,0,95,0,40.0,8.0,21.0,2,95.0,0,0,95,1.0
14015,4ebb61f8,0,57,78,24.0,4.0,20.0,12,0.0,78,55,57,1.0
14034,4ed8ab82,0,54,2,7.0,3.0,3.0,4,54.0,2,1,54,0.0
14043,4ee533ee,0,89,34,16.0,11.0,13.0,6,12.0,34,19,89,1.0
14047,4eec4b16,0,15,10,9.0,5.0,6.0,2,15.0,10,9,15,1.0
14069,4f169e02,0,24,10,13.0,1.0,10.0,2,24.0,10,5,24,0.0
14071,4f19e622,0,288,70,169.0,9.0,68.0,20,165.0,70,0,288,0.0
14074,4f1f5e9e,0,14,15,3.0,2.0,2.0,1,14.0,15,15,14,0.0
14121,4f6ef32f,1,28,33,13.0,3.0,9.0,13,131.0,13,12,202,0.0
14157,4fb346fd,4,1,15,0.0,0.0,0.0,7,60.0,0,0,60,0.0
14158,4fb468ae,0,60,6,27.0,7.0,16.0,5,60.0,6,4,60,0.0
14168,4fc5e6fc,0,5,48,1.0,1.0,1.0,1,0.0,48,48,5,0.0
14182,4fd7b77c,0,71,10,17.0,5.0,10.0,7,71.0,10,7,71,0.0
14195,4fe68a28,1,24,0,4.0,2.0,4.0,2,25.0,0,0,25,1.0
14219,4ffeb0f3,0,9,13,2.0,1.0,2.0,2,9.0,13,1,9,0.0
14230,5006f5c9,0,37,14,20.0,4.0,12.0,1,37.0,14,14,37,0.0
14269,50367875,0,53,10,41.0,15.0,24.0,2,53.0,10,9,53,1.0
14283,504a0c2f,0,167,34,81.0,21.0,58.0,25,164.0,34,1,167,0.0
14428,505a0310,0,28,5,21.0,8.0,18.0,1,28.0,5,5,28,1.0
14429,505b39f3,0,6,0,3.0,1.0,1.0,2,7.0,0,0,7,1.0
14440,506ae141,0,13,9,4.0,2.0,2.0,3,13.0,9,6,13,0.0
14508,50b9e94c,0,7,1,4.0,1.0,3.0,1,7.0,1,1,7,1.0
14537,50eeb193,0,16,20,5.0,1.0,5.0,2,16.0,20,19,16,0.0
14538,50f0097b,0,10,10,4.0,1.0,4.0,1,10.0,10,10,10,0.0
14543,50f495cc,0,18,16,11.0,1.0,5.0,2,18.0,16,9,18,0.0
14559,51085938,0,11,15,4.0,1.0,3.0,2,11.0,15,14,11,1.0
14594,513a24c5,0,22,91,13.0,5.0,12.0,1,0.0,91,91,22,0.0
14654,519da79d,0,38,8,27.0,6.0,22.0,3,38.0,8,3,38,1.0
14690,51c519e9,1,1,15,1.0,1.0,1.0,1,8.0,15,15,8,0.0
14709,51f81030,0,19,127,5.0,2.0,2.0,5,0.0,127,111,19,1.0
14713,51fde0cb,0,126,78,83.0,24.0,42.0,9,70.0,78,11,126,1.0
14721,520b0246,0,112,8,75.0,13.0,34.0,5,112.0,8,7,112,0.0
14769,52463b37,0,17,7,1.0,1.0,1.0,2,17.0,7,7,17,0.0
14783,525fd206,0,4,7,1.0,1.0,1.0,1,4.0,7,7,4,0.0
14813,5293ba6d,0,8,3,2.0,1.0,2.0,1,8.0,3,3,8,0.0
14829,52aad1b0,0,53,1,12.0,4.0,7.0,3,53.0,1,0,53,0.0
14832,52ac5248,0,118,103,71.0,6.0,36.0,11,111.0,103,4,118,1.0
14854,52c67e00,1,123,15,91.0,23.0,49.0,15,253.0,10,1,253,1.0
14910,530ab705,0,6,12,2.0,1.0,2.0,1,6.0,12,12,6,1.0
14920,531c91f4,0,116,92,69.0,20.0,47.0,17,74.0,92,9,116,0.0
14934,532c3f3e,0,41,38,25.0,13.0,23.0,5,32.0,38,9,41,0.0
14974,536fd101,0,3,14,1.0,1.0,1.0,1,3.0,14,14,3,1.0
14982,5378678e,0,67,10,15.0,4.0,12.0,4,67.0,10,6,67,0.0
15001,538c3e87,0,57,64,46.0,10.0,20.0,4,50.0,64,16,57,1.0
15017,53a409c8,1,18,63,1.0,1.0,1.0,7,0.0,63,52,28,1.0
15032,53b9ea87,0,6,16,2.0,1.0,1.0,1,6.0,16,16,6,0.0
15102,542db918,0,23,2,13.0,1.0,8.0,1,23.0,2,2,23,0.0
15113,543a1d27,0,4,3,1.0,1.0,1.0,1,4.0,3,3,4,0.0
15123,544472be,0,120,14,71.0,12.0,31.0,6,120.0,14,6,120,1.0
15132,544aaf42,3,15,41,0.0,0.0,0.0,22,241.0,1,0,251,1.0
15152,54633dbb,0,7,1,2.0,2.0,2.0,2,7.0,1,1,7,1.0
15180,5492cfa7,0,8,10,3.0,1.0,2.0,2,8.0,10,10,8,0.0
15198,54a2de05,0,50,138,14.0,6.0,11.0,11,0.0,138,94,50,1.0
15200,54a9e8c5,0,8,31,3.0,2.0,3.0,2,8.0,31,0,8,0.0
15205,54b19674,0,78,9,61.0,9.0,39.0,4,78.0,9,9,78,0.0
15211,54bb7539,0,60,2,47.0,13.0,35.0,5,60.0,2,1,60,1.0
15224,54d60b2e,0,27,99,4.0,2.0,2.0,3,3.0,99,9,27,0.0
15246,54fb59e3,0,31,26,11.0,4.0,6.0,6,31.0,26,5,31,1.0
15296,553c81b5,0,11,15,2.0,2.0,2.0,1,11.0,15,15,11,0.0
15324,555d334a,0,6,4,2.0,1.0,1.0,1,6.0,4,4,6,0.0
15350,55827b4b,0,111,103,80.0,14.0,30.0,6,98.0,103,0,111,1.0
15364,55905680,0,8,12,3.0,2.0,2.0,1,8.0,12,12,8,0.0
15378,55a7179e,0,3,41,1.0,1.0,1.0,1,0.0,41,41,3,1.0
15435,55ead684,0,9,15,2.0,2.0,2.0,2,9.0,15,15,9,0.0
15441,55f864eb,0,195,12,102.0,35.0,66.0,24,195.0,12,0,195,0.0
15448,56011e68,1,43,76,9.0,4.0,7.0,13,4.0,75,27,64,1.0
15484,56286924,0,3,1,1.0,1.0,1.0,1,3.0,1,1,3,1.0
15485,562929c8,0,551,31,316.0,58.0,166.0,24,551.0,31,0,551,1.0
15491,563a6c21,0,41,2,19.0,4.0,12.0,2,41.0,2,2,41,0.0
15503,564c3763,0,9,1,3.0,1.0,3.0,2,9.0,1,1,9,1.0
15510,56585e35,1,20,6,13.0,8.0,9.0,4,29.0,6,5,29,0.0
15534,56853c5b,0,28,8,10.0,2.0,8.0,1,28.0,8,8,28,0.0
15664,572b06d3,0,160,40,60.0,10.0,33.0,10,154.0,40,1,160,0.0
15692,5768416f,0,12,7,3.0,1.0,2.0,1,12.0,7,7,12,1.0
15731,578cefef,0,137,11,100.0,8.0,46.0,4,137.0,11,1,137,1.0
15736,5792deb4,0,52,0,43.0,3.0,19.0,2,52.0,0,0,52,1.0
15761,57aa9ba0,0,25,11,5.0,2.0,2.0,1,25.0,11,11,25,0.0
15780,57c33120,0,8,6,5.0,2.0,4.0,1,8.0,6,6,8,0.0
15796,57de9fb3,0,59,81,27.0,6.0,20.0,5,18.0,81,9,60,0.0
15806,57ed2cc9,0,160,20,59.0,8.0,32.0,17,160.0,20,0,160,1.0
15813,57fd41ba,0,4,14,1.0,1.0,1.0,1,4.0,14,14,4,0.0
15823,580d91b9,0,95,10,82.0,3.0,37.0,2,95.0,10,10,95,1.0
15832,581518b6,0,8,10,3.0,3.0,3.0,1,8.0,10,10,8,1.0
15853,583473ab,0,20,0,4.0,1.0,3.0,2,20.0,0,0,20,1.0
15864,5847cac8,0,3,74,0.0,0.0,0.0,1,0.0,74,74,3,1.0
15865,5849dc2a,0,12,4,4.0,1.0,3.0,1,12.0,4,4,12,0.0
15895,587ce7f9,1,61,3,6.0,3.0,6.0,18,109.0,2,0,109,1.0
15906,589e4a72,0,103,48,68.0,9.0,40.0,9,97.0,48,6,103,0.0
15907,58a05c95,0,69,64,20.0,4.0,10.0,10,8.0,64,0,69,0.0
15934,58c826e3,0,9,8,3.0,2.0,3.0,1,9.0,8,8,9,0.0
15944,58cdcc02,0,23,19,9.0,2.0,5.0,3,23.0,19,16,23,0.0
15945,58d1197b,0,12,1,9.0,1.0,4.0,1,12.0,1,1,12,0.0
15955,58e26c5d,0,168,111,113.0,8.0,64.0,18,10.0,111,5,168,1.0
15973,58f21eaf,0,16,0,3.0,3.0,3.0,1,16.0,0,0,16,1.0
15986,5900aceb,0,78,69,29.0,3.0,12.0,10,66.0,69,7,78,0.0
16009,59231aa7,0,38,23,26.0,4.0,10.0,5,38.0,23,13,38,0.0
16017,5932ef3d,0,18,7,8.0,1.0,5.0,2,18.0,7,7,18,0.0
16067,5988298f,0,28,45,9.0,4.0,6.0,5,6.0,45,5,28,1.0
16080,5996d71b,0,4,9,1.0,1.0,1.0,1,4.0,9,9,4,0.0
16088,599e60ec,0,3,9,0.0,0.0,0.0,1,3.0,9,9,3,1.0
16113,59c2bed3,1,69,86,47.0,11.0,35.0,4,69.0,0,0,86,1.0
16114,59c318bd,0,279,0,95.0,30.0,56.0,4,279.0,0,0,279,1.0
16128,59d2455a,0,12,4,2.0,2.0,2.0,1,12.0,4,4,12,0.0
16136,59e0f01c,0,33,85,12.0,3.0,7.0,2,26.0,85,1,33,0.0
16247,5a7d5aff,0,4,10,1.0,1.0,1.0,1,4.0,10,10,4,0.0
16307,5aec8187,0,23,10,18.0,2.0,7.0,1,23.0,10,10,23,0.0
16327,5b0f4b0a,0,20,49,12.0,3.0,11.0,2,3.0,49,6,20,1.0
16332,5b1739cc,0,28,113,14.0,3.0,5.0,4,0.0,113,83,28,1.0
16341,5b22d79a,0,15,10,7.0,2.0,6.0,1,15.0,10,10,15,0.0
16343,5b255293,0,4,12,1.0,1.0,1.0,1,4.0,12,12,4,0.0
16349,5b30e395,0,16,3,8.0,2.0,8.0,2,16.0,3,0,16,1.0
16363,5b499ec5,0,4,8,1.0,1.0,1.0,1,4.0,8,8,4,0.0
16380,5b6054e7,0,43,85,16.0,4.0,9.0,6,0.0,85,57,43,1.0
16424,5b9c89fd,0,14,1,4.0,2.0,3.0,1,14.0,1,1,14,0.0
16433,5ba9e8b7,0,10,5,3.0,2.0,3.0,1,10.0,5,5,10,0.0
16448,5bbde089,0,21,16,10.0,6.0,8.0,2,21.0,16,15,21,0.0
16467,5bee7a27,0,35,6,9.0,4.0,4.0,3,35.0,6,5,35,0.0
16468,5bf217ac,0,9,8,6.0,2.0,4.0,1,9.0,8,8,9,1.0
16471,5bff903a,0,65,2,25.0,8.0,17.0,8,65.0,2,1,65,0.0
16506,5c2e66a4,0,16,15,4.0,1.0,3.0,1,16.0,15,15,16,1.0
16528,5c5ea764,0,56,66,20.0,6.0,11.0,8,14.0,66,7,56,0.0
16530,5c60f9d5,0,5,1,1.0,1.0,1.0,1,6.0,1,1,6,0.0
16546,5c7cddba,0,35,4,9.0,3.0,5.0,2,35.0,4,0,35,0.0
16550,5c862f3c,0,6,2,1.0,1.0,1.0,2,6.0,2,1,6,1.0
16575,5ca1ea58,0,17,5,7.0,5.0,5.0,3,17.0,5,1,17,0.0
16641,5cf3348a,0,50,50,25.0,7.0,16.0,7,44.0,50,1,50,0.0
16653,5d0c3446,0,61,91,52.0,12.0,36.0,4,58.0,91,6,61,1.0
16657,5d129417,0,9,3,5.0,1.0,3.0,1,9.0,3,3,9,0.0
16676,5d2be13d,3,152,31,125.0,21.0,67.0,12,388.0,15,14,388,1.0
16687,5d3db10a,0,17,6,11.0,1.0,3.0,1,17.0,6,6,17,0.0
16728,5d7776a0,0,57,37,35.0,4.0,27.0,5,40.0,37,13,57,0.0
16732,5d7a1f09,0,27,1,8.0,2.0,3.0,2,27.0,1,1,27,0.0
16782,5dc9751d,0,42,10,16.0,6.0,13.0,2,42.0,10,9,42,0.0
16799,5de04e7c,0,39,13,19.0,5.0,11.0,5,39.0,13,0,39,0.0
16838,5e2550fa,1,23,40,5.0,4.0,4.0,10,24.0,31,0,68,0.0
16846,5e380fdd,0,66,9,48.0,18.0,35.0,1,66.0,9,9,66,0.0
16863,5e55fb94,0,38,42,23.0,6.0,13.0,4,26.0,42,18,38,1.0
16866,5e5b61c6,0,14,28,5.0,1.0,3.0,2,14.0,28,21,14,0.0
16889,5e866083,0,12,20,10.0,2.0,7.0,1,12.0,20,20,12,1.0
16961,5ef611ac,0,66,85,17.0,10.0,13.0,9,13.0,85,8,66,1.0
16979,5f0ac9a5,0,75,16,46.0,11.0,27.0,2,75.0,16,12,75,0.0
17003,5f3bdc0d,0,31,2,11.0,4.0,7.0,3,31.0,2,1,31,0.0
17030,5f600f50,0,26,14,15.0,2.0,6.0,3,26.0,14,12,26,0.0
17033,5f63967f,0,35,45,14.0,11.0,12.0,5,26.0,45,17,35,1.0
17065,5f802adb,0,71,13,22.0,4.0,13.0,5,71.0,13,1,71,1.0
17070,5f8a82b3,0,47,11,22.0,5.0,14.0,1,47.0,11,11,47,0.0
17075,5f8fedd6,0,17,1,8.0,1.0,3.0,1,17.0,1,1,17,0.0
17089,5fa8e1d5,1,36,7,22.0,3.0,7.0,5,38.0,5,3,38,0.0
17091,5fae9926,0,17,1,7.0,4.0,4.0,2,17.0,1,0,17,0.0
17101,5fc6f016,0,76,2,37.0,6.0,22.0,4,76.0,2,0,76,1.0
17136,5ffaf0d0,1,25,45,16.0,2.0,8.0,4,118.0,1,1,123,1.0
17161,602b20ef,0,4,14,1.0,1.0,1.0,1,4.0,14,14,4,0.0
17248,60bdafe6,0,8,3,5.0,4.0,5.0,1,8.0,3,3,8,0.0
17249,60c03322,0,50,48,10.0,7.0,8.0,8,27.0,48,1,50,0.0
17282,60f7fe21,0,9,75,4.0,2.0,4.0,2,0.0,75,64,9,0.0
17317,6136a732,0,3,7,0.0,0.0,0.0,1,3.0,7,7,3,0.0
17351,61630ff6,0,28,0,10.0,4.0,8.0,2,28.0,0,0,28,0.0
17354,616b5436,0,7,35,2.0,2.0,2.0,2,4.0,35,7,7,0.0
17357,6172365d,1,5,0,0.0,0.0,0.0,3,17.0,0,0,17,0.0
17377,6192ea5a,0,29,134,16.0,7.0,13.0,3,21.0,134,1,29,1.0
17422,61d8b0ae,0,16,16,7.0,2.0,6.0,1,16.0,16,16,16,0.0
17427,61e1b1c3,0,123,73,42.0,8.0,24.0,17,33.0,73,9,123,1.0
17449,6206c8f6,0,87,0,80.0,14.0,48.0,1,87.0,0,0,87,0.0
17452,6207e4a9,0,8,5,2.0,1.0,2.0,1,8.0,5,5,8,0.0
17465,6220d50e,0,9,77,4.0,2.0,3.0,2,5.0,77,9,9,0.0
17483,6233ffaf,0,340,14,165.0,42.0,72.0,20,340.0,14,0,340,0.0
17502,625267e1,0,10,104,2.0,2.0,2.0,1,0.0,104,104,10,1.0
17523,6278634e,1,36,28,22.0,19.0,19.0,5,90.0,24,23,90,1.0
17536,628e3992,0,127,6,105.0,24.0,69.0,5,127.0,6,5,127,0.0
17543,6294a38a,0,30,10,11.0,4.0,11.0,1,30.0,10,10,30,0.0
17551,629d415f,0,4,6,1.0,1.0,1.0,1,4.0,6,6,4,0.0
17552,629e1a6e,0,115,22,57.0,13.0,34.0,7,115.0,22,0,115,1.0
17558,62acae45,0,4,132,0.0,0.0,0.0,1,0.0,132,132,4,0.0
17614,62fa69b0,0,33,26,20.0,4.0,17.0,3,33.0,26,12,33,1.0
17632,6309f8fe,0,3,52,0.0,0.0,0.0,1,0.0,52,52,3,1.0
17643,631bde14,0,3,120,0.0,0.0,0.0,1,0.0,120,120,3,1.0
17652,6320ec96,0,4,9,1.0,1.0,1.0,1,4.0,9,9,4,0.0
17655,6322f9fd,0,21,29,8.0,5.0,5.0,3,21.0,29,6,21,0.0
17656,632357f2,0,16,67,10.0,3.0,8.0,1,0.0,67,67,16,1.0
17663,632e9b7b,0,6,79,3.0,1.0,1.0,2,0.0,79,77,6,1.0
17678,6340ecef,0,19,31,12.0,3.0,10.0,2,19.0,31,2,19,0.0
17708,636bcdaf,0,51,47,13.0,4.0,6.0,2,47.0,47,10,51,1.0
17710,636e19a1,0,22,10,4.0,3.0,4.0,4,22.0,10,3,22,0.0
17711,636f2513,0,3,13,0.0,0.0,0.0,1,3.0,13,13,3,0.0
17726,63885214,0,25,30,9.0,3.0,7.0,4,25.0,30,0,25,0.0
17781,63d9aaf3,0,4,3,1.0,1.0,1.0,1,4.0,3,3,4,0.0
17786,63f3e3bd,0,71,19,37.0,8.0,22.0,8,71.0,19,6,71,0.0
